"","GEOID","pop_5_and_under"
"6813","21776",496
"6814","21777",269
"6815","21778",28
"6816","21779",202
"6817","21780",60
"6818","21781",0
"6819","21782",217
"6820","21783",748
"6821","21784",2396
"6822","21787",813
"6823","21788",416
"6824","21790",0
"6825","21791",333
"6826","21793",663
"6827","21794",114
"6828","21795",425
"6829","21797",590
"6830","21798",229
"6831","21801",1955
"6832","21804",2802
"6833","21810",0
"6834","21811",1217
"6835","21813",40
"6836","21814",0
"6837","21817",289
"6838","21821",22
"6839","21822",236
"6840","21824",6
"6841","21826",627
"6842","21829",0
"6843","21830",212
"6844","21835",8
"6845","21837",259
"6846","21838",100
"6847","21840",50
"6848","21841",17
"6849","21842",343
"6850","21849",438
"6851","21850",319
"6852","21851",449
"6853","21853",733
"6854","21856",46
"6855","21861",50
"6856","21862",0
"6857","21863",214
"6858","21864",8
"6859","21865",18
"6860","21866",0
"6861","21867",0
"6862","21869",52
"6863","21871",57
"6864","21872",162
"6865","21874",215
"6866","21875",419
"6867","21890",0
"6868","21901",1621
"6869","21902",0
"6870","21903",609
"6871","21904",343
"6872","21911",566
"6873","21912",16
"6874","21913",51
"6875","21914",24
"6876","21915",90
"6877","21917",144
"6878","21918",196
"6879","21919",42
"6880","21920",55
"6881","21921",3156
"6882","21930",0
"6883","22003",4644
"6884","22015",2979
"6885","22025",1776
"6886","22026",1833
"6887","22027",102
"6888","22030",4430
"6889","22031",2802
"6890","22032",1604
"6891","22033",2228
"6892","22035",0
"6893","22039",1385
"6894","22041",3007
"6895","22042",3647
"6896","22043",1526
"6897","22044",1466
"6898","22046",1325
"6899","22060",1600
"6900","22066",914
"6901","22079",2495
"6902","22101",1671
"6903","22102",1321
"6904","22124",1596
"6905","22125",44
"6906","22134",664
"6907","22150",2047
"6908","22151",1668
"6909","22152",2152
"6910","22153",2464
"6911","22172",995
"6912","22180",1764
"6913","22181",803
"6914","22182",1678
"6915","22191",6526
"6916","22192",4743
"6917","22193",7305
"6918","22201",2096
"6919","22202",1111
"6920","22203",1193
"6921","22204",4822
"6922","22205",1625
"6923","22206",1411
"6924","22207",2397
"6925","22209",520
"6926","22211",0
"6927","22213",322
"6928","22214",0
"6929","22301",1424
"6930","22302",1224
"6931","22303",1149
"6932","22304",3527
"6933","22305",1987
"6934","22306",3831
"6935","22307",949
"6936","22308",1070
"6937","22309",3001
"6938","22310",2764
"6939","22311",2018
"6940","22312",1641
"6941","22314",2267
"6942","22315",2480
"6943","22401",2273
"6944","22405",3193
"6945","22406",1743
"6946","22407",4939
"6947","22408",2431
"6948","22427",296
"6949","22432",0
"6950","22433",0
"6951","22435",101
"6952","22436",0
"6953","22437",102
"6954","22438",0
"6955","22443",623
"6956","22448",103
"6957","22454",141
"6958","22460",56
"6959","22469",169
"6960","22472",0
"6961","22473",283
"6962","22476",0
"6963","22480",10
"6964","22482",128
"6965","22485",1764
"6966","22488",60
"6967","22503",132
"6968","22504",8
"6969","22508",1132
"6970","22509",0
"6971","22511",35
"6972","22514",195
"6973","22520",89
"6974","22529",0
"6975","22534",299
"6976","22535",61
"6977","22538",0
"6978","22539",29
"6979","22542",12
"6980","22546",1473
"6981","22548",0
"6982","22551",1300
"6983","22553",975
"6984","22554",3926
"6985","22556",2580
"6986","22560",411
"6987","22567",239
"6988","22572",417
"6989","22576",76
"6990","22578",113
"6991","22580",342
"6992","22601",2076
"6993","22602",2590
"6994","22603",1013
"6995","22610",34
"6996","22611",408
"6997","22620",140
"6998","22623",142
"6999","22624",310
"7000","22625",97
"7001","22627",85
"7002","22630",2697
"7003","22637",50
"7004","22639",0
"7005","22640",43
"7006","22641",0
"7007","22642",365
"7008","22643",0
"7009","22644",175
"7010","22645",164
"7011","22646",0
"7012","22650",14
"7013","22652",31
"7014","22654",76
"7015","22655",1729
"7016","22656",298
"7017","22657",999
"7018","22660",80
"7019","22663",29
"7020","22664",810
"7021","22701",2675
"7022","22709",111
"7023","22711",0
"7024","22712",663
"7025","22713",118
"7026","22714",57
"7027","22715",173
"7028","22716",0
"7029","22718",64
"7030","22719",0
"7031","22720",63
"7032","22722",46
"7033","22723",0
"7034","22724",311
"7035","22725",0
"7036","22726",88
"7037","22727",447
"7038","22728",138
"7039","22729",0
"7040","22730",0
"7041","22731",79
"7042","22732",0
"7043","22733",29
"7044","22734",388
"7045","22735",254
"7046","22736",89
"7047","22737",165
"7048","22738",113
"7049","22740",10
"7050","22741",21
"7051","22742",70
"7052","22743",0
"7053","22746",0
"7054","22747",75
"7055","22749",0
"7056","22801",2197
"7057","22802",2254
"7058","22807",0
"7059","22810",26
"7060","22811",0
"7061","22812",625
"7062","22815",776
"7063","22820",35
"7064","22821",403
"7065","22824",454
"7066","22827",454
"7067","22830",105
"7068","22831",89
"7069","22832",23
"7070","22834",89
"7071","22835",613
"7072","22840",331
"7073","22841",228
"7074","22842",347
"7075","22843",163
"7076","22844",133
"7077","22845",0
"7078","22846",247
"7079","22847",0
"7080","22849",353
"7081","22850",118
"7082","22851",484
"7083","22853",423
"7084","22901",2373
"7085","22902",1617
"7086","22903",2150
"7087","22904",0
"7088","22908",0
"7089","22911",1568
"7090","22920",338
"7091","22922",161
"7092","22923",443
"7093","22931",0
"7094","22932",539
"7095","22935",41
"7096","22936",575
"7097","22937",149
"7098","22938",0
"7099","22939",281
"7100","22940",116
"7101","22942",763
"7102","22943",23
"7103","22946",0
"7104","22947",217
"7105","22948",0
"7106","22949",43
"7107","22952",41
"7108","22957",0
"7109","22958",10
"7110","22959",127
"7111","22960",724
"7112","22963",1202
"7113","22964",0
"7114","22967",68
"7115","22968",723
"7116","22969",52
"7117","22971",284
"7118","22972",0
"7119","22973",295
"7120","22974",155
"7121","22976",0
"7122","22980",2331
"7123","22989",0
"7124","23002",611
"7125","23004",67
"7126","23005",1212
"7127","23009",700
"7128","23011",17
"7129","23015",302
"7130","23021",14
"7131","23022",14
"7132","23023",0
"7133","23024",454
"7134","23025",12
"7135","23027",68
"7136","23030",146
"7137","23032",5
"7138","23035",73
"7139","23038",40
"7140","23039",75
"7141","23040",52
"7142","23043",63
"7143","23045",0
"7144","23047",125
"7145","23050",24
"7146","23055",0
"7147","23056",0
"7148","23059",3186
"7149","23060",2303
"7150","23061",1198
"7151","23062",182
"7152","23063",423
"7153","23065",60
"7154","23066",0
"7155","23068",0
"7156","23069",109
"7157","23070",28
"7158","23071",69
"7159","23072",754
"7160","23075",784
"7161","23076",0
"7162","23079",34
"7163","23081",0
"7164","23083",94
"7165","23084",27
"7166","23085",0
"7167","23086",170
"7168","23089",243
"7169","23091",84
"7170","23092",14
"7171","23093",955
"7172","23102",187
"7173","23103",162
"7174","23106",104
"7175","23108",0
"7176","23109",332
"7177","23110",56
"7178","23111",2614
"7179","23112",4485
"7180","23113",1591
"7181","23114",1705
"7182","23116",1559
"7183","23117",626
"7184","23119",0
"7185","23120",1310
"7186","23123",158
"7187","23124",192
"7188","23126",24
"7189","23128",0
"7190","23129",30
"7191","23130",0
"7192","23138",6
"7193","23139",1291
"7194","23140",555
"7195","23141",255
"7196","23146",221
"7197","23147",0
"7198","23148",104
"7199","23149",70
"7200","23150",704
"7201","23153",87
"7202","23156",69
"7203","23160",0
"7204","23161",0
"7205","23163",0
"7206","23168",736
"7207","23169",56
"7208","23173",0
"7209","23175",77
"7210","23176",32
"7211","23177",23
"7212","23180",59
"7213","23181",376
"7214","23185",2737
"7215","23188",2358
"7216","23192",412
"7217","23219",73
"7218","23220",1125
"7219","23221",734
"7220","23222",2888
"7221","23223",4839
"7222","23224",2955
"7223","23225",2998
"7224","23226",943
"7225","23227",1638
"7226","23228",2354
"7227","23229",3071
"7228","23230",217
"7229","23231",2037
"7230","23233",2490
"7231","23234",3608
"7232","23235",1793
"7233","23236",1458
"7234","23237",2993
"7235","23238",1254
"7236","23250",0
"7237","23284",0
"7238","23294",1949
"7239","23298",0
"7240","23301",198
"7241","23302",0
"7242","23303",24
"7243","23304",0
"7244","23306",58
"7245","23307",16
"7246","23308",173
"7247","23310",246
"7248","23314",410
"7249","23315",0
"7250","23316",3
"7251","23320",5552
"7252","23321",2691
"7253","23322",3905
"7254","23323",3049
"7255","23324",2141
"7256","23325",1246
"7257","23336",167
"7258","23337",97
"7259","23347",40
"7260","23350",313
"7261","23354",10
"7262","23356",87
"7263","23357",129
"7264","23358",0
"7265","23359",7
"7266","23389",0
"7267","23395",0
"7268","23398",0
"7269","23401",10
"7270","23405",27
"7271","23407",112
"7272","23408",0
"7273","23409",0
"7274","23410",150
"7275","23413",56
"7276","23414",0
"7277","23415",41
"7278","23416",0
"7279","23417",206
"7280","23418",69
"7281","23420",285
"7282","23421",268
"7283","23422",0
"7284","23423",15
"7285","23426",0
"7286","23427",4
"7287","23430",1142
"7288","23432",155
"7289","23433",19
"7290","23434",4098
"7291","23435",2447
"7292","23436",25
"7293","23437",291
"7294","23438",130
"7295","23440",4
"7296","23441",0
"7297","23442",0
"7298","23451",2884
"7299","23452",4546
"7300","23453",2574
"7301","23454",3899
"7302","23455",3148
"7303","23456",4868
"7304","23457",277
"7305","23459",0
"7306","23460",0
"7307","23461",0
"7308","23462",5194
"7309","23464",5774
"7310","23480",0
"7311","23486",0
"7312","23487",612
"7313","23488",27
"7314","23502",1373
"7315","23503",2515
"7316","23504",2347
"7317","23505",2785
"7318","23507",354
"7319","23508",1529
"7320","23509",671
"7321","23510",628
"7322","23511",291
"7323","23513",2667
"7324","23517",124
"7325","23518",1939
"7326","23523",950
"7327","23551",0
"7328","23601",1803
"7329","23602",3292
"7330","23603",266
"7331","23604",676
"7332","23605",1000
"7333","23606",2299
"7334","23607",1937
"7335","23608",4570
"7336","23651",31
"7337","23661",1075
"7338","23662",697
"7339","23663",1126
"7340","23664",584
"7341","23665",1082
"7342","23666",3051
"7343","23667",0
"7344","23668",0
"7345","23669",3124
"7346","23681",0
"7347","23690",292
"7348","23691",14
"7349","23692",931
"7350","23693",1176
"7351","23696",291
"7352","23701",1988
"7353","23702",1380
"7354","23703",1708
"7355","23704",1583
"7356","23707",1655
"7357","23708",0
"7358","23709",0
"7359","23801",841
"7360","23803",2756
"7361","23805",1782
"7362","23821",162
"7363","23824",422
"7364","23827",99
"7365","23828",19
"7366","23829",0
"7367","23830",103
"7368","23831",2732
"7369","23832",2811
"7370","23833",258
"7371","23834",1742
"7372","23836",962
"7373","23837",414
"7374","23838",690
"7375","23839",15
"7376","23840",72
"7377","23841",285
"7378","23842",343
"7379","23843",28
"7380","23844",55
"7381","23845",0
"7382","23846",13
"7383","23847",920
"7384","23850",18
"7385","23851",898
"7386","23856",21
"7387","23857",11
"7388","23860",2352
"7389","23866",215
"7390","23867",59
"7391","23868",403
"7392","23870",0
"7393","23872",142
"7394","23874",15
"7395","23875",616
"7396","23876",0
"7397","23878",4
"7398","23879",86
"7399","23881",115
"7400","23882",39
"7401","23883",153
"7402","23884",0
"7403","23885",177
"7404","23887",0
"7405","23888",129
"7406","23889",0
"7407","23890",350
"7408","23891",0
"7409","23893",38
"7410","23894",0
"7411","23897",0
"7412","23898",106
"7413","23899",4
"7414","23901",938
"7415","23909",0
"7416","23915",178
"7417","23917",159
"7418","23919",128
"7419","23920",63
"7420","23921",139
"7421","23922",232
"7422","23923",85
"7423","23924",430
"7424","23927",316
"7425","23930",423
"7426","23934",69
"7427","23936",290
"7428","23937",130
"7429","23938",0
"7430","23942",118
"7431","23943",0
"7432","23944",279
"7433","23947",256
"7434","23950",176
"7435","23952",0
"7436","23954",230
"7437","23955",0
"7438","23958",154
"7439","23959",58
"7440","23960",130
"7441","23962",55
"7442","23963",0
"7443","23964",23
"7444","23966",116
"7445","23967",61
"7446","23968",12
"7447","23970",370
"7448","23974",282
"7449","23976",0
"7450","24011",0
"7451","24012",2661
"7452","24013",851
"7453","24014",1078
"7454","24015",1377
"7455","24016",771
"7456","24017",1607
"7457","24018",2572
"7458","24019",1520
"7459","24020",62
"7460","24022",0
"7461","24053",68
"7462","24054",135
"7463","24055",761
"7464","24058",0
"7465","24059",9
"7466","24060",1939
"7467","24061",0
"7468","24064",252
"7469","24065",296
"7470","24066",232
"7471","24067",218
"7472","24069",119
"7473","24070",144
"7474","24072",79
"7475","24073",1991
"7476","24076",119
"7477","24077",45
"7478","24078",403
"7479","24079",46
"7480","24082",108
"7481","24083",206
"7482","24084",403
"7483","24085",84
"7484","24086",27
"7485","24087",302
"7486","24088",168
"7487","24089",222
"7488","24090",268
"7489","24091",242
"7490","24092",316
"7491","24093",10
"7492","24095",133
"7493","24101",191
"7494","24102",136
"7495","24104",75
"7496","24105",0
"7497","24112",1859
"7498","24120",114
"7499","24121",618
"7500","24122",54
"7501","24124",530
"7502","24127",284
"7503","24128",151
"7504","24129",0
"7505","24131",0
"7506","24132",0
"7507","24133",262
"7508","24134",307
"7509","24136",150
"7510","24137",160
"7511","24138",129
"7512","24139",0
"7513","24141",964
"7514","24142",0
"7515","24147",13
"7516","24148",543
"7517","24149",512
"7518","24150",23
"7519","24151",1144
"7520","24153",1723
"7521","24161",17
"7522","24162",0
"7523","24165",84
"7524","24167",0
"7525","24168",107
"7526","24171",475
"7527","24174",194
"7528","24175",381
"7529","24176",44
"7530","24179",1110
"7531","24184",220
"7532","24185",0
"7533","24201",943
"7534","24202",446
"7535","24210",992
"7536","24211",595
"7537","24216",182
"7538","24217",0
"7539","24219",654
"7540","24220",38
"7541","24221",47
"7542","24224",381
"7543","24225",70
"7544","24226",71
"7545","24228",240
"7546","24230",535
"7547","24236",128
"7548","24237",0
"7549","24239",26
"7550","24243",117
"7551","24244",422
"7552","24245",38
"7553","24246",0
"7554","24248",0
"7555","24250",31
"7556","24251",314
"7557","24256",268
"7558","24258",66
"7559","24260",273
"7560","24263",418
"7561","24265",16
"7562","24266",466
"7563","24269",14
"7564","24270",29
"7565","24271",113
"7566","24272",25
"7567","24273",184
"7568","24277",323
"7569","24279",170
"7570","24280",220
"7571","24281",82
"7572","24282",62
"7573","24283",120
"7574","24290",88
"7575","24292",0
"7576","24293",476
"7577","24301",1140
"7578","24311",32
"7579","24312",98
"7580","24313",22
"7581","24314",51
"7582","24315",284
"7583","24316",0
"7584","24317",254
"7585","24318",66
"7586","24319",283
"7587","24322",0
"7588","24323",51
"7589","24324",41
"7590","24325",67
"7591","24326",32
"7592","24327",0
"7593","24328",30
"7594","24330",173
"7595","24333",1152
"7596","24340",383
"7597","24343",341
"7598","24347",88
"7599","24348",265
"7600","24350",77
"7601","24351",0
"7602","24352",57
"7603","24354",823
"7604","24360",340
"7605","24361",310
"7606","24363",8
"7607","24366",0
"7608","24368",396
"7609","24370",352
"7610","24374",22
"7611","24375",140
"7612","24377",37
"7613","24378",41
"7614","24380",89
"7615","24381",412
"7616","24382",834
"7617","24401",2263
"7618","24411",0
"7619","24412",0
"7620","24413",7
"7621","24415",0
"7622","24416",706
"7623","24421",237
"7624","24422",406
"7625","24426",702
"7626","24430",145
"7627","24431",336
"7628","24432",7
"7629","24433",10
"7630","24435",17
"7631","24437",35
"7632","24439",19
"7633","24440",201
"7634","24441",456
"7635","24442",16
"7636","24445",152
"7637","24448",13
"7638","24450",899
"7639","24457",0
"7640","24458",9
"7641","24459",0
"7642","24460",92
"7643","24464",4
"7644","24465",41
"7645","24467",238
"7646","24469",0
"7647","24471",52
"7648","24472",0
"7649","24473",32
"7650","24474",49
"7651","24476",0
"7652","24477",523
"7653","24479",116
"7654","24482",416
"7655","24483",48
"7656","24484",4
"7657","24485",45
"7658","24486",225
"7659","24487",0
"7660","24501",2033
"7661","24502",2753
"7662","24503",1458
"7663","24504",694
"7664","24515",0
"7665","24517",369
"7666","24520",87
"7667","24521",393
"7668","24522",772
"7669","24523",1545
"7670","24526",86
"7671","24527",153
"7672","24528",305
"7673","24529",46
"7674","24530",56
"7675","24531",439
"7676","24534",43
"7677","24536",34
"7678","24538",206
"7679","24539",22
"7680","24540",1760
"7681","24541",2158
"7682","24549",179
"7683","24550",358
"7684","24551",1618
"7685","24553",312
"7686","24554",182
"7687","24555",214
"7688","24556",47
"7689","24557",288
"7690","24558",239
"7691","24562",0
"7692","24563",281
"7693","24565",140
"7694","24566",106
"7695","24569",60
"7696","24570",0
"7697","24571",114
"7698","24572",1177
"7699","24574",161
"7700","24577",163
"7701","24578",45
"7702","24579",22
"7703","24580",40
"7704","24581",0
"7705","24586",176
"7706","24588",588
"7707","24589",153
"7708","24590",396
"7709","24592",1185
"7710","24593",130
"7711","24594",110
"7712","24595",0
"7713","24597",72
"7714","24598",50
"7715","24599",0
"7716","24601",0
"7717","24602",131
"7718","24603",0
"7719","24604",0
"7720","24605",576
"7721","24606",0
"7722","24607",0
"7723","24609",407
"7724","24612",38
"7725","24613",71
"7726","24614",341
"7727","24620",89
"7728","24622",21
"7729","24630",202
"7730","24631",142
"7731","24634",0
"7732","24635",4
"7733","24637",204
"7734","24639",267
"7735","24641",274
"7736","24646",7
"7737","24649",63
"7738","24651",328
"7739","24656",116
"7740","24657",0
"7741","24701",1177
"7742","24712",72
"7743","24714",0
"7744","24715",33
"7745","24716",0
"7746","24719",0
"7747","24724",0
"7748","24726",16
"7749","24729",0
"7750","24731",0
"7751","24733",0
"7752","24736",33
"7753","24737",59
"7754","24738",0
"7755","24739",728
"7756","24740",1104
"7757","24747",372
"7758","24801",217
"7759","24808",20
"7760","24811",39
"7761","24813",0
"7762","24815",27
"7763","24816",0
"7764","24817",61
"7765","24818",75
"7766","24822",82
"7767","24823",12
"7768","24826",0
"7769","24827",80
"7770","24828",71
"7771","24830",0
"7772","24831",11
"7773","24834",109
"7774","24836",0
"7775","24839",48
"7776","24843",0
"7777","24844",62
"7778","24845",34
"7779","24846",0
"7780","24847",0
"7781","24848",0
"7782","24849",0
"7783","24850",0
"7784","24851",89
"7785","24853",0
"7786","24854",72
"7787","24855",11
"7788","24857",85
"7789","24860",6
"7790","24861",0
"7791","24862",0
"7792","24866",68
"7793","24867",0
"7794","24868",41
"7795","24869",0
"7796","24870",112
"7797","24871",79
"7798","24872",22
"7799","24873",96
"7800","24874",193
"7801","24878",65
"7802","24879",86
"7803","24880",47
"7804","24881",0
"7805","24882",28
"7806","24884",0
"7807","24887",0
"7808","24888",0
"7809","24892",204
"7810","24894",55
"7811","24895",0
"7812","24898",0
"7813","24901",573
"7814","24910",328
"7815","24915",32
"7816","24916",28
"7817","24918",309
"7818","24920",15
"7819","24924",17
"7820","24925",63
"7821","24927",76
"7822","24931",87
"7823","24934",0
"7824","24935",22
"7825","24938",75
"7826","24941",56
"7827","24943",0
"7828","24944",37
"7829","24945",0
"7830","24946",17
"7831","24951",101
"7832","24954",214
"7833","24957",0
"7834","24962",0
"7835","24963",162
"7836","24966",38
"7837","24970",215
"7838","24974",0
"7839","24976",23
"7840","24977",0
"7841","24981",0
"7842","24983",112
"7843","24984",0
"7844","24985",22
"7845","24986",260
"7846","24991",0
"7847","24993",0
"7848","25002",0
"7849","25003",31
"7850","25005",0
"7851","25007",33
"7852","25008",12
"7853","25009",19
"7854","25011",13
"7855","25015",120
"7856","25019",0
"7857","25021",0
"7858","25022",0
"7859","25024",28
"7860","25025",0
"7861","25028",0
"7862","25030",37
"7863","25031",21
"7864","25033",78
"7865","25035",108
"7866","25036",0
"7867","25039",21
"7868","25040",97
"7869","25043",106
"7870","25044",0
"7871","25045",403
"7872","25047",11
"7873","25048",19
"7874","25049",30
"7875","25051",0
"7876","25053",229
"7877","25054",0
"7878","25057",0
"7879","25059",0
"7880","25060",0
"7881","25061",0
"7882","25062",0
"7883","25063",42
"7884","25064",508
"7885","25067",66
"7886","25070",135
"7887","25071",708
"7888","25075",32
"7889","25076",0
"7890","25081",30
"7891","25082",119
"7892","25083",24
"7893","25085",60
"7894","25086",30
"7895","25088",0
"7896","25090",31
"7897","25093",14
"7898","25102",85
"7899","25103",0
"7900","25106",8
"7901","25107",0
"7902","25108",26
"7903","25109",0
"7904","25110",0
"7905","25111",11
"7906","25112",0
"7907","25113",0
"7908","25114",18
"7909","25115",0
"7910","25118",5
"7911","25119",0
"7912","25121",94
"7913","25123",139
"7914","25124",21
"7915","25125",98
"7916","25126",0
"7917","25130",327
"7918","25132",0
"7919","25133",49
"7920","25134",0
"7921","25136",150
"7922","25139",0
"7923","25140",76
"7924","25141",0
"7925","25142",3
"7926","25143",630
"7927","25148",0
"7928","25149",0
"7929","25152",10
"7930","25154",60
"7931","25156",0
"7932","25159",120
"7933","25160",0
"7934","25161",49
"7935","25162",18
"7936","25164",94
"7937","25165",93
"7938","25168",351
"7939","25169",32
"7940","25173",0
"7941","25174",0
"7942","25177",1857
"7943","25180",44
"7944","25181",35
"7945","25183",0
"7946","25185",0
"7947","25186",53
"7948","25187",70
"7949","25193",63
"7950","25201",0
"7951","25202",60
"7952","25203",0
"7953","25204",4
"7954","25205",0
"7955","25206",7
"7956","25208",106
"7957","25209",25
"7958","25211",0
"7959","25213",554
"7960","25214",0
"7961","25231",0
"7962","25234",88
"7963","25235",24
"7964","25239",45
"7965","25241",114
"7966","25243",0
"7967","25244",0
"7968","25245",0
"7969","25247",0
"7970","25248",248
"7971","25251",60
"7972","25252",41
"7973","25253",121
"7974","25259",22
"7975","25260",53
"7976","25261",0
"7977","25262",32
"7978","25264",0
"7979","25265",82
"7980","25266",0
"7981","25267",0
"7982","25268",79
"7983","25270",66
"7984","25271",506
"7985","25275",115
"7986","25276",564
"7987","25285",112
"7988","25286",18
"7989","25287",21
"7990","25301",115
"7991","25302",478
"7992","25303",449
"7993","25304",953
"7994","25305",0
"7995","25306",257
"7996","25309",606
"7997","25311",772
"7998","25312",882
"7999","25313",693
"8000","25314",654
"8001","25315",206
"8002","25320",452
"8003","25387",416
"8004","25401",1034
"8005","25403",744
"8006","25404",1752
"8007","25405",1180
"8008","25411",599
"8009","25413",747
"8010","25414",1127
"8011","25419",797
"8012","25420",175
"8013","25421",45
"8014","25422",11
"8015","25425",723
"8016","25427",1144
"8017","25428",818
"8018","25430",461
"8019","25431",48
"8020","25432",35
"8021","25434",147
"8022","25437",0
"8023","25438",696
"8024","25442",392
"8025","25443",416
"8026","25444",0
"8027","25446",0
"8028","25501",91
"8029","25502",33
"8030","25503",20
"8031","25504",773
"8032","25505",32
"8033","25506",231
"8034","25507",27
"8035","25508",490
"8036","25510",469
"8037","25511",10
"8038","25512",60
"8039","25514",207
"8040","25515",103
"8041","25517",55
"8042","25520",96
"8043","25521",28
"8044","25523",219
"8045","25524",186
"8046","25526",1792
"8047","25529",23
"8048","25530",329
"8049","25534",28
"8050","25535",255
"8051","25537",73
"8052","25540",15
"8053","25541",635
"8054","25544",0
"8055","25545",510
"8056","25547",0
"8057","25550",786
"8058","25555",355
"8059","25557",161
"8060","25559",143
"8061","25560",134
"8062","25564",259
"8063","25565",40
"8064","25567",137
"8065","25570",199
"8066","25571",45
"8067","25573",75
"8068","25601",166
"8069","25606",141
"8070","25607",16
"8071","25608",0
"8072","25611",28
"8073","25612",0
"8074","25617",14
"8075","25621",81
"8076","25624",0
"8077","25625",8
"8078","25628",22
"8079","25630",0
"8080","25632",58
"8081","25634",0
"8082","25635",145
"8083","25637",83
"8084","25638",80
"8085","25639",43
"8086","25644",48
"8087","25646",169
"8088","25647",23
"8089","25649",107
"8090","25650",0
"8091","25651",15
"8092","25652",78
"8093","25653",0
"8094","25654",0
"8095","25661",374
"8096","25666",0
"8097","25667",112
"8098","25669",92
"8099","25670",144
"8100","25671",212
"8101","25672",43
"8102","25674",67
"8103","25676",51
"8104","25678",116
"8105","25685",98
"8106","25688",9
"8107","25690",162
"8108","25692",61
"8109","25696",111
"8110","25699",0
"8111","25701",1344
"8112","25702",420
"8113","25703",185
"8114","25704",836
"8115","25705",1628
"8116","25755",0
"8117","25801",2506
"8118","25810",0
"8119","25811",0
"8120","25812",86
"8121","25813",337
"8122","25817",19
"8123","25818",0
"8124","25820",27
"8125","25823",52
"8126","25825",189
"8127","25826",39
"8128","25827",149
"8129","25831",26
"8130","25832",204
"8131","25836",0
"8132","25837",0
"8133","25839",54
"8134","25840",569
"8135","25841",152
"8136","25843",85
"8137","25844",39
"8138","25845",86
"8139","25846",0
"8140","25848",8
"8141","25849",0
"8142","25851",0
"8143","25853",0
"8144","25854",84
"8145","25855",0
"8146","25857",0
"8147","25862",0
"8148","25864",0
"8149","25865",51
"8150","25866",61
"8151","25868",51
"8152","25870",0
"8153","25871",85
"8154","25873",69
"8155","25875",20
"8156","25876",0
"8157","25878",0
"8158","25879",13
"8159","25880",512
"8160","25882",109
"8161","25901",824
"8162","25902",0
"8163","25904",34
"8164","25907",21
"8165","25908",0
"8166","25909",16
"8167","25911",0
"8168","25913",0
"8169","25915",0
"8170","25916",0
"8171","25917",69
"8172","25918",284
"8173","25920",20
"8174","25921",190
"8175","25922",0
"8176","25928",0
"8177","25932",115
"8178","25936",0
"8179","25938",60
"8180","25942",29
"8181","25943",0
"8182","25951",272
"8183","25958",194
"8184","25962",85
"8185","25966",0
"8186","25969",77
"8187","25971",0
"8188","25972",87
"8189","25976",92
"8190","25977",0
"8191","25978",82
"8192","25979",36
"8193","25981",48
"8194","25984",217
"8195","25985",20
"8196","25986",0
"8197","25989",0
"8198","26003",2640
"8199","26030",47
"8200","26031",131
"8201","26032",19
"8202","26033",33
"8203","26034",182
"8204","26035",14
"8205","26036",61
"8206","26037",444
"8207","26038",145
"8208","26039",31
"8209","26040",147
"8210","26041",821
"8211","26047",316
"8212","26050",59
"8213","26055",57
"8214","26056",18
"8215","26058",0
"8216","26059",137
"8217","26060",102
"8218","26062",1369
"8219","26070",322
"8220","26074",27
"8221","26075",91
"8222","26101",2059
"8223","26104",1096
"8224","26105",848
"8225","26133",72
"8226","26134",27
"8227","26136",6
"8228","26137",1
"8229","26138",0
"8230","26141",7
"8231","26142",119
"8232","26143",179
"8233","26146",20
"8234","26147",95
"8235","26148",0
"8236","26149",109
"8237","26150",515
"8238","26151",37
"8239","26152",0
"8240","26155",545
"8241","26159",218
"8242","26160",44
"8243","26161",111
"8244","26162",0
"8245","26164",678
"8246","26167",10
"8247","26169",42
"8248","26170",390
"8249","26175",259
"8250","26178",0
"8251","26180",28
"8252","26181",231
"8253","26184",300
"8254","26187",368
"8255","26201",1072
"8256","26202",0
"8257","26203",100
"8258","26205",105
"8259","26206",130
"8260","26208",23
"8261","26209",0
"8262","26210",0
"8263","26215",0
"8264","26217",0
"8265","26218",224
"8266","26222",0
"8267","26224",0
"8268","26228",0
"8269","26230",0
"8270","26234",86
"8271","26236",0
"8272","26237",0
"8273","26238",54
"8274","26241",750
"8275","26250",315
"8276","26253",338
"8277","26254",27
"8278","26257",59
"8279","26259",0
"8280","26260",48
"8281","26261",155
"8282","26263",0
"8283","26264",42
"8284","26266",0
"8285","26267",120
"8286","26268",0
"8287","26269",28
"8288","26270",8
"8289","26271",38
"8290","26273",137
"8291","26275",18
"8292","26276",0
"8293","26278",14
"8294","26280",107
"8295","26282",0
"8296","26283",200
"8297","26285",0
"8298","26287",155
"8299","26288",185
"8300","26289",10
"8301","26291",0
"8302","26292",38
"8303","26293",37
"8304","26294",0
"8305","26296",0
"8306","26298",0
"8307","26301",1738
"8308","26320",18
"8309","26321",13
"8310","26323",4
"8311","26325",7
"8312","26327",18
"8313","26330",1157
"8314","26335",4
"8315","26337",52
"8316","26338",61
"8317","26339",0
"8318","26342",12
"8319","26343",0
"8320","26346",8
"8321","26347",163
"8322","26348",68
"8323","26349",9
"8324","26351",168
"8325","26354",556
"8326","26361",0
"8327","26362",93
"8328","26366",0
"8329","26369",107
"8330","26372",45
"8331","26374",152
"8332","26376",0
"8333","26377",31
"8334","26378",200
"8335","26384",22
"8336","26385",190
"8337","26386",211
"8338","26404",0
"8339","26405",66
"8340","26408",99
"8341","26410",55
"8342","26411",35
"8343","26412",30
