"","GEOID","pop_5_and_under"
"18970","55372",2394
"18971","55373",263
"18972","55374",2201
"18973","55375",393
"18974","55376",1663
"18975","55378",2789
"18976","55379",3892
"18977","55381",72
"18978","55382",195
"18979","55384",19
"18980","55385",82
"18981","55386",689
"18982","55387",1099
"18983","55388",753
"18984","55389",161
"18985","55390",229
"18986","55391",968
"18987","55395",90
"18988","55396",155
"18989","55397",259
"18990","55398",1357
"18991","55401",324
"18992","55402",0
"18993","55403",554
"18994","55404",2116
"18995","55405",910
"18996","55406",2462
"18997","55407",3355
"18998","55408",1679
"18999","55409",713
"19000","55410",1805
"19001","55411",3527
"19002","55412",2411
"19003","55413",699
"19004","55414",734
"19005","55415",175
"19006","55416",1837
"19007","55417",2388
"19008","55418",2649
"19009","55419",2535
"19010","55420",1362
"19011","55421",2680
"19012","55422",2323
"19013","55423",2423
"19014","55424",973
"19015","55425",1045
"19016","55426",2011
"19017","55427",1296
"19018","55428",2754
"19019","55429",3239
"19020","55430",2467
"19021","55431",1267
"19022","55432",2760
"19023","55433",2123
"19024","55434",2296
"19025","55435",709
"19026","55436",530
"19027","55437",881
"19028","55438",1302
"19029","55439",793
"19030","55441",1141
"19031","55442",1146
"19032","55443",2875
"19033","55444",1589
"19034","55445",1497
"19035","55446",2701
"19036","55447",1279
"19037","55448",1692
"19038","55449",2583
"19039","55450",0
"19040","55454",1052
"19041","55455",0
"19042","55601",3
"19043","55602",0
"19044","55603",15
"19045","55604",201
"19046","55605",44
"19047","55606",0
"19048","55607",0
"19049","55609",0
"19050","55612",30
"19051","55613",11
"19052","55614",115
"19053","55615",45
"19054","55616",481
"19055","55702",9
"19056","55703",32
"19057","55704",74
"19058","55705",170
"19059","55706",80
"19060","55707",215
"19061","55708",32
"19062","55709",192
"19063","55710",14
"19064","55711",19
"19065","55712",9
"19066","55713",50
"19067","55716",28
"19068","55717",10
"19069","55718",211
"19070","55719",313
"19071","55720",1217
"19072","55721",457
"19073","55722",19
"19074","55723",108
"19075","55724",30
"19076","55725",5
"19077","55726",131
"19078","55731",99
"19079","55732",72
"19080","55733",303
"19081","55734",479
"19082","55735",117
"19083","55736",80
"19084","55738",23
"19085","55741",128
"19086","55742",12
"19087","55744",1216
"19088","55746",964
"19089","55748",109
"19090","55749",22
"19091","55750",74
"19092","55751",83
"19093","55752",19
"19094","55753",73
"19095","55756",20
"19096","55757",25
"19097","55758",18
"19098","55760",177
"19099","55763",13
"19100","55764",19
"19101","55765",59
"19102","55767",140
"19103","55768",102
"19104","55769",144
"19105","55771",69
"19106","55772",2
"19107","55775",53
"19108","55779",254
"19109","55780",23
"19110","55781",28
"19111","55782",15
"19112","55783",128
"19113","55784",2
"19114","55785",0
"19115","55786",8
"19116","55787",29
"19117","55790",117
"19118","55792",579
"19119","55793",58
"19120","55795",112
"19121","55796",1
"19122","55797",64
"19123","55798",22
"19124","55802",45
"19125","55803",1057
"19126","55804",1103
"19127","55805",558
"19128","55806",912
"19129","55807",739
"19130","55808",410
"19131","55810",411
"19132","55811",1969
"19133","55812",505
"19134","55814",0
"19135","55901",5540
"19136","55902",1523
"19137","55903",0
"19138","55904",2352
"19139","55905",0
"19140","55906",1302
"19141","55909",67
"19142","55910",75
"19143","55912",2737
"19144","55917",428
"19145","55918",45
"19146","55919",57
"19147","55920",451
"19148","55921",371
"19149","55922",121
"19150","55923",314
"19151","55924",90
"19152","55925",108
"19153","55926",37
"19154","55927",254
"19155","55929",106
"19156","55931",40
"19157","55932",127
"19158","55933",9
"19159","55934",229
"19160","55935",39
"19161","55936",131
"19162","55939",121
"19163","55940",146
"19164","55941",101
"19165","55943",256
"19166","55944",811
"19167","55945",110
"19168","55946",182
"19169","55947",486
"19170","55949",147
"19171","55950",0
"19172","55951",82
"19173","55952",161
"19174","55953",43
"19175","55954",95
"19176","55955",108
"19177","55956",147
"19178","55957",56
"19179","55959",119
"19180","55960",161
"19181","55961",59
"19182","55962",46
"19183","55963",459
"19184","55964",473
"19185","55965",188
"19186","55967",98
"19187","55968",2
"19188","55969",102
"19189","55970",47
"19190","55971",255
"19191","55972",496
"19192","55973",14
"19193","55974",169
"19194","55975",363
"19195","55976",856
"19196","55977",20
"19197","55979",95
"19198","55981",82
"19199","55982",34
"19200","55983",114
"19201","55985",89
"19202","55987",1615
"19203","55990",60
"19204","55991",85
"19205","55992",410
"19206","56001",3113
"19207","56003",1229
"19208","56007",1333
"19209","56009",83
"19210","56010",82
"19211","56011",720
"19212","56013",292
"19213","56014",51
"19214","56016",64
"19215","56017",119
"19216","56019",45
"19217","56020",11
"19218","56021",77
"19219","56022",0
"19220","56023",17
"19221","56024",355
"19222","56025",65
"19223","56026",122
"19224","56027",31
"19225","56028",88
"19226","56029",25
"19227","56030",2
"19228","56031",854
"19229","56032",22
"19230","56033",38
"19231","56034",21
"19232","56035",48
"19233","56036",113
"19234","56037",93
"19235","56039",78
"19236","56041",110
"19237","56042",48
"19238","56043",25
"19239","56044",173
"19240","56045",59
"19241","56046",27
"19242","56048",301
"19243","56050",90
"19244","56051",35
"19245","56052",13
"19246","56054",78
"19247","56055",263
"19248","56056",2
"19249","56057",245
"19250","56058",552
"19251","56060",62
"19252","56062",482
"19253","56063",187
"19254","56065",207
"19255","56068",54
"19256","56069",288
"19257","56071",1093
"19258","56072",117
"19259","56073",1145
"19260","56074",132
"19261","56075",13
"19262","56078",33
"19263","56080",28
"19264","56081",406
"19265","56082",749
"19266","56083",32
"19267","56085",356
"19268","56087",235
"19269","56088",208
"19270","56089",9
"19271","56090",33
"19272","56091",18
"19273","56093",932
"19274","56096",187
"19275","56097",270
"19276","56098",94
"19277","56101",448
"19278","56110",194
"19279","56111",18
"19280","56113",14
"19281","56114",34
"19282","56115",162
"19283","56116",41
"19284","56117",18
"19285","56118",60
"19286","56119",73
"19287","56120",66
"19288","56121",11
"19289","56122",40
"19290","56123",37
"19291","56125",0
"19292","56127",18
"19293","56128",187
"19294","56129",122
"19295","56131",158
"19296","56132",20
"19297","56134",33
"19298","56136",66
"19299","56137",78
"19300","56138",52
"19301","56139",69
"19302","56140",3
"19303","56141",24
"19304","56142",86
"19305","56143",335
"19306","56144",61
"19307","56145",24
"19308","56146",1
"19309","56147",33
"19310","56149",88
"19311","56150",200
"19312","56151",34
"19313","56152",106
"19314","56153",6
"19315","56155",42
"19316","56156",527
"19317","56157",36
"19318","56158",8
"19319","56159",259
"19320","56160",37
"19321","56161",6
"19322","56162",30
"19323","56164",398
"19324","56165",21
"19325","56166",28
"19326","56167",53
"19327","56168",56
"19328","56169",36
"19329","56170",38
"19330","56171",101
"19331","56172",154
"19332","56173",21
"19333","56174",32
"19334","56175",233
"19335","56176",109
"19336","56178",134
"19337","56180",90
"19338","56181",59
"19339","56183",99
"19340","56185",25
"19341","56186",48
"19342","56187",1615
"19343","56201",2250
"19344","56207",10
"19345","56208",114
"19346","56209",253
"19347","56210",3
"19348","56211",45
"19349","56212",37
"19350","56214",44
"19351","56215",298
"19352","56216",20
"19353","56218",8
"19354","56219",100
"19355","56220",154
"19356","56221",39
"19357","56222",241
"19358","56223",109
"19359","56224",31
"19360","56225",39
"19361","56226",2
"19362","56227",39
"19363","56228",49
"19364","56229",179
"19365","56230",103
"19366","56231",54
"19367","56232",164
"19368","56235",36
"19369","56236",40
"19370","56237",30
"19371","56239",36
"19372","56240",93
"19373","56241",295
"19374","56243",109
"19375","56244",136
"19376","56245",92
"19377","56248",33
"19378","56249",20
"19379","56251",71
"19380","56252",106
"19381","56253",54
"19382","56255",48
"19383","56256",106
"19384","56257",38
"19385","56258",1444
"19386","56260",81
"19387","56262",50
"19388","56263",46
"19389","56264",130
"19390","56265",509
"19391","56266",97
"19392","56267",474
"19393","56270",108
"19394","56271",96
"19395","56273",341
"19396","56274",20
"19397","56276",21
"19398","56277",165
"19399","56278",146
"19400","56279",106
"19401","56280",35
"19402","56281",49
"19403","56282",120
"19404","56283",535
"19405","56284",222
"19406","56285",94
"19407","56287",2
"19408","56288",187
"19409","56289",46
"19410","56291",29
"19411","56292",38
"19412","56293",103
"19413","56294",0
"19414","56295",16
"19415","56296",85
"19416","56297",47
"19417","56301",2889
"19418","56303",1633
"19419","56304",1181
"19420","56307",456
"19421","56308",1903
"19422","56309",157
"19423","56310",399
"19424","56311",38
"19425","56312",228
"19426","56313",11
"19427","56314",69
"19428","56315",165
"19429","56316",80
"19430","56318",34
"19431","56319",97
"19432","56320",669
"19433","56321",0
"19434","56323",25
"19435","56324",54
"19436","56325",13
"19437","56326",108
"19438","56327",78
"19439","56328",5
"19440","56329",832
"19441","56330",120
"19442","56331",271
"19443","56332",162
"19444","56334",331
"19445","56335",37
"19446","56336",84
"19447","56338",75
"19448","56339",91
"19449","56340",161
"19450","56342",122
"19451","56343",66
"19452","56345",1099
"19453","56347",775
"19454","56349",56
"19455","56350",10
"19456","56352",524
"19457","56353",753
"19458","56354",69
"19459","56355",78
"19460","56356",41
"19461","56357",177
"19462","56358",195
"19463","56359",295
"19464","56360",156
"19465","56361",155
"19466","56362",366
"19467","56363",17
"19468","56364",532
"19469","56367",540
"19470","56368",233
"19471","56369",76
"19472","56371",13
"19473","56373",226
"19474","56374",582
"19475","56375",61
"19476","56376",27
"19477","56377",1727
"19478","56378",666
"19479","56379",1379
"19480","56381",182
"19481","56382",74
"19482","56384",36
"19483","56385",87
"19484","56386",28
"19485","56387",569
"19486","56389",6
"19487","56401",2369
"19488","56425",520
"19489","56431",296
"19490","56433",74
"19491","56434",15
"19492","56435",183
"19493","56437",153
"19494","56438",207
"19495","56440",123
"19496","56441",240
"19497","56442",62
"19498","56443",92
"19499","56444",183
"19500","56446",104
"19501","56447",20
"19502","56448",0
"19503","56449",148
"19504","56450",38
"19505","56452",32
"19506","56453",62
"19507","56455",156
"19508","56458",10
"19509","56461",197
"19510","56464",440
"19511","56465",117
"19512","56466",105
"19513","56467",182
"19514","56468",184
"19515","56469",22
"19516","56470",661
"19517","56472",633
"19518","56473",183
"19519","56474",302
"19520","56475",132
"19521","56477",240
"19522","56479",275
"19523","56481",236
"19524","56482",612
"19525","56484",197
"19526","56501",1204
"19527","56510",168
"19528","56511",80
"19529","56514",397
"19530","56515",121
"19531","56516",24
"19532","56517",13
"19533","56518",39
"19534","56519",26
"19535","56520",323
"19536","56521",34
"19537","56522",45
"19538","56523",31
"19539","56524",22
"19540","56525",3
"19541","56527",95
"19542","56528",106
"19543","56529",136
"19544","56531",121
"19545","56533",22
"19546","56534",72
"19547","56535",123
"19548","56536",25
"19549","56537",1388
"19550","56540",124
"19551","56541",0
"19552","56542",150
"19553","56543",22
"19554","56544",409
"19555","56545",53
"19556","56546",23
"19557","56547",352
"19558","56548",75
"19559","56549",516
"19560","56550",28
"19561","56551",104
"19562","56552",112
"19563","56553",6
"19564","56554",221
"19565","56556",166
"19566","56557",281
"19567","56560",3673
"19568","56562",0
"19569","56563",0
"19570","56565",18
"19571","56566",79
"19572","56567",285
"19573","56568",6
"19574","56569",126
"19575","56570",104
"19576","56571",106
"19577","56572",518
"19578","56573",652
"19579","56574",5
"19580","56575",41
"19581","56576",32
"19582","56578",19
"19583","56579",92
"19584","56580",125
"19585","56581",11
"19586","56583",7
"19587","56584",58
"19588","56585",78
"19589","56586",87
"19590","56587",64
"19591","56588",3
"19592","56589",146
"19593","56590",12
"19594","56591",86
"19595","56592",23
"19596","56594",31
"19597","56601",2547
"19598","56621",343
"19599","56623",183
"19600","56626",8
"19601","56627",6
"19602","56628",58
"19603","56629",0
"19604","56630",135
"19605","56633",601
"19606","56634",204
"19607","56636",382
"19608","56637",0
"19609","56639",36
"19610","56641",36
"19611","56644",38
"19612","56646",28
"19613","56647",65
"19614","56649",471
"19615","56650",87
"19616","56651",71
"19617","56652",54
"19618","56653",45
"19619","56654",3
"19620","56655",53
"19621","56657",4
"19622","56658",0
"19623","56659",2
"19624","56660",13
"19625","56661",67
"19626","56662",14
"19627","56663",8
"19628","56666",123
"19629","56667",60
"19630","56668",6
"19631","56669",5
"19632","56670",134
"19633","56671",506
"19634","56672",112
"19635","56673",72
"19636","56676",93
"19637","56678",161
"19638","56680",10
"19639","56681",6
"19640","56683",20
"19641","56684",33
"19642","56685",0
"19643","56686",30
"19644","56688",9
"19645","56701",930
"19646","56710",40
"19647","56711",0
"19648","56713",54
"19649","56714",75
"19650","56715",8
"19651","56716",597
"19652","56720",0
"19653","56721",1172
"19654","56722",25
"19655","56723",44
"19656","56724",12
"19657","56725",100
"19658","56726",131
"19659","56727",58
"19660","56728",89
"19661","56729",5
"19662","56731",8
"19663","56732",72
"19664","56733",24
"19665","56734",14
"19666","56735",72
"19667","56736",89
"19668","56737",45
"19669","56738",117
"19670","56742",85
"19671","56744",63
"19672","56748",18
"19673","56750",173
"19674","56751",364
"19675","56754",39
"19676","56755",0
"19677","56756",100
"19678","56757",50
"19679","56758",8
"19680","56759",2
"19681","56760",15
"19682","56761",21
"19683","56762",252
"19684","56763",378
"19685","57001",154
"19686","57002",213
"19687","57003",252
"19688","57004",311
"19689","57005",1095
"19690","57006",1586
"19691","57007",0
"19692","57010",20
"19693","57012",122
"19694","57013",340
"19695","57014",122
"19696","57015",40
"19697","57016",18
"19698","57017",114
"19699","57018",118
"19700","57020",138
"19701","57021",35
"19702","57022",485
"19703","57024",43
"19704","57025",314
"19705","57026",211
"19706","57027",5
"19707","57028",326
"19708","57029",271
"19709","57030",205
"19710","57031",28
"19711","57032",902
"19712","57033",600
"19713","57034",37
"19714","57035",202
"19715","57036",50
"19716","57037",141
"19717","57038",61
"19718","57039",288
"19719","57040",7
"19720","57041",0
"19721","57042",577
"19722","57043",108
"19723","57045",118
"19724","57046",19
"19725","57047",10
"19726","57048",82
"19727","57049",415
"19728","57050",36
"19729","57051",9
"19730","57052",51
"19731","57053",188
"19732","57054",22
"19733","57055",124
"19734","57057",33
"19735","57058",162
"19736","57059",129
"19737","57061",56
"19738","57062",103
"19739","57063",48
"19740","57064",699
"19741","57065",11
"19742","57066",77
"19743","57067",31
"19744","57068",111
"19745","57069",782
"19746","57070",75
"19747","57071",349
"19748","57072",33
"19749","57073",38
"19750","57075",37
"19751","57076",9
"19752","57077",132
"19753","57078",1374
"19754","57103",3183
"19755","57104",1931
"19756","57105",1530
"19757","57106",5552
"19758","57107",862
"19759","57108",2354
"19760","57110",1637
"19761","57117",0
"19762","57197",0
"19763","57201",1851
"19764","57212",179
"19765","57213",35
"19766","57214",15
"19767","57216",69
"19768","57217",3
"19769","57218",54
"19770","57219",12
"19771","57220",67
"19772","57221",170
"19773","57223",125
"19774","57224",1
"19775","57225",163
"19776","57226",67
"19777","57227",53
"19778","57231",176
"19779","57232",49
"19780","57233",13
"19781","57234",139
"19782","57235",77
"19783","57236",9
"19784","57237",53
"19785","57238",49
"19786","57239",11
"19787","57241",81
"19788","57242",56
"19789","57243",23
"19790","57245",13
"19791","57246",6
"19792","57247",21
"19793","57248",117
"19794","57249",11
"19795","57251",5
"19796","57252",297
"19797","57255",54
"19798","57256",19
"19799","57257",74
"19800","57258",14
"19801","57259",104
"19802","57260",81
"19803","57261",20
"19804","57262",584
"19805","57263",23
"19806","57264",22
"19807","57265",19
"19808","57266",87
"19809","57268",26
"19810","57269",5
"19811","57270",79
"19812","57271",67
"19813","57272",24
"19814","57273",75
"19815","57274",138
"19816","57276",93
"19817","57278",186
"19818","57279",41
"19819","57301",1490
"19820","57311",130
"19821","57312",18
"19822","57313",84
"19823","57314",62
"19824","57315",67
"19825","57317",90
"19826","57319",112
"19827","57321",44
"19828","57322",15
"19829","57323",23
"19830","57324",18
"19831","57325",255
"19832","57328",111
"19833","57329",33
"19834","57330",55
"19835","57331",14
"19836","57332",82
"19837","57334",84
"19838","57335",26
"19839","57337",3
"19840","57339",205
"19841","57340",9
"19842","57341",4
"19843","57342",37
"19844","57344",0
"19845","57345",109
"19846","57346",0
"19847","57348",67
"19848","57349",64
"19849","57350",1754
"19850","57353",60
"19851","57354",0
"19852","57355",66
"19853","57356",258
"19854","57358",0
"19855","57359",26
"19856","57361",12
"19857","57362",62
"19858","57363",79
"19859","57364",0
"19860","57365",41
"19861","57366",246
"19862","57367",27
"19863","57368",97
"19864","57369",251
"19865","57370",46
"19866","57371",6
"19867","57373",41
"19868","57374",23
"19869","57375",69
"19870","57376",92
"19871","57379",0
"19872","57380",356
"19873","57381",19
"19874","57382",77
"19875","57383",56
"19876","57384",73
"19877","57385",183
"19878","57386",33
"19879","57401",2228
"19880","57420",39
"19881","57421",16
"19882","57422",11
"19883","57424",37
"19884","57426",14
"19885","57427",9
"19886","57428",41
"19887","57429",5
"19888","57430",115
"19889","57432",3
"19890","57433",22
"19891","57434",64
"19892","57435",37
"19893","57436",38
"19894","57437",60
"19895","57438",145
"19896","57439",0
"19897","57440",17
"19898","57441",53
"19899","57442",161
"19900","57445",94
"19901","57446",158
"19902","57448",29
"19903","57449",0
"19904","57450",38
"19905","57451",201
"19906","57452",11
"19907","57454",51
"19908","57455",25
"19909","57456",121
"19910","57457",3
"19911","57460",15
"19912","57461",26
"19913","57465",18
"19914","57466",26
"19915","57467",83
"19916","57468",53
"19917","57469",183
"19918","57470",7
"19919","57471",30
"19920","57472",81
"19921","57473",3
"19922","57474",3
"19923","57475",11
"19924","57476",50
"19925","57477",17
"19926","57479",50
"19927","57481",52
"19928","57501",1486
"19929","57520",0
"19930","57521",35
"19931","57522",76
"19932","57523",107
"19933","57528",150
"19934","57529",2
"19935","57531",10
"19936","57532",165
"19937","57533",101
"19938","57534",17
"19939","57536",54
"19940","57537",19
"19941","57538",6
"19942","57540",9
"19943","57541",1
"19944","57543",118
"19945","57544",36
"19946","57547",10
"19947","57548",216
"19948","57551",295
"19949","57552",26
"19950","57553",33
"19951","57555",547
"19952","57559",83
"19953","57560",46
"19954","57562",10
"19955","57563",37
"19956","57564",63
"19957","57566",100
"19958","57567",90
"19959","57568",88
"19960","57569",27
"19961","57570",419
"19962","57571",0
"19963","57572",202
"19964","57574",24
"19965","57576",0
"19966","57577",156
"19967","57579",64
"19968","57580",378
"19969","57584",3
"19970","57585",0
"19971","57601",329
"19972","57620",82
"19973","57621",44
"19974","57622",19
"19975","57623",66
"19976","57625",512
"19977","57626",37
"19978","57630",0
"19979","57631",9
"19980","57632",87
"19981","57633",16
"19982","57634",34
"19983","57636",27
"19984","57638",76
"19985","57639",83
"19986","57640",6
"19987","57641",31
"19988","57642",225
"19989","57644",4
"19990","57645",0
"19991","57646",19
"19992","57648",18
"19993","57649",25
"19994","57650",0
"19995","57651",8
"19996","57652",103
"19997","57656",122
"19998","57657",21
"19999","57658",27
"20000","57659",0
"20001","57660",21
"20002","57661",39
"20003","57701",3722
"20004","57702",2305
"20005","57703",1370
"20006","57706",289
"20007","57714",84
"20008","57716",84
"20009","57717",703
"20010","57718",529
"20011","57719",853
"20012","57720",53
"20013","57722",9
"20014","57724",8
"20015","57725",4
"20016","57730",273
"20017","57732",34
"20018","57735",106
"20019","57737",0
"20020","57738",3
"20021","57741",0
"20022","57744",138
"20023","57745",67
"20024","57747",262
"20025","57748",60
"20026","57750",17
"20027","57751",56
"20028","57752",211
"20029","57754",124
"20030","57755",16
"20031","57756",103
"20032","57758",0
"20033","57759",0
"20034","57760",66
"20035","57761",146
"20036","57762",10
"20037","57763",35
"20038","57764",129
"20039","57766",0
"20040","57767",0
"20041","57769",194
"20042","57770",669
"20043","57772",235
"20044","57773",20
"20045","57775",20
"20046","57776",0
"20047","57779",0
"20048","57780",0
"20049","57782",0
"20050","57783",807
"20051","57785",749
"20052","57787",25
"20053","57788",46
"20054","57790",102
"20055","57791",3
"20056","57792",0
"20057","57793",142
"20058","57794",98
"20059","57799",0
"20060","58001",37
"20061","58002",0
"20062","58004",25
"20063","58005",86
"20064","58006",38
"20065","58007",0
"20066","58008",7
"20067","58009",0
"20068","58011",20
"20069","58012",271
"20070","58013",5
"20071","58015",22
"20072","58016",5
"20073","58017",9
"20074","58018",42
"20075","58021",41
"20076","58027",75
"20077","58029",3
"20078","58030",54
"20079","58031",21
"20080","58032",22
"20081","58033",61
"20082","58035",0
"20083","58036",34
"20084","58038",11
"20085","58040",86
"20086","58041",117
"20087","58042",172
"20088","58043",15
"20089","58045",198
"20090","58046",28
"20091","58047",403
"20092","58048",29
"20093","58049",0
"20094","58051",153
"20095","58052",55
"20096","58053",70
"20097","58054",228
"20098","58056",6
"20099","58057",0
"20100","58058",22
"20101","58059",171
"20102","58060",100
"20103","58061",21
"20104","58062",3
"20105","58063",29
"20106","58064",51
"20107","58065",0
"20108","58067",32
"20109","58068",13
"20110","58069",11
"20111","58071",16
"20112","58072",530
"20113","58074",0
"20114","58075",612
"20115","58076",0
"20116","58077",34
"20117","58078",3683
"20118","58079",41
"20119","58081",66
"20120","58102",1918
"20121","58103",4381
"20122","58104",3312
"20123","58105",13
"20124","58201",3706
"20125","58202",0
"20126","58203",900
"20127","58204",397
"20128","58205",0
"20129","58210",39
"20130","58212",19
"20131","58214",11
"20132","58216",7
"20133","58218",64
"20134","58219",0
"20135","58220",193
"20136","58222",14
"20137","58223",4
"20138","58224",0
"20139","58225",37
"20140","58227",64
"20141","58228",71
"20142","58229",2
"20143","58230",39
"20144","58231",20
"20145","58233",7
"20146","58235",40
"20147","58236",0
"20148","58237",366
"20149","58238",0
"20150","58239",0
"20151","58240",91
"20152","58241",32
"20153","58243",56
"20154","58244",0
"20155","58249",200
"20156","58250",9
"20157","58251",133
"20158","58254",16
"20159","58255",0
"20160","58256",93
"20161","58257",69
"20162","58258",29
"20163","58259",16
"20164","58260",0
"20165","58261",111
"20166","58262",0
"20167","58265",23
"20168","58266",8
"20169","58267",151
"20170","58269",0
"20171","58270",152
"20172","58271",77
"20173","58272",12
"20174","58273",7
"20175","58274",152
"20176","58275",58
"20177","58276",32
"20178","58277",19
"20179","58278",115
"20180","58281",0
"20181","58282",53
"20182","58301",857
"20183","58310",0
"20184","58311",0
"20185","58313",6
"20186","58316",536
"20187","58317",17
"20188","58318",320
"20189","58321",14
"20190","58323",0
"20191","58324",120
"20192","58325",6
"20193","58327",31
"20194","58329",290
"20195","58330",33
"20196","58331",2
"20197","58332",22
"20198","58335",299
"20199","58338",0
"20200","58339",1
"20201","58341",161
"20202","58343",1
"20203","58344",121
"20204","58345",12
"20205","58346",69
"20206","58348",105
"20207","58351",15
"20208","58352",49
"20209","58353",19
"20210","58355",5
"20211","58356",147
"20212","58357",75
"20213","58361",9
"20214","58362",0
"20215","58363",0
"20216","58365",2
"20217","58366",108
"20218","58367",165
"20219","58368",184
"20220","58369",58
"20221","58370",148
"20222","58372",5
"20223","58374",60
"20224","58377",11
"20225","58379",33
"20226","58380",47
"20227","58381",11
"20228","58382",0
"20229","58384",12
"20230","58385",21
"20231","58386",0
"20232","58401",1194
"20233","58402",0
"20234","58405",0
"20235","58413",33
"20236","58415",11
"20237","58416",19
"20238","58418",34
"20239","58420",10
"20240","58421",181
"20241","58422",11
"20242","58423",0
"20243","58424",32
"20244","58425",103
"20245","58426",36
"20246","58428",15
"20247","58429",21
"20248","58430",6
"20249","58431",0
"20250","58433",122
"20251","58436",86
"20252","58438",99
"20253","58439",14
"20254","58440",23
"20255","58441",3
"20256","58442",35
"20257","58443",3
"20258","58444",2
"20259","58445",47
"20260","58448",6
"20261","58451",10
"20262","58452",0
"20263","58454",12
"20264","58455",72
"20265","58456",94
"20266","58458",80
"20267","58460",2
"20268","58461",43
"20269","58463",28
"20270","58464",27
"20271","58466",25
"20272","58467",61
"20273","58472",55
"20274","58474",193
"20275","58475",7
"20276","58476",46
"20277","58477",45
"20278","58478",6
"20279","58479",0
"20280","58480",5
"20281","58481",20
"20282","58482",76
"20283","58483",27
"20284","58484",19
"20285","58486",0
"20286","58487",92
"20287","58488",0
"20288","58490",13
"20289","58492",26
"20290","58494",10
"20291","58495",83
"20292","58496",0
"20293","58497",5
"20294","58501",2281
"20295","58503",3050
"20296","58504",2204
"20297","58505",0
"20298","58520",32
"20299","58521",16
"20300","58523",268
"20301","58524",3
"20302","58528",129
"20303","58529",72
"20304","58530",102
"20305","58531",4
"20306","58532",12
"20307","58533",54
"20308","58535",25
"20309","58538",237
"20310","58540",206
"20311","58541",35
"20312","58542",5
"20313","58544",37
"20314","58545",318
"20315","58549",51
"20316","58552",84
"20317","58554",1932
"20318","58558",61
"20319","58559",14
"20320","58560",8
"20321","58561",80
"20322","58562",1
"20323","58563",158
"20324","58564",0
"20325","58565",7
"20326","58566",41
"20327","58568",39
"20328","58569",16
"20329","58570",54
"20330","58571",42
"20331","58572",8
"20332","58573",49
"20333","58575",55
"20334","58576",36
"20335","58577",278
"20336","58579",72
"20337","58580",12
"20338","58581",24
"20339","58601",3186
"20340","58620",2
"20341","58621",146
"20342","58622",181
"20343","58623",170
"20344","58625",4
"20345","58626",70
"20346","58627",17
"20347","58630",59
"20348","58631",80
"20349","58632",13
"20350","58634",32
"20351","58636",122
"20352","58638",81
"20353","58639",173
"20354","58640",103
"20355","58641",25
"20356","58642",0
"20357","58643",7
"20358","58644",0
"20359","58645",0
"20360","58646",96
"20361","58647",68
"20362","58649",19
"20363","58650",32
"20364","58651",17
"20365","58652",86
"20366","58653",68
"20367","58654",2
"20368","58655",33
"20369","58656",26
"20370","58701",2719
"20371","58703",1578
"20372","58704",837
"20373","58705",0
"20374","58707",0
"20375","58710",31
"20376","58711",56
"20377","58712",0
"20378","58713",14
"20379","58716",2
"20380","58718",123
"20381","58721",30
"20382","58722",213
"20383","58723",18
"20384","58725",13
"20385","58727",6
"20386","58730",142
"20387","58731",22
"20388","58733",25
"20389","58734",22
"20390","58735",10
"20391","58736",23
"20392","58737",20
"20393","58740",90
"20394","58741",39
"20395","58744",2
"20396","58746",98
"20397","58748",5
"20398","58750",32
"20399","58752",20
"20400","58755",28
"20401","58756",8
"20402","58757",266
"20403","58758",20
"20404","58759",42
"20405","58760",8
"20406","58761",38
"20407","58762",1
"20408","58763",356
"20409","58765",55
"20410","58768",12
"20411","58769",8
"20412","58770",228
"20413","58771",64
"20414","58772",15
"20415","58773",56
"20416","58775",0
"20417","58776",5
"20418","58778",16
"20419","58779",37
"20420","58781",40
"20421","58782",47
"20422","58783",13
"20423","58784",337
"20424","58785",236
"20425","58787",25
"20426","58788",71
"20427","58789",24
"20428","58790",153
"20429","58792",23
"20430","58793",18
"20431","58794",33
"20432","58795",3
"20433","58801",3909
"20434","58830",7
"20435","58831",98
"20436","58833",5
"20437","58835",122
"20438","58838",13
"20439","58843",68
"20440","58844",0
"20441","58845",76
"20442","58847",79
"20443","58849",104
"20444","58852",153
"20445","58853",23
"20446","58854",984
"20447","58856",0
"20448","59001",73
"20449","59002",19
"20450","59003",107
"20451","59006",157
"20452","59007",4
"20453","59008",8
"20454","59010",11
"20455","59011",173
"20456","59012",10
"20457","59013",0
"20458","59014",102
"20459","59015",12
"20460","59016",75
"20461","59018",6
"20462","59019",202
"20463","59020",0
"20464","59022",363
"20465","59024",27
"20466","59025",0
"20467","59026",4
"20468","59027",34
"20469","59028",36
"20470","59029",41
"20471","59030",34
"20472","59031",51
"20473","59032",7
"20474","59033",8
"20475","59034",442
"20476","59035",13
"20477","59036",42
"20478","59037",200
"20479","59038",30
"20480","59039",0
"20481","59041",98
"20482","59043",554
"20483","59044",685
"20484","59046",16
"20485","59047",700
"20486","59050",165
"20487","59052",0
"20488","59053",147
"20489","59054",13
"20490","59055",10
"20491","59057",27
"20492","59058",0
"20493","59059",25
"20494","59061",2
"20495","59062",12
"20496","59063",100
"20497","59064",0
"20498","59065",0
"20499","59066",68
"20500","59067",18
"20501","59068",116
"20502","59069",43
"20503","59070",45
"20504","59071",0
"20505","59072",204
"20506","59074",16
"20507","59075",20
"20508","59076",5
"20509","59077",6
"20510","59078",0
