"","...1","...2","zcta","year","month","childcare_programs","programs_accepting_subsidies","licensed_capacity","pop_5_and_under","ratio","status","status_num","dw"
"252",7413,2027,"64127",2023,"March",13,9,1288,1928,1.5,"non-desert",0,"Child to slot ratio is 1.5 :1"
"253",7414,2035,"64128",2023,"March",11,8,324,967,3,"non-desert",0,"Child to slot ratio is 3 :1"
"254",7415,2043,"64129",2023,"March",3,2,186,647,3,"desert",1,"Child to slot ratio is 3 :1"
"255",7416,2051,"64130",2023,"March",16,13,1624,1458,0.9,"non-desert",0,"Child to slot ratio is 0.9 :1"
"256",7417,2059,"64131",2023,"March",14,12,1011,2180,2.2,"non-desert",0,"Child to slot ratio is 2.2 :1"
"257",7418,2067,"64132",2023,"March",16,11,986,1143,1.2,"non-desert",0,"Child to slot ratio is 1.2 :1"
"258",7419,2075,"64133",2023,"March",10,7,442,2726,6,"desert",1,"Child to slot ratio is 6 :1"
"259",7420,2083,"64134",2023,"March",17,12,1223,2614,2.1,"non-desert",0,"Child to slot ratio is 2.1 :1"
"260",7421,2091,"64136",2023,"March",2,1,133,74,0.6,"non-desert",0,"Child to slot ratio is 0.6 :1"
"261",7422,2099,"64137",2023,"March",4,1,619,1053,1.7,"non-desert",0,"Child to slot ratio is 1.7 :1"
"262",7423,2107,"64138",2023,"March",14,7,1088,1629,1.5,"non-desert",0,"Child to slot ratio is 1.5 :1"
"263",7424,2115,"64145",2023,"March",2,NA,281,235,0.8,"non-desert",0,"Child to slot ratio is 0.8 :1"
"264",7425,2122,"64149",2023,"March",1,NA,100,59,0.6,"non-desert",0,"Child to slot ratio is 0.6 :1"
"265",7426,2130,"64150",2023,"March",1,NA,124,425,3,"desert",1,"Child to slot ratio is 3 :1"
"266",7427,2138,"64151",2023,"March",7,4,768,1690,2.2,"non-desert",0,"Child to slot ratio is 2.2 :1"
"267",7428,2146,"64152",2023,"March",6,1,254,2285,9,"desert",1,"Child to slot ratio is 9 :1"
"268",7429,2154,"64153",2023,"March",3,NA,174,355,2,"non-desert",0,"Child to slot ratio is 2 :1"
"269",7430,2162,"64154",2023,"March",3,1,255,898,4,"desert",1,"Child to slot ratio is 4 :1"
"270",7431,2170,"64155",2023,"March",14,3,1020,2145,2.1,"non-desert",0,"Child to slot ratio is 2.1 :1"
"271",7432,2178,"64156",2023,"March",2,2,80,450,6,"desert",1,"Child to slot ratio is 6 :1"
"272",7433,2186,"64157",2023,"March",2,1,266,1687,6,"desert",1,"Child to slot ratio is 6 :1"
"273",7434,2194,"64158",2023,"March",4,1,520,280,0.5,"non-desert",0,"Child to slot ratio is 0.5 :1"
"274",7435,2202,"64161",2023,"March",1,1,304,19,0.1,"non-desert",0,"Child to slot ratio is 0.1 :1"
"275",7436,2210,"64402",2023,"March",3,1,97,224,2.3,"non-desert",0,"Child to slot ratio is 2.3 :1"
"276",7437,2218,"64424",2023,"March",3,NA,50,218,4,"desert",1,"Child to slot ratio is 4 :1"
"277",7438,2226,"64429",2023,"March",4,1,150,550,4,"desert",1,"Child to slot ratio is 4 :1"
"278",7439,2238,"64444",2023,"March",1,NA,48,83,1.7,"non-desert",0,"Child to slot ratio is 1.7 :1"
"279",7440,2246,"64448",2023,"March",2,NA,30,42,1.4,"non-desert",0,"Child to slot ratio is 1.4 :1"
"280",7441,2254,"64454",2023,"March",3,2,114,191,1.7,"non-desert",0,"Child to slot ratio is 1.7 :1"
"281",7442,2261,"64456",2023,"March",1,NA,20,95,5,"desert",1,"Child to slot ratio is 5 :1"
"282",7443,2269,"64463",2023,"March",2,1,58,102,1.8,"non-desert",0,"Child to slot ratio is 1.8 :1"
"283",7444,2277,"64465",2023,"March",2,1,79,153,1.9,"non-desert",0,"Child to slot ratio is 1.9 :1"
"284",7445,2284,"64466",2023,"March",1,NA,20,15,0.8,"non-desert",0,"Child to slot ratio is 0.8 :1"
"285",7446,2292,"64468",2023,"March",7,3,358,780,2.2,"non-desert",0,"Child to slot ratio is 2.2 :1"
"286",7447,2299,"64469",2023,"March",1,NA,20,133,7,"desert",1,"Child to slot ratio is 7 :1"
"287",7448,2306,"64470",2023,"March",1,NA,20,114,6,"desert",1,"Child to slot ratio is 6 :1"
"288",7449,2314,"64476",2023,"March",1,NA,20,8,0.4,"non-desert",0,"Child to slot ratio is 0.4 :1"
"289",7450,2321,"64477",2023,"March",2,NA,40,225,6,"desert",1,"Child to slot ratio is 6 :1"
"290",7451,2328,"64482",2023,"March",1,NA,40,163,4,"desert",1,"Child to slot ratio is 4 :1"
"291",7452,2337,"64485",2023,"March",5,1,218,589,2.7,"non-desert",0,"Child to slot ratio is 2.7 :1"
"292",7453,2345,"64489",2023,"March",2,NA,30,199,7,"desert",1,"Child to slot ratio is 7 :1"
"293",7454,2353,"64501",2023,"March",6,4,286,959,3,"desert",1,"Child to slot ratio is 3 :1"
"294",7455,2361,"64503",2023,"March",6,5,199,1067,5,"desert",1,"Child to slot ratio is 5 :1"
"295",7456,2369,"64504",2023,"March",3,2,50,712,14,"extreme",3,"Child to slot ratio is 14 :1"
"296",7457,2376,"64505",2023,"March",5,2,172,929,5,"desert",1,"Child to slot ratio is 5 :1"
"297",7458,2384,"64506",2023,"March",7,5,411,1231,3,"non-desert",0,"Child to slot ratio is 3 :1"
"298",7459,2392,"64507",2023,"March",9,6,415,1445,3,"desert",1,"Child to slot ratio is 3 :1"
"299",7460,2400,"64601",2023,"March",13,6,441,658,1.5,"non-desert",0,"Child to slot ratio is 1.5 :1"
"300",7461,2408,"64628",2023,"March",5,1,115,404,4,"desert",1,"Child to slot ratio is 4 :1"
"301",7462,2416,"64633",2023,"March",7,2,219,360,1.6,"non-desert",0,"Child to slot ratio is 1.6 :1"
"302",7463,2424,"64640",2023,"March",1,NA,99,219,2.2,"non-desert",0,"Child to slot ratio is 2.2 :1"
"303",7464,2432,"64644",2023,"March",4,1,80,233,2.9,"non-desert",0,"Child to slot ratio is 2.9 :1"
"304",7465,2440,"64648",2023,"March",1,1,30,331,11,"extreme",3,"Child to slot ratio is 11 :1"
"305",7466,2449,"64658",2023,"March",3,1,20,239,12,"extreme",3,"Child to slot ratio is 12 :1"
"306",7467,2457,"64659",2023,"March",1,NA,10,75,8,"desert",1,"Child to slot ratio is 8 :1"
"307",7468,2466,"64673",2023,"March",1,NA,10,229,23,"extreme",3,"Child to slot ratio is 23 :1"
"308",7469,2474,"64683",2023,"March",4,2,117,639,5,"desert",1,"Child to slot ratio is 5 :1"
"309",7470,2482,"64701",2023,"March",8,3,322,1135,4,"desert",1,"Child to slot ratio is 4 :1"
"310",7471,2490,"64720",2023,"March",3,1,80,499,6,"desert",1,"Child to slot ratio is 6 :1"
"311",7472,2498,"64724",2023,"March",2,1,60,122,2,"non-desert",0,"Child to slot ratio is 2 :1"
"312",7473,2506,"64725",2023,"March",2,NA,56,181,3,"desert",1,"Child to slot ratio is 3 :1"
"313",7474,2517,"64730",2023,"March",3,2,52,425,8,"desert",1,"Child to slot ratio is 8 :1"
"314",7475,2525,"64735",2023,"March",5,4,356,869,2.4,"non-desert",0,"Child to slot ratio is 2.4 :1"
"315",7476,2534,"64742",2023,"March",1,NA,20,98,5,"desert",1,"Child to slot ratio is 5 :1"
"316",7477,2542,"64744",2023,"March",4,2,86,627,7,"desert",1,"Child to slot ratio is 7 :1"
"317",7478,2554,"64752",2023,"March",1,NA,20,74,4,"desert",1,"Child to slot ratio is 4 :1"
"318",7479,2558,"64755",2023,"March",1,1,45,289,6,"desert",1,"Child to slot ratio is 6 :1"
"319",7480,2566,"64759",2023,"March",8,2,180,575,3,"desert",1,"Child to slot ratio is 3 :1"
"320",7481,2574,"64761",2023,"March",2,2,96,161,1.7,"non-desert",0,"Child to slot ratio is 1.7 :1"
"321",7482,2583,"64772",2023,"March",12,4,318,895,2.8,"non-desert",0,"Child to slot ratio is 2.8 :1"
"322",7483,2598,"64801",2023,"March",12,8,647,2345,4,"desert",1,"Child to slot ratio is 4 :1"
"323",7484,2606,"64804",2023,"March",22,14,1257,2930,2.3,"non-desert",0,"Child to slot ratio is 2.3 :1"
"324",7485,2614,"64831",2023,"March",4,1,92,564,6,"desert",1,"Child to slot ratio is 6 :1"
"325",7486,2622,"64834",2023,"March",6,2,268,870,3,"desert",1,"Child to slot ratio is 3 :1"
"326",7487,2630,"64835",2023,"March",1,1,32,172,5,"desert",1,"Child to slot ratio is 5 :1"
"327",7488,2638,"64836",2023,"March",7,2,360,1881,5,"desert",1,"Child to slot ratio is 5 :1"
"328",7489,2646,"64840",2023,"March",1,1,20,263,13,"extreme",3,"Child to slot ratio is 13 :1"
"329",7490,2658,"64844",2023,"March",3,2,82,342,4,"desert",1,"Child to slot ratio is 4 :1"
"330",7491,2666,"64850",2023,"March",13,7,525,1785,3,"desert",1,"Child to slot ratio is 3 :1"
"331",7492,2674,"64854",2023,"March",2,1,84,546,6,"desert",1,"Child to slot ratio is 6 :1"
"332",7493,2684,"64861",2023,"March",1,NA,19,98,5,"desert",1,"Child to slot ratio is 5 :1"
"333",7494,2692,"64862",2023,"March",4,3,133,237,1.8,"non-desert",0,"Child to slot ratio is 1.8 :1"
"334",7495,2704,"64865",2023,"March",7,3,170,630,4,"desert",1,"Child to slot ratio is 4 :1"
"335",7496,2712,"64870",2023,"March",10,5,424,1581,4,"desert",1,"Child to slot ratio is 4 :1"
"336",7497,2721,"65010",2023,"March",9,1,307,467,1.5,"non-desert",0,"Child to slot ratio is 1.5 :1"
"337",7498,2729,"65013",2023,"March",2,1,40,182,5,"desert",1,"Child to slot ratio is 5 :1"
"338",7499,2731,"65014",2023,"March",1,NA,20,255,13,"extreme",3,"Child to slot ratio is 13 :1"
"339",7500,2739,"65016",2023,"March",2,NA,20,81,4,"desert",1,"Child to slot ratio is 4 :1"
"340",7501,2747,"65018",2023,"March",15,5,299,493,1.6,"non-desert",0,"Child to slot ratio is 1.6 :1"
"341",7502,2755,"65020",2023,"March",11,7,514,906,1.8,"non-desert",0,"Child to slot ratio is 1.8 :1"
"342",7503,2761,"65024",2023,"March",1,1,20,36,1.8,"non-desert",0,"Child to slot ratio is 1.8 :1"
"343",7504,2769,"65026",2023,"March",6,NA,135,806,6,"desert",1,"Child to slot ratio is 6 :1"
"344",7505,2777,"65035",2023,"March",1,NA,10,143,14,"extreme",3,"Child to slot ratio is 14 :1"
"345",7506,2785,"65037",2023,"March",2,2,98,127,1.3,"non-desert",0,"Child to slot ratio is 1.3 :1"
"346",7507,2792,"65039",2023,"March",1,NA,10,176,18,"extreme",3,"Child to slot ratio is 18 :1"
"347",7508,2800,"65041",2023,"March",5,1,93,315,3,"desert",1,"Child to slot ratio is 3 :1"
"348",7509,2808,"65043",2023,"March",7,5,325,876,2.7,"non-desert",0,"Child to slot ratio is 2.7 :1"
"349",7510,2813,"65046",2023,"March",1,NA,30,116,4,"desert",1,"Child to slot ratio is 4 :1"
"350",7511,2821,"65049",2023,"March",4,2,187,382,2,"non-desert",0,"Child to slot ratio is 2 :1"
"351",7512,2829,"65051",2023,"March",8,3,160,244,1.5,"non-desert",0,"Child to slot ratio is 1.5 :1"
"352",7513,2837,"65052",2023,"March",2,NA,87,105,1.2,"non-desert",0,"Child to slot ratio is 1.2 :1"
"353",7514,2845,"65054",2023,"March",4,2,173,41,0.2,"non-desert",0,"Child to slot ratio is 0.2 :1"
"354",7515,2852,"65059",2023,"March",1,NA,20,55,2.8,"non-desert",0,"Child to slot ratio is 2.8 :1"
"355",7516,2860,"65063",2023,"March",4,2,110,226,2.1,"non-desert",0,"Child to slot ratio is 2.1 :1"
"356",7517,2868,"65065",2023,"March",6,4,447,371,0.8,"non-desert",0,"Child to slot ratio is 0.8 :1"
"357",7518,2876,"65066",2023,"March",5,2,150,348,2.3,"non-desert",0,"Child to slot ratio is 2.3 :1"
"358",7519,2884,"65074",2023,"March",1,NA,20,194,10,"desert",1,"Child to slot ratio is 10 :1"
"359",7520,2892,"65075",2023,"March",2,NA,20,82,4,"desert",1,"Child to slot ratio is 4 :1"
"360",7521,2900,"65076",2023,"March",1,NA,20,54,2.7,"non-desert",0,"Child to slot ratio is 2.7 :1"
"361",7522,2908,"65078",2023,"March",1,NA,14,231,16,"extreme",3,"Child to slot ratio is 16 :1"
"362",7523,2916,"65081",2023,"March",2,1,97,148,1.5,"non-desert",0,"Child to slot ratio is 1.5 :1"
"363",7524,2924,"65082",2023,"March",1,NA,20,108,5,"desert",1,"Child to slot ratio is 5 :1"
"364",7525,2931,"65084",2023,"March",1,1,88,874,10,"desert",1,"Child to slot ratio is 10 :1"
"365",7526,2939,"65085",2023,"March",1,1,58,156,2.7,"non-desert",0,"Child to slot ratio is 2.7 :1"
"366",7527,2947,"65101",2023,"March",30,15,1852,2384,1.3,"non-desert",0,"Child to slot ratio is 1.3 :1"
"367",7528,2955,"65109",2023,"March",26,9,1471,2721,1.8,"non-desert",0,"Child to slot ratio is 1.8 :1"
"368",7529,2963,"65201",2023,"March",35,17,1667,1985,1.2,"non-desert",0,"Child to slot ratio is 1.2 :1"
"369",7530,2971,"65202",2023,"March",39,25,1361,4024,3,"non-desert",0,"Child to slot ratio is 3 :1"
"370",7531,2979,"65203",2023,"March",56,27,3248,4577,1.4,"non-desert",0,"Child to slot ratio is 1.4 :1"
"371",7532,2987,"65231",2023,"March",2,NA,20,149,7,"desert",1,"Child to slot ratio is 7 :1"
"372",7533,2995,"65233",2023,"March",11,6,338,889,2.6,"non-desert",0,"Child to slot ratio is 2.6 :1"
"373",7534,3003,"65236",2023,"March",2,NA,52,89,1.7,"non-desert",0,"Child to slot ratio is 1.7 :1"
"374",7535,3017,"65240",2023,"March",7,NA,175,960,5,"desert",1,"Child to slot ratio is 5 :1"
"375",7536,3025,"65248",2023,"March",7,2,124,316,2.5,"non-desert",0,"Child to slot ratio is 2.5 :1"
"376",7537,3033,"65251",2023,"March",11,7,411,1198,2.9,"non-desert",0,"Child to slot ratio is 2.9 :1"
"377",7538,3041,"65254",2023,"March",2,1,30,195,6,"desert",1,"Child to slot ratio is 6 :1"
"378",7539,3049,"65255",2023,"March",7,2,322,482,1.5,"non-desert",0,"Child to slot ratio is 1.5 :1"
"379",7540,3057,"65256",2023,"March",2,1,80,111,1.4,"non-desert",0,"Child to slot ratio is 1.4 :1"
"380",7541,3066,"65259",2023,"March",2,2,30,180,6,"desert",1,"Child to slot ratio is 6 :1"
"381",7542,3074,"65261",2023,"March",1,NA,10,161,16,"extreme",3,"Child to slot ratio is 16 :1"
"382",7543,3081,"65262",2023,"March",1,1,60,178,3,"non-desert",0,"Child to slot ratio is 3 :1"
"383",7544,3089,"65265",2023,"March",11,4,244,1142,5,"desert",1,"Child to slot ratio is 5 :1"
"384",7545,3097,"65270",2023,"March",13,10,549,1311,2.4,"non-desert",0,"Child to slot ratio is 2.4 :1"
"385",7546,3105,"65275",2023,"March",4,2,114,102,0.9,"non-desert",0,"Child to slot ratio is 0.9 :1"
"386",7547,3113,"65281",2023,"March",5,1,78,195,2.5,"non-desert",0,"Child to slot ratio is 2.5 :1"
"387",7548,3121,"65284",2023,"March",1,1,44,95,2.2,"non-desert",0,"Child to slot ratio is 2.2 :1"
"388",7549,3129,"65301",2023,"March",22,15,1166,2912,2.5,"non-desert",0,"Child to slot ratio is 2.5 :1"
"389",7550,3143,"65325",2023,"March",4,1,115,131,1.1,"non-desert",0,"Child to slot ratio is 1.1 :1"
"390",7551,3150,"65327",2023,"March",1,NA,10,10,1,"non-desert",0,"Child to slot ratio is 1 :1"
"391",7552,3157,"65332",2023,"March",1,1,60,87,1.4,"non-desert",0,"Child to slot ratio is 1.4 :1"
"392",7553,3165,"65336",2023,"March",6,1,233,540,2.3,"non-desert",0,"Child to slot ratio is 2.3 :1"
"393",7554,3172,"65337",2023,"March",1,1,60,226,4,"desert",1,"Child to slot ratio is 4 :1"
"394",7555,3180,"65338",2023,"March",2,2,60,189,3,"desert",1,"Child to slot ratio is 3 :1"
"395",7556,3189,"65340",2023,"March",7,1,164,1033,6,"desert",1,"Child to slot ratio is 6 :1"
"396",7557,3198,"65350",2023,"March",1,1,60,142,2.4,"non-desert",0,"Child to slot ratio is 2.4 :1"
"397",7558,3207,"65355",2023,"March",3,3,126,613,5,"desert",1,"Child to slot ratio is 5 :1"
"398",7559,3215,"65360",2023,"March",1,1,20,419,21,"extreme",3,"Child to slot ratio is 21 :1"
"399",7560,3223,"65401",2023,"March",14,8,882,1921,2.2,"non-desert",0,"Child to slot ratio is 2.2 :1"
"400",7561,3231,"65441",2023,"March",2,NA,30,616,21,"extreme",3,"Child to slot ratio is 21 :1"
"401",7562,3239,"65452",2023,"March",1,1,40,159,4,"desert",1,"Child to slot ratio is 4 :1"
"402",7563,3247,"65453",2023,"March",4,2,241,427,1.8,"non-desert",0,"Child to slot ratio is 1.8 :1"
"403",7564,3255,"65459",2023,"March",3,NA,40,433,11,"extreme",3,"Child to slot ratio is 11 :1"
"404",7565,3263,"65483",2023,"March",3,2,89,192,2.2,"non-desert",0,"Child to slot ratio is 2.2 :1"
"405",7566,3271,"65486",2023,"March",5,1,112,224,2,"non-desert",0,"Child to slot ratio is 2 :1"
"406",7567,3279,"65536",2023,"March",11,8,478,2622,5,"desert",1,"Child to slot ratio is 5 :1"
"407",7568,3287,"65542",2023,"March",5,1,110,425,4,"desert",1,"Child to slot ratio is 4 :1"
"408",7569,3295,"65548",2023,"March",2,2,80,413,5,"desert",1,"Child to slot ratio is 5 :1"
"409",7570,3303,"65556",2023,"March",1,NA,26,417,16,"extreme",3,"Child to slot ratio is 16 :1"
"410",7571,3311,"65559",2023,"March",3,NA,50,801,16,"extreme",3,"Child to slot ratio is 16 :1"
"411",7572,3319,"65560",2023,"March",6,4,262,959,4,"desert",1,"Child to slot ratio is 4 :1"
"412",7573,3327,"65565",2023,"March",3,3,74,291,4,"desert",1,"Child to slot ratio is 4 :1"
"413",7574,3334,"65567",2023,"March",1,NA,40,115,2.9,"non-desert",0,"Child to slot ratio is 2.9 :1"
"414",7575,3341,"65570",2023,"March",1,NA,20,21,1,"non-desert",0,"Child to slot ratio is 1 :1"
"415",7576,3356,"65582",2023,"March",3,1,40,148,4,"desert",1,"Child to slot ratio is 4 :1"
"416",7577,3364,"65583",2023,"March",8,4,542,1191,2.2,"non-desert",0,"Child to slot ratio is 2.2 :1"
"417",7578,3372,"65584",2023,"March",3,1,140,924,7,"desert",1,"Child to slot ratio is 7 :1"
"418",7579,3380,"65588",2023,"March",2,NA,128,74,0.6,"non-desert",0,"Child to slot ratio is 0.6 :1"
"419",7580,3389,"65605",2023,"March",6,4,100,878,9,"desert",1,"Child to slot ratio is 9 :1"
"420",7581,3397,"65606",2023,"March",2,2,70,112,1.6,"non-desert",0,"Child to slot ratio is 1.6 :1"
"421",7582,3405,"65608",2023,"March",4,2,134,664,5,"desert",1,"Child to slot ratio is 5 :1"
"422",7583,3412,"65609",2023,"March",1,1,15,42,2.8,"non-desert",0,"Child to slot ratio is 2.8 :1"
"423",7584,3420,"65611",2023,"March",1,NA,20,114,6,"desert",1,"Child to slot ratio is 6 :1"
"424",7585,3429,"65613",2023,"March",9,6,338,1216,4,"desert",1,"Child to slot ratio is 4 :1"
"425",7586,3441,"65616",2023,"March",11,5,485,2061,4,"desert",1,"Child to slot ratio is 4 :1"
"426",7587,3449,"65617",2023,"March",2,2,200,28,0.1,"non-desert",0,"Child to slot ratio is 0.1 :1"
"427",7588,3457,"65619",2023,"March",2,1,142,709,5,"desert",1,"Child to slot ratio is 5 :1"
"428",7589,3465,"65622",2023,"March",5,2,220,482,2.2,"non-desert",0,"Child to slot ratio is 2.2 :1"
"429",7590,3473,"65625",2023,"March",4,3,74,789,11,"extreme",3,"Child to slot ratio is 11 :1"
"430",7591,3480,"65629",2023,"March",1,NA,40,59,1.5,"non-desert",0,"Child to slot ratio is 1.5 :1"
"431",7592,3488,"65631",2023,"March",4,2,159,575,4,"desert",1,"Child to slot ratio is 4 :1"
"432",7593,3496,"65632",2023,"March",1,NA,10,311,31,"extreme",3,"Child to slot ratio is 31 :1"
"433",7594,3504,"65633",2023,"March",2,1,30,383,13,"extreme",3,"Child to slot ratio is 13 :1"
"434",7595,3511,"65646",2023,"March",1,1,20,54,2.7,"non-desert",0,"Child to slot ratio is 2.7 :1"
"435",7596,3513,"65647",2023,"March",1,1,10,218,22,"extreme",3,"Child to slot ratio is 22 :1"
"436",7597,3521,"65648",2023,"March",2,2,184,389,2.1,"non-desert",0,"Child to slot ratio is 2.1 :1"
"437",7598,3531,"65653",2023,"March",3,1,40,221,6,"desert",1,"Child to slot ratio is 6 :1"
"438",7599,3539,"65655",2023,"March",2,1,35,39,1.1,"non-desert",0,"Child to slot ratio is 1.1 :1"
"439",7600,3546,"65661",2023,"March",1,NA,15,207,14,"extreme",3,"Child to slot ratio is 14 :1"
"440",7601,3554,"65662",2023,"March",1,1,20,60,3,"desert",1,"Child to slot ratio is 3 :1"
"441",7602,3566,"65668",2023,"March",3,2,72,38,0.5,"non-desert",0,"Child to slot ratio is 0.5 :1"
"442",7603,3574,"65672",2023,"March",1,1,28,599,21,"extreme",3,"Child to slot ratio is 21 :1"
"443",7604,3584,"65680",2023,"March",1,NA,20,20,1,"non-desert",0,"Child to slot ratio is 1 :1"
"444",7605,3597,"65686",2023,"March",2,NA,46,110,2.4,"non-desert",0,"Child to slot ratio is 2.4 :1"
"445",7606,3605,"65689",2023,"March",2,2,119,471,4,"desert",1,"Child to slot ratio is 4 :1"
"446",7607,3613,"65704",2023,"March",4,3,120,265,2.2,"non-desert",0,"Child to slot ratio is 2.2 :1"
"447",7608,3623,"65706",2023,"March",4,4,356,1408,4,"desert",1,"Child to slot ratio is 4 :1"
"448",7609,3631,"65708",2023,"March",7,3,294,1041,4,"desert",1,"Child to slot ratio is 4 :1"
"449",7610,3639,"65711",2023,"March",7,5,183,708,4,"desert",1,"Child to slot ratio is 4 :1"
"450",7611,3647,"65712",2023,"March",4,1,220,695,3,"desert",1,"Child to slot ratio is 3 :1"
"451",7612,3655,"65713",2023,"March",1,NA,20,221,11,"extreme",3,"Child to slot ratio is 11 :1"
"452",7613,3663,"65714",2023,"March",18,5,1207,2840,2.4,"non-desert",0,"Child to slot ratio is 2.4 :1"
"453",7614,3671,"65721",2023,"March",13,8,1161,2511,2.2,"non-desert",0,"Child to slot ratio is 2.2 :1"
"454",7615,3679,"65723",2023,"March",1,1,10,165,16,"extreme",3,"Child to slot ratio is 16 :1"
"455",7616,3687,"65725",2023,"March",1,1,10,149,15,"extreme",3,"Child to slot ratio is 15 :1"
"456",7617,3699,"65737",2023,"March",2,1,108,285,2.6,"non-desert",0,"Child to slot ratio is 2.6 :1"
"457",7618,3707,"65738",2023,"March",14,11,525,1959,4,"desert",1,"Child to slot ratio is 4 :1"
"458",7619,3714,"65742",2023,"March",1,1,73,948,13,"extreme",3,"Child to slot ratio is 13 :1"
"459",7620,3722,"65746",2023,"March",3,2,93,978,11,"extreme",3,"Child to slot ratio is 11 :1"
"460",7621,3726,"65747",2023,"March",1,1,83,35,0.4,"non-desert",0,"Child to slot ratio is 0.4 :1"
"461",7622,3734,"65753",2023,"March",1,1,52,319,6,"desert",1,"Child to slot ratio is 6 :1"
"462",7623,3742,"65757",2023,"March",2,2,165,645,4,"desert",1,"Child to slot ratio is 4 :1"
"463",7624,3750,"65759",2023,"March",1,1,10,116,12,"extreme",3,"Child to slot ratio is 12 :1"
"464",7625,3763,"65775",2023,"March",9,8,479,1732,4,"desert",1,"Child to slot ratio is 4 :1"
"465",7626,3771,"65781",2023,"March",3,1,78,707,9,"desert",1,"Child to slot ratio is 9 :1"
"466",7627,3779,"65785",2023,"March",2,NA,56,395,7,"desert",1,"Child to slot ratio is 7 :1"
"467",7628,3789,"65791",2023,"March",3,2,111,454,4,"desert",1,"Child to slot ratio is 4 :1"
"468",7629,3797,"65793",2023,"March",4,3,80,248,3,"desert",1,"Child to slot ratio is 3 :1"
"469",7630,3805,"65802",2023,"March",17,12,1112,3302,3,"non-desert",0,"Child to slot ratio is 3 :1"
"470",7631,3813,"65803",2023,"March",13,5,852,3400,4,"desert",1,"Child to slot ratio is 4 :1"
"471",7632,3821,"65804",2023,"March",31,10,2442,2317,0.9,"non-desert",0,"Child to slot ratio is 0.9 :1"
"472",7633,3829,"65806",2023,"March",8,3,422,358,0.8,"non-desert",0,"Child to slot ratio is 0.8 :1"
"473",7634,3837,"65807",2023,"March",42,22,2759,3964,1.4,"non-desert",0,"Child to slot ratio is 1.4 :1"
"474",7635,3841,"65809",2023,"March",1,NA,154,729,5,"desert",1,"Child to slot ratio is 5 :1"
"475",7636,3849,"65810",2023,"March",7,1,414,1162,2.8,"non-desert",0,"Child to slot ratio is 2.8 :1"
"476",7637,NA,"63014",2023,"March",NA,NA,NA,14,NA,"non-desert",0,"14 children and no child care programs"
"477",7638,NA,"63015",2023,"March",NA,NA,NA,82,NA,"desert",1,"82 children and no child care programs"
"478",7639,NA,"63030",2023,"March",NA,NA,NA,22,NA,"non-desert",0,"22 children and no child care programs"
"479",7640,NA,"63036",2023,"March",NA,NA,NA,73,NA,"desert",1,"73 children and no child care programs"
"480",7641,NA,"63041",2023,"March",NA,NA,NA,17,NA,"non-desert",0,"17 children and no child care programs"
"481",7642,NA,"63048",2023,"March",NA,NA,NA,318,NA,"desert",1,"318 children and no child care programs"
"482",7643,NA,"63053",2023,"March",NA,NA,NA,7,NA,"non-desert",0,"7 children and no child care programs"
"483",7644,NA,"63056",2023,"March",NA,NA,NA,172,NA,"desert",1,"172 children and no child care programs"
"484",7645,NA,"63057",2023,"March",NA,NA,NA,NA,NA,"non-desert",0,"0 children and no child care programs"
"485",7646,NA,"63060",2023,"March",NA,NA,NA,71,NA,"desert",1,"71 children and no child care programs"
"486",7647,NA,"63061",2023,"March",NA,NA,NA,0,NA,"non-desert",0,"0 children and no child care programs"
"487",7648,NA,"63071",2023,"March",NA,NA,NA,61,NA,"desert",1,"61 children and no child care programs"
"488",7649,NA,"63073",2023,"March",NA,NA,NA,129,NA,"desert",1,"129 children and no child care programs"
"489",7650,NA,"63079",2023,"March",NA,NA,NA,18,NA,"non-desert",0,"18 children and no child care programs"
"490",7651,NA,"63087",2023,"March",NA,NA,NA,37,NA,"non-desert",0,"37 children and no child care programs"
"491",7652,NA,"63089",2023,"March",NA,NA,NA,552,NA,"desert",1,"552 children and no child care programs"
"492",7653,NA,"63091",2023,"March",NA,NA,NA,145,NA,"desert",1,"145 children and no child care programs"
"493",7654,NA,"63101",2023,"March",NA,NA,NA,245,NA,"desert",1,"245 children and no child care programs"
"494",7655,NA,"63102",2023,"March",NA,NA,NA,49,NA,"non-desert",0,"49 children and no child care programs"
"495",7656,NA,"63140",2023,"March",NA,NA,NA,26,NA,"non-desert",0,"26 children and no child care programs"
"496",7657,NA,"63155",2023,"March",NA,NA,NA,0,NA,"non-desert",0,"0 children and no child care programs"
"497",7658,NA,"63330",2023,"March",NA,NA,NA,0,NA,"non-desert",0,"0 children and no child care programs"
"498",7659,NA,"63333",2023,"March",NA,NA,NA,25,NA,"non-desert",0,"25 children and no child care programs"
"499",7660,NA,"63344",2023,"March",NA,NA,NA,145,NA,"desert",1,"145 children and no child care programs"
"500",7661,NA,"63349",2023,"March",NA,NA,NA,73,NA,"desert",1,"73 children and no child care programs"
"501",7662,NA,"63350",2023,"March",NA,NA,NA,67,NA,"desert",1,"67 children and no child care programs"
"502",7663,NA,"63351",2023,"March",NA,NA,NA,38,NA,"non-desert",0,"38 children and no child care programs"
"503",7664,NA,"63359",2023,"March",NA,NA,NA,78,NA,"desert",1,"78 children and no child care programs"
"504",7665,NA,"63363",2023,"March",NA,NA,NA,139,NA,"desert",1,"139 children and no child care programs"
