"","...1","...2","zcta","year","month","childcare_programs","programs_accepting_subsidies","licensed_capacity","pop_5_and_under","ratio","status","status_num","dw"
"1",7162,8,"63005",2023,"March",5,2,839,895,1.1,"non-desert",0,"Child to slot ratio is 1.1 :1"
"2",7163,16,"63010",2023,"March",15,6,1122,2319,2.1,"non-desert",0,"Child to slot ratio is 2.1 :1"
"3",7164,24,"63011",2023,"March",13,4,1895,2876,1.5,"non-desert",0,"Child to slot ratio is 1.5 :1"
"4",7165,32,"63012",2023,"March",2,1,103,1106,11,"extreme",3,"Child to slot ratio is 11 :1"
"5",7166,39,"63013",2023,"March",2,1,40,26,0.7,"non-desert",0,"Child to slot ratio is 0.7 :1"
"6",7167,47,"63016",2023,"March",1,1,49,337,7,"desert",1,"Child to slot ratio is 7 :1"
"7",7168,55,"63017",2023,"March",15,5,1413,2557,1.8,"non-desert",0,"Child to slot ratio is 1.8 :1"
"8",7169,63,"63019",2023,"March",1,1,75,281,4,"desert",1,"Child to slot ratio is 4 :1"
"9",7170,71,"63020",2023,"March",5,3,364,1294,4,"desert",1,"Child to slot ratio is 4 :1"
"10",7171,79,"63021",2023,"March",8,5,1009,4106,4,"desert",1,"Child to slot ratio is 4 :1"
"11",7172,86,"63023",2023,"March",1,NA,41,300,7,"desert",1,"Child to slot ratio is 7 :1"
"12",7173,94,"63025",2023,"March",6,3,552,1635,3,"non-desert",0,"Child to slot ratio is 3 :1"
"13",7174,102,"63026",2023,"March",7,5,620,3211,5,"desert",1,"Child to slot ratio is 5 :1"
"14",7175,110,"63028",2023,"March",5,3,360,1906,5,"desert",1,"Child to slot ratio is 5 :1"
"15",7176,118,"63031",2023,"March",22,17,1188,3247,2.7,"non-desert",0,"Child to slot ratio is 2.7 :1"
"16",7177,126,"63033",2023,"March",26,20,934,2751,2.9,"non-desert",0,"Child to slot ratio is 2.9 :1"
"17",7178,134,"63034",2023,"March",10,6,382,1572,4,"desert",1,"Child to slot ratio is 4 :1"
"18",7179,142,"63037",2023,"March",2,2,110,127,1.2,"non-desert",0,"Child to slot ratio is 1.2 :1"
"19",7180,150,"63038",2023,"March",2,NA,223,635,2.8,"non-desert",0,"Child to slot ratio is 2.8 :1"
"20",7181,158,"63039",2023,"March",2,NA,116,103,0.9,"non-desert",0,"Child to slot ratio is 0.9 :1"
"21",7182,166,"63040",2023,"March",2,1,212,626,3,"non-desert",0,"Child to slot ratio is 3 :1"
"22",7183,174,"63042",2023,"March",14,13,926,1504,1.6,"non-desert",0,"Child to slot ratio is 1.6 :1"
"23",7184,182,"63043",2023,"March",7,4,610,1355,2.2,"non-desert",0,"Child to slot ratio is 2.2 :1"
"24",7185,190,"63044",2023,"March",5,3,291,676,2.3,"non-desert",0,"Child to slot ratio is 2.3 :1"
"25",7186,198,"63045",2023,"March",1,NA,102,0,0,"non-desert",0,"0 children and 102 slots"
"26",7187,204,"63047",2023,"March",1,NA,46,0,0,"non-desert",0,"0 children and 46 slots"
"27",7188,212,"63049",2023,"March",7,3,403,1098,2.7,"non-desert",0,"Child to slot ratio is 2.7 :1"
"28",7189,220,"63050",2023,"March",8,8,550,1145,2.1,"non-desert",0,"Child to slot ratio is 2.1 :1"
"29",7190,228,"63051",2023,"March",6,4,215,746,3,"desert",1,"Child to slot ratio is 3 :1"
"30",7191,236,"63052",2023,"March",6,4,450,2055,5,"desert",1,"Child to slot ratio is 5 :1"
"31",7192,243,"63055",2023,"March",1,1,20,112,6,"desert",1,"Child to slot ratio is 6 :1"
"32",7193,251,"63068",2023,"March",5,3,139,610,4,"desert",1,"Child to slot ratio is 4 :1"
"33",7194,259,"63069",2023,"March",1,NA,10,983,98,"extreme",3,"Child to slot ratio is 98 :1"
"34",7195,267,"63070",2023,"March",2,2,130,457,4,"desert",1,"Child to slot ratio is 4 :1"
"35",7196,274,"63072",2023,"March",1,NA,20,330,16,"extreme",3,"Child to slot ratio is 16 :1"
"36",7197,282,"63074",2023,"March",8,8,360,1731,5,"desert",1,"Child to slot ratio is 5 :1"
"37",7198,290,"63077",2023,"March",4,3,265,695,2.6,"non-desert",0,"Child to slot ratio is 2.6 :1"
"38",7199,298,"63080",2023,"March",9,7,380,918,2.4,"non-desert",0,"Child to slot ratio is 2.4 :1"
"39",7200,306,"63084",2023,"March",11,6,370,1523,4,"desert",1,"Child to slot ratio is 4 :1"
"40",7201,314,"63088",2023,"March",2,1,209,409,2,"non-desert",0,"Child to slot ratio is 2 :1"
"41",7202,322,"63090",2023,"March",6,5,473,1285,2.7,"non-desert",0,"Child to slot ratio is 2.7 :1"
"42",7203,330,"63103",2023,"March",8,3,736,363,0.5,"non-desert",0,"Child to slot ratio is 0.5 :1"
"43",7204,338,"63104",2023,"March",18,8,1021,1471,1.4,"non-desert",0,"Child to slot ratio is 1.4 :1"
"44",7205,346,"63105",2023,"March",6,1,476,864,1.8,"non-desert",0,"Child to slot ratio is 1.8 :1"
"45",7206,354,"63106",2023,"March",10,4,287,1053,4,"desert",1,"Child to slot ratio is 4 :1"
"46",7207,362,"63107",2023,"March",15,11,589,608,1,"non-desert",0,"Child to slot ratio is 1 :1"
"47",7208,370,"63108",2023,"March",10,6,396,678,1.7,"non-desert",0,"Child to slot ratio is 1.7 :1"
"48",7209,378,"63109",2023,"March",9,2,475,1765,4,"desert",1,"Child to slot ratio is 4 :1"
"49",7210,386,"63110",2023,"March",15,6,1293,1168,0.9,"non-desert",0,"Child to slot ratio is 0.9 :1"
"50",7211,394,"63111",2023,"March",13,7,526,2224,4,"desert",1,"Child to slot ratio is 4 :1"
"51",7212,402,"63112",2023,"March",18,12,797,1298,1.6,"non-desert",0,"Child to slot ratio is 1.6 :1"
"52",7213,410,"63113",2023,"March",17,15,807,402,0.5,"non-desert",0,"Child to slot ratio is 0.5 :1"
"53",7214,418,"63114",2023,"March",18,14,1173,2847,2.4,"non-desert",0,"Child to slot ratio is 2.4 :1"
"54",7215,426,"63115",2023,"March",24,20,744,1054,1.4,"non-desert",0,"Child to slot ratio is 1.4 :1"
"55",7216,434,"63116",2023,"March",17,8,736,3169,4,"desert",1,"Child to slot ratio is 4 :1"
"56",7217,441,"63117",2023,"March",2,1,92,723,8,"desert",1,"Child to slot ratio is 8 :1"
"57",7218,449,"63118",2023,"March",25,15,996,2451,2.5,"non-desert",0,"Child to slot ratio is 2.5 :1"
"58",7219,457,"63119",2023,"March",13,4,1036,2523,2.4,"non-desert",0,"Child to slot ratio is 2.4 :1"
"59",7220,465,"63120",2023,"March",11,10,515,684,1.3,"non-desert",0,"Child to slot ratio is 1.3 :1"
"60",7221,473,"63121",2023,"March",20,18,1402,1738,1.2,"non-desert",0,"Child to slot ratio is 1.2 :1"
"61",7222,481,"63122",2023,"March",17,4,1625,2997,1.8,"non-desert",0,"Child to slot ratio is 1.8 :1"
"62",7223,489,"63123",2023,"March",7,5,601,3101,5,"desert",1,"Child to slot ratio is 5 :1"
"63",7224,497,"63124",2023,"March",4,NA,351,651,1.9,"non-desert",0,"Child to slot ratio is 1.9 :1"
"64",7225,505,"63125",2023,"March",13,6,587,3006,5,"desert",1,"Child to slot ratio is 5 :1"
"65",7226,513,"63126",2023,"March",4,1,455,933,2.1,"non-desert",0,"Child to slot ratio is 2.1 :1"
"66",7227,521,"63127",2023,"March",3,2,350,160,0.5,"non-desert",0,"Child to slot ratio is 0.5 :1"
"67",7228,529,"63128",2023,"March",15,5,887,2019,2.3,"non-desert",0,"Child to slot ratio is 2.3 :1"
"68",7229,537,"63129",2023,"March",20,11,1653,2752,1.7,"non-desert",0,"Child to slot ratio is 1.7 :1"
"69",7230,545,"63130",2023,"March",13,11,1057,1830,1.7,"non-desert",0,"Child to slot ratio is 1.7 :1"
"70",7231,553,"63131",2023,"March",2,1,250,1042,4,"desert",1,"Child to slot ratio is 4 :1"
"71",7232,561,"63132",2023,"March",3,3,156,974,6,"desert",1,"Child to slot ratio is 6 :1"
"72",7233,569,"63133",2023,"March",10,9,748,673,0.9,"non-desert",0,"Child to slot ratio is 0.9 :1"
"73",7234,577,"63134",2023,"March",12,11,471,1214,2.6,"non-desert",0,"Child to slot ratio is 2.6 :1"
"74",7235,585,"63135",2023,"March",10,8,564,1550,2.7,"non-desert",0,"Child to slot ratio is 2.7 :1"
"75",7236,593,"63136",2023,"March",50,40,3150,3200,1,"non-desert",0,"Child to slot ratio is 1 :1"
"76",7237,601,"63137",2023,"March",10,7,608,1835,3,"desert",1,"Child to slot ratio is 3 :1"
"77",7238,609,"63138",2023,"March",13,13,665,1524,2.3,"non-desert",0,"Child to slot ratio is 2.3 :1"
"78",7239,617,"63139",2023,"March",23,6,784,1776,2.3,"non-desert",0,"Child to slot ratio is 2.3 :1"
"79",7240,625,"63141",2023,"March",15,4,2012,1128,0.6,"non-desert",0,"Child to slot ratio is 0.6 :1"
"80",7241,633,"63143",2023,"March",5,2,268,548,2,"non-desert",0,"Child to slot ratio is 2 :1"
"81",7242,641,"63144",2023,"March",8,3,642,637,1,"non-desert",0,"Child to slot ratio is 1 :1"
"82",7243,649,"63146",2023,"March",6,5,624,2197,4,"desert",1,"Child to slot ratio is 4 :1"
"83",7244,657,"63147",2023,"March",14,11,576,412,0.7,"non-desert",0,"Child to slot ratio is 0.7 :1"
"84",7245,665,"63301",2023,"March",24,17,1701,3204,1.9,"non-desert",0,"Child to slot ratio is 1.9 :1"
"85",7246,673,"63303",2023,"March",12,7,1052,3101,2.9,"non-desert",0,"Child to slot ratio is 2.9 :1"
"86",7247,681,"63304",2023,"March",13,7,897,2502,2.8,"non-desert",0,"Child to slot ratio is 2.8 :1"
"87",7248,688,"63332",2023,"March",1,1,20,106,5,"desert",1,"Child to slot ratio is 5 :1"
"88",7249,696,"63334",2023,"March",7,3,311,604,1.9,"non-desert",0,"Child to slot ratio is 1.9 :1"
"89",7250,702,"63336",2023,"March",1,1,96,50,0.5,"non-desert",0,"Child to slot ratio is 0.5 :1"
"90",7251,710,"63339",2023,"March",1,NA,20,96,5,"desert",1,"Child to slot ratio is 5 :1"
"91",7252,718,"63341",2023,"March",1,1,123,123,1,"non-desert",0,"Child to slot ratio is 1 :1"
"92",7253,726,"63343",2023,"March",2,1,40,266,7,"desert",1,"Child to slot ratio is 7 :1"
"93",7254,734,"63345",2023,"March",1,1,10,93,9,"desert",1,"Child to slot ratio is 9 :1"
"94",7255,741,"63347",2023,"March",1,1,120,160,1.3,"non-desert",0,"Child to slot ratio is 1.3 :1"
"95",7256,749,"63348",2023,"March",1,NA,48,641,13,"extreme",3,"Child to slot ratio is 13 :1"
"96",7257,763,"63352",2023,"March",2,1,30,107,4,"desert",1,"Child to slot ratio is 4 :1"
"97",7258,771,"63353",2023,"March",5,4,203,448,2.2,"non-desert",0,"Child to slot ratio is 2.2 :1"
"98",7259,779,"63357",2023,"March",2,1,42,574,14,"extreme",3,"Child to slot ratio is 14 :1"
"99",7260,787,"63361",2023,"March",2,1,57,346,6,"desert",1,"Child to slot ratio is 6 :1"
"100",7261,795,"63362",2023,"March",1,NA,60,1032,17,"extreme",3,"Child to slot ratio is 17 :1"
"101",7262,803,"63366",2023,"March",19,13,1356,3777,2.8,"non-desert",0,"Child to slot ratio is 2.8 :1"
"102",7263,811,"63367",2023,"March",8,3,804,2001,2.5,"non-desert",0,"Child to slot ratio is 2.5 :1"
"103",7264,819,"63368",2023,"March",23,9,2459,3617,1.5,"non-desert",0,"Child to slot ratio is 1.5 :1"
"104",7265,827,"63376",2023,"March",35,18,2622,5364,2,"non-desert",0,"Child to slot ratio is 2 :1"
"105",7266,835,"63377",2023,"March",1,NA,10,203,20,"extreme",3,"Child to slot ratio is 20 :1"
"106",7267,843,"63379",2023,"March",8,5,524,2241,4,"desert",1,"Child to slot ratio is 4 :1"
"107",7268,854,"63382",2023,"March",3,NA,62,164,2.6,"non-desert",0,"Child to slot ratio is 2.6 :1"
"108",7269,862,"63383",2023,"March",11,4,430,962,2.2,"non-desert",0,"Child to slot ratio is 2.2 :1"
"109",7270,870,"63384",2023,"March",2,NA,30,89,3,"non-desert",0,"Child to slot ratio is 3 :1"
"110",7271,878,"63385",2023,"March",14,5,1268,4044,3,"desert",1,"Child to slot ratio is 3 :1"
"111",7272,885,"63389",2023,"March",1,1,40,721,18,"extreme",3,"Child to slot ratio is 18 :1"
"112",7273,893,"63390",2023,"March",1,NA,40,596,15,"extreme",3,"Child to slot ratio is 15 :1"
"113",7274,901,"63401",2023,"March",16,5,811,1515,1.9,"non-desert",0,"Child to slot ratio is 1.9 :1"
"114",7275,909,"63435",2023,"March",3,NA,44,323,7,"desert",1,"Child to slot ratio is 7 :1"
"115",7276,917,"63436",2023,"March",1,NA,20,35,1.8,"non-desert",0,"Child to slot ratio is 1.8 :1"
"116",7277,924,"63441",2023,"March",1,1,20,68,3,"desert",1,"Child to slot ratio is 3 :1"
"117",7278,932,"63445",2023,"March",8,1,90,211,2.3,"non-desert",0,"Child to slot ratio is 2.3 :1"
"118",7279,940,"63448",2023,"March",1,NA,10,53,5,"desert",1,"Child to slot ratio is 5 :1"
"119",7280,948,"63452",2023,"March",2,NA,58,99,1.7,"non-desert",0,"Child to slot ratio is 1.7 :1"
"120",7281,956,"63456",2023,"March",3,2,49,380,8,"desert",1,"Child to slot ratio is 8 :1"
"121",7282,964,"63459",2023,"March",4,4,82,239,2.9,"non-desert",0,"Child to slot ratio is 2.9 :1"
"122",7283,972,"63461",2023,"March",6,2,142,477,3,"desert",1,"Child to slot ratio is 3 :1"
"123",7284,980,"63462",2023,"March",1,NA,20,249,12,"extreme",3,"Child to slot ratio is 12 :1"
"124",7285,992,"63468",2023,"March",2,1,35,286,8,"desert",1,"Child to slot ratio is 8 :1"
"125",7286,1000,"63469",2023,"March",1,1,20,34,1.7,"non-desert",0,"Child to slot ratio is 1.7 :1"
"126",7287,1007,"63472",2023,"March",1,1,20,21,1,"non-desert",0,"Child to slot ratio is 1 :1"
"127",7288,1015,"63501",2023,"March",11,5,594,1120,1.9,"non-desert",0,"Child to slot ratio is 1.9 :1"
"128",7289,1023,"63533",2023,"March",1,NA,10,73,7,"desert",1,"Child to slot ratio is 7 :1"
"129",7290,1031,"63537",2023,"March",3,1,48,180,4,"desert",1,"Child to slot ratio is 4 :1"
"130",7291,1038,"63541",2023,"March",1,NA,28,44,1.6,"non-desert",0,"Child to slot ratio is 1.6 :1"
"131",7292,1045,"63545",2023,"March",1,1,20,105,5,"desert",1,"Child to slot ratio is 5 :1"
"132",7293,1053,"63548",2023,"March",2,1,20,67,3,"desert",1,"Child to slot ratio is 3 :1"
"133",7294,1061,"63552",2023,"March",5,5,215,432,2,"non-desert",0,"Child to slot ratio is 2 :1"
"134",7295,1069,"63555",2023,"March",5,2,91,219,2.4,"non-desert",0,"Child to slot ratio is 2.4 :1"
"135",7296,1076,"63556",2023,"March",2,1,40,267,7,"desert",1,"Child to slot ratio is 7 :1"
"136",7297,1083,"63559",2023,"March",1,NA,20,244,12,"extreme",3,"Child to slot ratio is 12 :1"
"137",7298,1091,"63565",2023,"March",4,1,70,305,4,"desert",1,"Child to slot ratio is 4 :1"
"138",7299,1099,"63601",2023,"March",13,11,582,1252,2.2,"non-desert",0,"Child to slot ratio is 2.2 :1"
"139",7300,1110,"63627",2023,"March",2,1,119,130,1.1,"non-desert",0,"Child to slot ratio is 1.1 :1"
"140",7301,1118,"63628",2023,"March",3,1,146,943,6,"desert",1,"Child to slot ratio is 6 :1"
"141",7302,1126,"63631",2023,"March",1,1,10,36,4,"desert",1,"Child to slot ratio is 4 :1"
"142",7303,1132,"63638",2023,"March",3,1,66,152,2.3,"non-desert",0,"Child to slot ratio is 2.3 :1"
"143",7304,1140,"63640",2023,"March",17,9,932,1831,2,"non-desert",0,"Child to slot ratio is 2 :1"
"144",7305,1148,"63645",2023,"March",4,1,106,800,8,"desert",1,"Child to slot ratio is 8 :1"
"145",7306,1154,"63650",2023,"March",1,NA,40,202,5,"desert",1,"Child to slot ratio is 5 :1"
"146",7307,1162,"63653",2023,"March",2,1,40,197,5,"desert",1,"Child to slot ratio is 5 :1"
"147",7308,1170,"63655",2023,"March",1,1,50,70,1.4,"non-desert",0,"Child to slot ratio is 1.4 :1"
"148",7309,1177,"63660",2023,"March",1,NA,150,358,2.4,"non-desert",0,"Child to slot ratio is 2.4 :1"
"149",7310,1190,"63664",2023,"March",6,6,253,614,2.4,"non-desert",0,"Child to slot ratio is 2.4 :1"
"150",7311,1198,"63670",2023,"March",10,3,250,965,4,"desert",1,"Child to slot ratio is 4 :1"
"151",7312,1206,"63701",2023,"March",10,6,799,2422,3,"desert",1,"Child to slot ratio is 3 :1"
"152",7313,1214,"63703",2023,"March",6,6,388,560,1.4,"non-desert",0,"Child to slot ratio is 1.4 :1"
"153",7314,1222,"63730",2023,"March",1,NA,20,276,14,"extreme",3,"Child to slot ratio is 14 :1"
"154",7315,1231,"63735",2023,"March",1,NA,60,50,0.8,"non-desert",0,"Child to slot ratio is 0.8 :1"
"155",7316,1241,"63740",2023,"March",4,2,198,520,2.6,"non-desert",0,"Child to slot ratio is 2.6 :1"
"156",7317,1249,"63755",2023,"March",9,5,351,1929,5,"desert",1,"Child to slot ratio is 5 :1"
"157",7318,1264,"63764",2023,"March",4,1,159,297,1.9,"non-desert",0,"Child to slot ratio is 1.9 :1"
"158",7319,1272,"63769",2023,"March",1,NA,20,110,6,"desert",1,"Child to slot ratio is 6 :1"
"159",7320,1280,"63771",2023,"March",1,1,42,211,5,"desert",1,"Child to slot ratio is 5 :1"
"160",7321,1288,"63775",2023,"March",16,8,534,1144,2.1,"non-desert",0,"Child to slot ratio is 2.1 :1"
"161",7322,1296,"63780",2023,"March",3,3,102,413,4,"desert",1,"Child to slot ratio is 4 :1"
"162",7323,1306,"63787",2023,"March",1,1,20,0,0,"non-desert",0,"0 children and 20 slots"
"163",7324,1314,"63801",2023,"March",25,13,691,1765,2.6,"non-desert",0,"Child to slot ratio is 2.6 :1"
"164",7325,1322,"63822",2023,"March",1,1,20,116,6,"desert",1,"Child to slot ratio is 6 :1"
"165",7326,1337,"63825",2023,"March",2,1,34,225,7,"desert",1,"Child to slot ratio is 7 :1"
"166",7327,1345,"63827",2023,"March",1,NA,10,55,6,"desert",1,"Child to slot ratio is 6 :1"
"167",7328,1350,"63829",2023,"March",1,NA,41,127,3,"desert",1,"Child to slot ratio is 3 :1"
"168",7329,1358,"63830",2023,"March",3,2,166,506,3,"desert",1,"Child to slot ratio is 3 :1"
"169",7330,1365,"63834",2023,"March",1,NA,80,348,4,"desert",1,"Child to slot ratio is 4 :1"
"170",7331,1370,"63837",2023,"March",1,1,23,121,5,"desert",1,"Child to slot ratio is 5 :1"
"171",7332,1378,"63841",2023,"March",9,6,331,1058,3,"desert",1,"Child to slot ratio is 3 :1"
"172",7333,1386,"63845",2023,"March",2,1,108,225,2.1,"non-desert",0,"Child to slot ratio is 2.1 :1"
"173",7334,1394,"63848",2023,"March",2,2,30,87,2.9,"non-desert",0,"Child to slot ratio is 2.9 :1"
"174",7335,1402,"63851",2023,"March",4,3,144,329,2.3,"non-desert",0,"Child to slot ratio is 2.3 :1"
"175",7336,1410,"63852",2023,"March",1,1,20,104,5,"desert",1,"Child to slot ratio is 5 :1"
"176",7337,1418,"63857",2023,"March",10,5,370,792,2.1,"non-desert",0,"Child to slot ratio is 2.1 :1"
"177",7338,1425,"63862",2023,"March",1,1,10,163,16,"extreme",3,"Child to slot ratio is 16 :1"
"178",7339,1433,"63863",2023,"March",3,2,163,537,3,"desert",1,"Child to slot ratio is 3 :1"
"179",7340,1441,"63867",2023,"March",1,1,10,78,8,"desert",1,"Child to slot ratio is 8 :1"
"180",7341,1449,"63869",2023,"March",3,1,123,208,1.7,"non-desert",0,"Child to slot ratio is 1.7 :1"
"181",7342,1455,"63870",2023,"March",1,NA,60,90,1.5,"non-desert",0,"Child to slot ratio is 1.5 :1"
"182",7343,1463,"63873",2023,"March",4,1,77,354,5,"desert",1,"Child to slot ratio is 5 :1"
"183",7344,1471,"63876",2023,"March",2,NA,128,210,1.6,"non-desert",0,"Child to slot ratio is 1.6 :1"
"184",7345,1479,"63877",2023,"March",2,NA,80,360,4,"desert",1,"Child to slot ratio is 4 :1"
"185",7346,1487,"63878",2023,"March",1,1,10,8,0.8,"non-desert",0,"Child to slot ratio is 0.8 :1"
"186",7347,1495,"63901",2023,"March",19,13,1062,2926,2.8,"non-desert",0,"Child to slot ratio is 2.8 :1"
"187",7348,1503,"63932",2023,"March",2,1,40,19,0.5,"non-desert",0,"Child to slot ratio is 0.5 :1"
"188",7349,1510,"63933",2023,"March",1,NA,14,311,22,"extreme",3,"Child to slot ratio is 22 :1"
"189",7350,1518,"63935",2023,"March",5,3,123,579,5,"desert",1,"Child to slot ratio is 5 :1"
"190",7351,1532,"63937",2023,"March",1,NA,26,212,8,"desert",1,"Child to slot ratio is 8 :1"
"191",7352,1540,"63944",2023,"March",3,3,68,65,1,"non-desert",0,"Child to slot ratio is 1 :1"
"192",7353,1547,"63954",2023,"March",1,NA,19,29,1.5,"non-desert",0,"Child to slot ratio is 1.5 :1"
"193",7354,1555,"63957",2023,"March",3,2,170,302,1.8,"non-desert",0,"Child to slot ratio is 1.8 :1"
"194",7355,1563,"63960",2023,"March",3,1,50,319,6,"desert",1,"Child to slot ratio is 6 :1"
"195",7356,1577,"63965",2023,"March",1,NA,16,104,6,"desert",1,"Child to slot ratio is 6 :1"
"196",7357,1585,"64012",2023,"March",13,7,870,1882,2.2,"non-desert",0,"Child to slot ratio is 2.2 :1"
"197",7358,1593,"64014",2023,"March",12,3,644,2841,4,"desert",1,"Child to slot ratio is 4 :1"
"198",7359,1601,"64015",2023,"March",15,7,1043,2470,2.4,"non-desert",0,"Child to slot ratio is 2.4 :1"
"199",7360,1609,"64016",2023,"March",1,NA,28,361,13,"extreme",3,"Child to slot ratio is 13 :1"
"200",7361,1617,"64024",2023,"March",5,2,392,830,2.1,"non-desert",0,"Child to slot ratio is 2.1 :1"
"201",7362,1625,"64029",2023,"March",7,6,560,1542,2.8,"non-desert",0,"Child to slot ratio is 2.8 :1"
"202",7363,1633,"64030",2023,"March",16,5,1233,2040,1.7,"non-desert",0,"Child to slot ratio is 1.7 :1"
"203",7364,1641,"64034",2023,"March",4,3,216,552,2.6,"non-desert",0,"Child to slot ratio is 2.6 :1"
"204",7365,1649,"64037",2023,"March",3,2,102,235,2.3,"non-desert",0,"Child to slot ratio is 2.3 :1"
"205",7366,1657,"64040",2023,"March",5,1,161,366,2.3,"non-desert",0,"Child to slot ratio is 2.3 :1"
"206",7367,1665,"64048",2023,"March",1,1,10,317,32,"extreme",3,"Child to slot ratio is 32 :1"
"207",7368,1673,"64050",2023,"March",12,8,743,1471,2,"non-desert",0,"Child to slot ratio is 2 :1"
"208",7369,1681,"64052",2023,"March",5,5,254,1595,6,"desert",1,"Child to slot ratio is 6 :1"
"209",7370,1689,"64053",2023,"March",1,1,60,495,8,"desert",1,"Child to slot ratio is 8 :1"
"210",7371,1697,"64054",2023,"March",1,1,45,343,8,"desert",1,"Child to slot ratio is 8 :1"
"211",7372,1705,"64055",2023,"March",12,9,825,2389,2.9,"non-desert",0,"Child to slot ratio is 2.9 :1"
"212",7373,1713,"64056",2023,"March",5,5,316,1866,6,"desert",1,"Child to slot ratio is 6 :1"
"213",7374,1721,"64057",2023,"March",7,4,658,872,1.3,"non-desert",0,"Child to slot ratio is 1.3 :1"
"214",7375,1732,"64060",2023,"March",7,2,592,952,1.6,"non-desert",0,"Child to slot ratio is 1.6 :1"
"215",7376,1740,"64062",2023,"March",2,NA,57,414,7,"desert",1,"Child to slot ratio is 7 :1"
"216",7377,1748,"64063",2023,"March",17,6,1288,1612,1.3,"non-desert",0,"Child to slot ratio is 1.3 :1"
"217",7378,1756,"64064",2023,"March",7,3,814,1662,2,"non-desert",0,"Child to slot ratio is 2 :1"
"218",7379,1764,"64067",2023,"March",5,1,189,487,2.6,"non-desert",0,"Child to slot ratio is 2.6 :1"
"219",7380,1772,"64068",2023,"March",20,8,1596,2699,1.7,"non-desert",0,"Child to slot ratio is 1.7 :1"
"220",7381,1776,"64070",2023,"March",1,NA,8,177,22,"extreme",3,"Child to slot ratio is 22 :1"
"221",7382,1784,"64075",2023,"March",6,5,367,967,2.6,"non-desert",0,"Child to slot ratio is 2.6 :1"
"222",7383,1792,"64076",2023,"March",3,3,278,708,2.5,"non-desert",0,"Child to slot ratio is 2.5 :1"
"223",7384,1793,"64077",2023,"March",1,NA,10,111,11,"extreme",3,"Child to slot ratio is 11 :1"
"224",7385,1801,"64078",2023,"March",2,1,177,629,4,"desert",1,"Child to slot ratio is 4 :1"
"225",7386,1809,"64079",2023,"March",8,5,592,1111,1.9,"non-desert",0,"Child to slot ratio is 1.9 :1"
"226",7387,1817,"64080",2023,"March",3,1,283,1027,4,"desert",1,"Child to slot ratio is 4 :1"
"227",7388,1825,"64081",2023,"March",12,8,1242,2009,1.6,"non-desert",0,"Child to slot ratio is 1.6 :1"
"228",7389,1833,"64082",2023,"March",6,4,611,1547,2.5,"non-desert",0,"Child to slot ratio is 2.5 :1"
"229",7390,1841,"64083",2023,"March",11,5,1173,1791,1.5,"non-desert",0,"Child to slot ratio is 1.5 :1"
"230",7391,1849,"64085",2023,"March",7,1,132,616,5,"desert",1,"Child to slot ratio is 5 :1"
"231",7392,1857,"64086",2023,"March",12,7,847,1781,2.1,"non-desert",0,"Child to slot ratio is 2.1 :1"
"232",7393,1865,"64089",2023,"March",7,3,518,1349,2.6,"non-desert",0,"Child to slot ratio is 2.6 :1"
"233",7394,1873,"64093",2023,"March",12,6,517,1936,4,"desert",1,"Child to slot ratio is 4 :1"
"234",7395,1879,"64096",2023,"March",1,1,32,106,3,"desert",1,"Child to slot ratio is 3 :1"
"235",7396,1885,"64097",2023,"March",1,NA,40,102,2.5,"non-desert",0,"Child to slot ratio is 2.5 :1"
"236",7397,1898,"64105",2023,"March",2,1,340,46,0.1,"non-desert",0,"Child to slot ratio is 0.1 :1"
"237",7398,1906,"64106",2023,"March",5,4,399,1100,2.8,"non-desert",0,"Child to slot ratio is 2.8 :1"
"238",7399,1914,"64108",2023,"March",6,2,572,514,0.9,"non-desert",0,"Child to slot ratio is 0.9 :1"
"239",7400,1922,"64109",2023,"March",9,4,1413,706,0.5,"non-desert",0,"Child to slot ratio is 0.5 :1"
"240",7401,1930,"64110",2023,"March",6,5,399,979,2.5,"non-desert",0,"Child to slot ratio is 2.5 :1"
"241",7402,1938,"64111",2023,"March",10,4,1311,595,0.5,"non-desert",0,"Child to slot ratio is 0.5 :1"
"242",7403,1945,"64112",2023,"March",1,NA,78,117,1.5,"non-desert",0,"Child to slot ratio is 1.5 :1"
"243",7404,1953,"64113",2023,"March",6,1,534,1272,2.4,"non-desert",0,"Child to slot ratio is 2.4 :1"
"244",7405,1961,"64114",2023,"March",14,3,1937,1587,0.8,"non-desert",0,"Child to slot ratio is 0.8 :1"
"245",7406,1969,"64116",2023,"March",2,2,264,811,3,"desert",1,"Child to slot ratio is 3 :1"
"246",7407,1977,"64117",2023,"March",4,3,286,1185,4,"desert",1,"Child to slot ratio is 4 :1"
"247",7408,1985,"64118",2023,"March",12,5,1039,4170,4,"desert",1,"Child to slot ratio is 4 :1"
"248",7409,1993,"64119",2023,"March",7,3,555,2375,4,"desert",1,"Child to slot ratio is 4 :1"
"249",7410,2004,"64123",2023,"March",4,1,446,889,2,"non-desert",0,"Child to slot ratio is 2 :1"
"250",7411,2012,"64124",2023,"March",5,3,309,1245,4,"desert",1,"Child to slot ratio is 4 :1"
"251",7412,2019,"64126",2023,"March",1,NA,150,413,2.8,"non-desert",0,"Child to slot ratio is 2.8 :1"
