"","...1","zcta","year","month","childcare_programs","programs_accepting_subsidies","licensed_capacity","pop_5_and_under"
"6800",NA,"64072","2022","September",NA,NA,NA,8
"6801",NA,"64074","2022","September",NA,NA,NA,87
"6802",NA,"64077","2022","September",NA,NA,NA,111
"6803",NA,"64084","2022","September",NA,NA,NA,53
"6804",NA,"64088","2022","September",NA,NA,NA,31
"6805",NA,"64090","2022","September",NA,NA,NA,8
"6806",NA,"64092","2022","September",NA,NA,NA,51
"6807",NA,"64098","2022","September",NA,NA,NA,162
"6808",NA,"64101","2022","September",NA,NA,NA,0
"6809",NA,"64102","2022","September",NA,NA,NA,0
"6810",NA,"64125","2022","September",NA,NA,NA,292
"6811",NA,"64139","2022","September",NA,NA,NA,128
"6812",NA,"64146","2022","September",NA,NA,NA,136
"6813",NA,"64147","2022","September",NA,NA,NA,89
"6814",NA,"64163","2022","September",NA,NA,NA,103
"6815",NA,"64164","2022","September",NA,NA,NA,0
"6816",NA,"64165","2022","September",NA,NA,NA,24
"6817",NA,"64166","2022","September",NA,NA,NA,0
"6818",NA,"64167","2022","September",NA,NA,NA,0
"6819",NA,"64401","2022","September",NA,NA,NA,31
"6820",NA,"64420","2022","September",NA,NA,NA,2
"6821",NA,"64421","2022","September",NA,NA,NA,110
"6822",NA,"64422","2022","September",NA,NA,NA,60
"6823",NA,"64423","2022","September",NA,NA,NA,67
"6824",NA,"64426","2022","September",NA,NA,NA,20
"6825",NA,"64427","2022","September",NA,NA,NA,31
"6826",NA,"64428","2022","September",NA,NA,NA,84
"6827",NA,"64430","2022","September",NA,NA,NA,38
"6828",NA,"64431","2022","September",NA,NA,NA,33
"6829",NA,"64432","2022","September",NA,NA,NA,3
"6830",NA,"64433","2022","September",NA,NA,NA,5
"6831",NA,"64434","2022","September",NA,NA,NA,30
"6832",NA,"64436","2022","September",NA,NA,NA,81
"6833",NA,"64437","2022","September",NA,NA,NA,12
"6834",NA,"64438","2022","September",NA,NA,NA,0
"6835",NA,"64439","2022","September",NA,NA,NA,97
"6836",NA,"64440","2022","September",NA,NA,NA,89
"6837",NA,"64441","2022","September",NA,NA,NA,2
"6838",NA,"64442","2022","September",NA,NA,NA,60
"6839",NA,"64443","2022","September",NA,NA,NA,174
"6840",NA,"64445","2022","September",NA,NA,NA,13
"6841",NA,"64446","2022","September",NA,NA,NA,64
"6842",NA,"64449","2022","September",NA,NA,NA,36
"6843",NA,"64451","2022","September",NA,NA,NA,37
"6844",NA,"64453","2022","September",NA,NA,NA,22
"6845",NA,"64455","2022","September",NA,NA,NA,17
"6846",NA,"64457","2022","September",NA,NA,NA,12
"6847",NA,"64458","2022","September",NA,NA,NA,25
"6848",NA,"64459","2022","September",NA,NA,NA,38
"6849",NA,"64461","2022","September",NA,NA,NA,27
"6850",NA,"64467","2022","September",NA,NA,NA,8
"6851",NA,"64471","2022","September",NA,NA,NA,36
"6852",NA,"64473","2022","September",NA,NA,NA,75
"6853",NA,"64474","2022","September",NA,NA,NA,58
"6854",NA,"64475","2022","September",NA,NA,NA,28
"6855",NA,"64479","2022","September",NA,NA,NA,113
"6856",NA,"64480","2022","September",NA,NA,NA,0
"6857",NA,"64481","2022","September",NA,NA,NA,46
"6858",NA,"64483","2022","September",NA,NA,NA,22
"6859",NA,"64484","2022","September",NA,NA,NA,75
"6860",NA,"64486","2022","September",NA,NA,NA,14
"6861",NA,"64487","2022","September",NA,NA,NA,28
"6862",NA,"64490","2022","September",NA,NA,NA,176
"6863",NA,"64491","2022","September",NA,NA,NA,84
"6864",NA,"64492","2022","September",NA,NA,NA,140
"6865",NA,"64493","2022","September",NA,NA,NA,24
"6866",NA,"64494","2022","September",NA,NA,NA,91
"6867",NA,"64496","2022","September",NA,NA,NA,2
"6868",NA,"64497","2022","September",NA,NA,NA,117
"6869",NA,"64498","2022","September",NA,NA,NA,3
"6870",NA,"64499","2022","September",NA,NA,NA,6
"6871",NA,"64620","2022","September",NA,NA,NA,98
"6872",NA,"64622","2022","September",NA,NA,NA,4
"6873",NA,"64623","2022","September",NA,NA,NA,2
"6874",NA,"64624","2022","September",NA,NA,NA,57
"6875",NA,"64625","2022","September",NA,NA,NA,62
"6876",NA,"64630","2022","September",NA,NA,NA,27
"6877",NA,"64631","2022","September",NA,NA,NA,66
"6878",NA,"64632","2022","September",NA,NA,NA,31
"6879",NA,"64635","2022","September",NA,NA,NA,36
"6880",NA,"64636","2022","September",NA,NA,NA,32
"6881",NA,"64637","2022","September",NA,NA,NA,25
"6882",NA,"64638","2022","September",NA,NA,NA,126
"6883",NA,"64639","2022","September",NA,NA,NA,14
"6884",NA,"64641","2022","September",NA,NA,NA,18
"6885",NA,"64642","2022","September",NA,NA,NA,75
"6886",NA,"64643","2022","September",NA,NA,NA,30
"6887",NA,"64645","2022","September",NA,NA,NA,11
"6888",NA,"64646","2022","September",NA,NA,NA,81
"6889",NA,"64647","2022","September",NA,NA,NA,20
"6890",NA,"64649","2022","September",NA,NA,NA,33
"6891",NA,"64650","2022","September",NA,NA,NA,27
"6892",NA,"64651","2022","September",NA,NA,NA,38
"6893",NA,"64652","2022","September",NA,NA,NA,19
"6894",NA,"64653","2022","September",NA,NA,NA,17
"6895",NA,"64654","2022","September",NA,NA,NA,2
"6896",NA,"64655","2022","September",NA,NA,NA,0
"6897",NA,"64656","2022","September",NA,NA,NA,40
"6898",NA,"64657","2022","September",NA,NA,NA,38
"6899",NA,"64660","2022","September",NA,NA,NA,22
"6900",NA,"64661","2022","September",NA,NA,NA,61
"6901",NA,"64664","2022","September",NA,NA,NA,15
"6902",NA,"64667","2022","September",NA,NA,NA,8
"6903",NA,"64668","2022","September",NA,NA,NA,89
"6904",NA,"64670","2022","September",NA,NA,NA,70
"6905",NA,"64671","2022","September",NA,NA,NA,198
"6906",NA,"64672","2022","September",NA,NA,NA,8
"6907",NA,"64674","2022","September",NA,NA,NA,24
"6908",NA,"64676","2022","September",NA,NA,NA,10
"6909",NA,"64679","2022","September",NA,NA,NA,24
"6910",NA,"64681","2022","September",NA,NA,NA,10
"6911",NA,"64682","2022","September",NA,NA,NA,1
"6912",NA,"64686","2022","September",NA,NA,NA,0
"6913",NA,"64688","2022","September",NA,NA,NA,116
"6914",NA,"64689","2022","September",NA,NA,NA,63
"6915",NA,"64722","2022","September",NA,NA,NA,13
"6916",NA,"64723","2022","September",NA,NA,NA,44
"6917",NA,"64726","2022","September",NA,NA,NA,27
"6918",NA,"64728","2022","September",NA,NA,NA,27
"6919",NA,"64733","2022","September",NA,NA,NA,129
"6920",NA,"64734","2022","September",NA,NA,NA,168
"6921",NA,"64738","2022","September",NA,NA,NA,77
"6922",NA,"64739","2022","September",NA,NA,NA,89
"6923",NA,"64740","2022","September",NA,NA,NA,61
"6924",NA,"64741","2022","September",NA,NA,NA,0
"6925",NA,"64743","2022","September",NA,NA,NA,19
"6926",NA,"64745","2022","September",NA,NA,NA,7
"6927",NA,"64746","2022","September",NA,NA,NA,105
"6928",NA,"64748","2022","September",NA,NA,NA,169
"6929",NA,"64750","2022","September",NA,NA,NA,36
"6930",NA,"64756","2022","September",NA,NA,NA,43
"6931",NA,"64762","2022","September",NA,NA,NA,166
"6932",NA,"64763","2022","September",NA,NA,NA,109
"6933",NA,"64765","2022","September",NA,NA,NA,0
"6934",NA,"64767","2022","September",NA,NA,NA,10
"6935",NA,"64769","2022","September",NA,NA,NA,73
"6936",NA,"64770","2022","September",NA,NA,NA,47
"6937",NA,"64771","2022","September",NA,NA,NA,5
"6938",NA,"64776","2022","September",NA,NA,NA,276
"6939",NA,"64778","2022","September",NA,NA,NA,23
"6940",NA,"64779","2022","September",NA,NA,NA,213
"6941",NA,"64780","2022","September",NA,NA,NA,28
"6942",NA,"64781","2022","September",NA,NA,NA,0
"6943",NA,"64783","2022","September",NA,NA,NA,53
"6944",NA,"64784","2022","September",NA,NA,NA,141
"6945",NA,"64788","2022","September",NA,NA,NA,109
"6946",NA,"64790","2022","September",NA,NA,NA,37
"6947",NA,"64830","2022","September",NA,NA,NA,99
"6948",NA,"64832","2022","September",NA,NA,NA,30
"6949",NA,"64833","2022","September",NA,NA,NA,0
"6950",NA,"64841","2022","September",NA,NA,NA,172
"6951",NA,"64842","2022","September",NA,NA,NA,77
"6952",NA,"64843","2022","September",NA,NA,NA,234
"6953",NA,"64847","2022","September",NA,NA,NA,7
"6954",NA,"64848","2022","September",NA,NA,NA,23
"6955",NA,"64849","2022","September",NA,NA,NA,5
"6956",NA,"64866","2022","September",NA,NA,NA,62
"6957",NA,"64855","2022","September",NA,NA,NA,171
"6958",NA,"64856","2022","September",NA,NA,NA,338
"6959",NA,"64857","2022","September",NA,NA,NA,23
"6960",NA,"64858","2022","September",NA,NA,NA,0
"6961",NA,"64859","2022","September",NA,NA,NA,95
"6962",NA,"64863","2022","September",NA,NA,NA,143
"6963",NA,"64867","2022","September",NA,NA,NA,52
"6964",NA,"64873","2022","September",NA,NA,NA,46
"6965",NA,"64874","2022","September",NA,NA,NA,67
"6966",NA,"65001","2022","September",NA,NA,NA,15
"6967",NA,"65011","2022","September",NA,NA,NA,304
"6968",NA,"65017","2022","September",NA,NA,NA,38
"6969",NA,"65023","2022","September",NA,NA,NA,91
"6970",NA,"65025","2022","September",NA,NA,NA,99
"6971",NA,"65032","2022","September",NA,NA,NA,36
"6972",NA,"65034","2022","September",NA,NA,NA,119
"6973",NA,"65040","2022","September",NA,NA,NA,85
"6974",NA,"65046","2022","September",NA,NA,NA,116
"6975",NA,"65047","2022","September",NA,NA,NA,145
"6976",NA,"65048","2022","September",NA,NA,NA,0
"6977",NA,"65050","2022","September",NA,NA,NA,157
"6978",NA,"65053","2022","September",NA,NA,NA,60
"6979",NA,"65058","2022","September",NA,NA,NA,66
"6980",NA,"65061","2022","September",NA,NA,NA,28
"6981",NA,"65062","2022","September",NA,NA,NA,0
"6982",NA,"65064","2022","September",NA,NA,NA,76
"6983",NA,"65067","2022","September",NA,NA,NA,87
"6984",NA,"65068","2022","September",NA,NA,NA,18
"6985",NA,"65069","2022","September",NA,NA,NA,39
"6986",NA,"65072","2022","September",NA,NA,NA,140
"6987",NA,"65077","2022","September",NA,NA,NA,0
"6988",NA,"65079","2022","September",NA,NA,NA,102
"6989",NA,"65080","2022","September",NA,NA,NA,63
"6990",NA,"65083","2022","September",NA,NA,NA,42
"6991",NA,"65215","2022","September",NA,NA,NA,0
"6992",NA,"65230","2022","September",NA,NA,NA,71
"6993",NA,"65232","2022","September",NA,NA,NA,29
"6994",NA,"65237","2022","September",NA,NA,NA,39
"6995",NA,"65239","2022","September",NA,NA,NA,63
"6996",NA,"65243","2022","September",NA,NA,NA,200
"6997",NA,"65244","2022","September",NA,NA,NA,64
"6998",NA,"65246","2022","September",NA,NA,NA,0
"6999",NA,"65247","2022","September",NA,NA,NA,68
"7000",NA,"65250","2022","September",NA,NA,NA,22
"7001",NA,"65257","2022","September",NA,NA,NA,160
"7002",NA,"65258","2022","September",NA,NA,NA,40
"7003",NA,"65260","2022","September",NA,NA,NA,15
"7004",NA,"65263","2022","September",NA,NA,NA,75
"7005",NA,"65264","2022","September",NA,NA,NA,26
"7006",NA,"65274","2022","September",NA,NA,NA,137
"7007",NA,"65276","2022","September",NA,NA,NA,90
"7008",NA,"65278","2022","September",NA,NA,NA,2
"7009",NA,"65279","2022","September",NA,NA,NA,10
"7010",NA,"65280","2022","September",NA,NA,NA,3
"7011",NA,"65282","2022","September",NA,NA,NA,0
"7012",NA,"65283","2022","September",NA,NA,NA,5
"7013",NA,"65285","2022","September",NA,NA,NA,0
"7014",NA,"65286","2022","September",NA,NA,NA,1
"7015",NA,"65287","2022","September",NA,NA,NA,11
"7016",NA,"65305","2022","September",NA,NA,NA,484
"7017",NA,"65320","2022","September",NA,NA,NA,3
"7018",NA,"65321","2022","September",NA,NA,NA,13
"7019",NA,"65322","2022","September",NA,NA,NA,47
"7020",NA,"65323","2022","September",NA,NA,NA,59
"7021",NA,"65324","2022","September",NA,NA,NA,8
"7022",NA,"65326","2022","September",NA,NA,NA,41
"7023",NA,"65329","2022","September",NA,NA,NA,5
"7024",NA,"65330","2022","September",NA,NA,NA,25
"7025",NA,"65333","2022","September",NA,NA,NA,11
"7026",NA,"65334","2022","September",NA,NA,NA,86
"7027",NA,"65335","2022","September",NA,NA,NA,0
"7028",NA,"65339","2022","September",NA,NA,NA,12
"7029",NA,"65344","2022","September",NA,NA,NA,13
"7030",NA,"65345","2022","September",NA,NA,NA,0
"7031",NA,"65347","2022","September",NA,NA,NA,109
"7032",NA,"65348","2022","September",NA,NA,NA,117
"7033",NA,"65349","2022","September",NA,NA,NA,275
"7034",NA,"65351","2022","September",NA,NA,NA,129
"7035",NA,"65354","2022","September",NA,NA,NA,45
"7036",NA,"65436","2022","September",NA,NA,NA,0
"7037",NA,"65438","2022","September",NA,NA,NA,321
"7038",NA,"65439","2022","September",NA,NA,NA,0
"7039",NA,"65440","2022","September",NA,NA,NA,43
"7040",NA,"65443","2022","September",NA,NA,NA,0
"7041",NA,"65444","2022","September",NA,NA,NA,38
"7042",NA,"65446","2022","September",NA,NA,NA,80
"7043",NA,"65449","2022","September",NA,NA,NA,0
"7044",NA,"65456","2022","September",NA,NA,NA,24
"7045",NA,"65457","2022","September",NA,NA,NA,0
"7046",NA,"65461","2022","September",NA,NA,NA,0
"7047",NA,"65462","2022","September",NA,NA,NA,19
"7048",NA,"65463","2022","September",NA,NA,NA,31
"7049",NA,"65464","2022","September",NA,NA,NA,0
"7050",NA,"65466","2022","September",NA,NA,NA,39
"7051",NA,"65468","2022","September",NA,NA,NA,0
"7052",NA,"65470","2022","September",NA,NA,NA,19
"7053",NA,"65473","2022","September",NA,NA,NA,1025
"7054",NA,"65479","2022","September",NA,NA,NA,0
"7055",NA,"65484","2022","September",NA,NA,NA,0
"7056",NA,"65501","2022","September",NA,NA,NA,0
"7057",NA,"65529","2022","September",NA,NA,NA,0
"7058",NA,"65534","2022","September",NA,NA,NA,65
"7059",NA,"65535","2022","September",NA,NA,NA,131
"7060",NA,"65541","2022","September",NA,NA,NA,10
"7061",NA,"65543","2022","September",NA,NA,NA,28
"7062",NA,"65550","2022","September",NA,NA,NA,118
"7063",NA,"65552","2022","September",NA,NA,NA,201
"7064",NA,"65555","2022","September",NA,NA,NA,123
"7065",NA,"65557","2022","September",NA,NA,NA,0
"7066",NA,"65564","2022","September",NA,NA,NA,23
"7067",NA,"65566","2022","September",NA,NA,NA,60
"7068",NA,"65580","2022","September",NA,NA,NA,0
"7069",NA,"65586","2022","September",NA,NA,NA,0
"7070",NA,"65589","2022","September",NA,NA,NA,0
"7071",NA,"65590","2022","September",NA,NA,NA,226
"7072",NA,"65591","2022","September",NA,NA,NA,245
"7073",NA,"65601","2022","September",NA,NA,NA,37
"7074",NA,"65603","2022","September",NA,NA,NA,0
"7075",NA,"65604","2022","September",NA,NA,NA,253
"7076",NA,"65610","2022","September",NA,NA,NA,293
"7077",NA,"65612","2022","September",NA,NA,NA,102
"7078",NA,"65614","2022","September",NA,NA,NA,58
"7079",NA,"65618","2022","September",NA,NA,NA,0
"7080",NA,"65620","2022","September",NA,NA,NA,0
"7081",NA,"65623","2022","September",NA,NA,NA,5
"7082",NA,"65624","2022","September",NA,NA,NA,268
"7083",NA,"65626","2022","September",NA,NA,NA,153
"7084",NA,"65627","2022","September",NA,NA,NA,89
"7085",NA,"65630","2022","September",NA,NA,NA,12
"7086",NA,"65634","2022","September",NA,NA,NA,57
"7087",NA,"65635","2022","September",NA,NA,NA,14
"7088",NA,"65637","2022","September",NA,NA,NA,20
"7089",NA,"65638","2022","September",NA,NA,NA,31
"7090",NA,"65640","2022","September",NA,NA,NA,258
"7091",NA,"65641","2022","September",NA,NA,NA,30
"7092",NA,"65644","2022","September",NA,NA,NA,145
"7093",NA,"65770","2022","September",NA,NA,NA,143
"7094",NA,"65649","2022","September",NA,NA,NA,248
"7095",NA,"65650","2022","September",NA,NA,NA,191
"7096",NA,"65652","2022","September",NA,NA,NA,285
"7097",NA,"65654","2022","September",NA,NA,NA,39
"7098",NA,"65656","2022","September",NA,NA,NA,182
"7099",NA,"65657","2022","September",NA,NA,NA,50
"7100",NA,"65658","2022","September",NA,NA,NA,5
"7101",NA,"65660","2022","September",NA,NA,NA,6
"7102",NA,"65663","2022","September",NA,NA,NA,195
"7103",NA,"65664","2022","September",NA,NA,NA,0
"7104",NA,"65667","2022","September",NA,NA,NA,275
"7105",NA,"65669","2022","September",NA,NA,NA,70
"7106",NA,"65739","2022","September",NA,NA,NA,35
"7107",NA,"65674","2022","September",NA,NA,NA,166
"7108",NA,"65676","2022","September",NA,NA,NA,52
"7109",NA,"65679","2022","September",NA,NA,NA,167
"7110",NA,"65681","2022","September",NA,NA,NA,61
"7111",NA,"65682","2022","September",NA,NA,NA,82
"7112",NA,"65685","2022","September",NA,NA,NA,88
"7113",NA,"65690","2022","September",NA,NA,NA,4
"7114",NA,"65692","2022","September",NA,NA,NA,60
"7115",NA,"65702","2022","September",NA,NA,NA,12
"7116",NA,"65705","2022","September",NA,NA,NA,298
"7117",NA,"65707","2022","September",NA,NA,NA,145
"7118",NA,"65710","2022","September",NA,NA,NA,134
"7119",NA,"65715","2022","September",NA,NA,NA,17
"7120",NA,"65717","2022","September",NA,NA,NA,145
"7121",NA,"65720","2022","September",NA,NA,NA,77
"7122",NA,"65722","2022","September",NA,NA,NA,83
"7123",NA,"65724","2022","September",NA,NA,NA,0
"7124",NA,"65727","2022","September",NA,NA,NA,0
"7125",NA,"65728","2022","September",NA,NA,NA,0
"7126",NA,"65729","2022","September",NA,NA,NA,0
"7127",NA,"65730","2022","September",NA,NA,NA,0
"7128",NA,"65731","2022","September",NA,NA,NA,0
"7129",NA,"65732","2022","September",NA,NA,NA,159
"7130",NA,"65733","2022","September",NA,NA,NA,134
"7131",NA,"65734","2022","September",NA,NA,NA,316
"7132",NA,"65735","2022","September",NA,NA,NA,20
"7133",NA,"65740","2022","September",NA,NA,NA,272
"7134",NA,"65773","2022","September",NA,NA,NA,44
"7135",NA,"65744","2022","September",NA,NA,NA,3
"7136",NA,"65745","2022","September",NA,NA,NA,240
"7137",NA,"65752","2022","September",NA,NA,NA,31
"7138",NA,"65754","2022","September",NA,NA,NA,16
"7139",NA,"65755","2022","September",NA,NA,NA,9
"7140",NA,"65756","2022","September",NA,NA,NA,40
"7141",NA,"65760","2022","September",NA,NA,NA,11
"7142",NA,"65761","2022","September",NA,NA,NA,29
"7143",NA,"65762","2022","September",NA,NA,NA,45
"7144",NA,"65764","2022","September",NA,NA,NA,114
"7145",NA,"65766","2022","September",NA,NA,NA,5
"7146",NA,"65767","2022","September",NA,NA,NA,237
"7147",NA,"65768","2022","September",NA,NA,NA,18
"7148",NA,"65769","2022","September",NA,NA,NA,216
"7149",NA,"65771","2022","September",NA,NA,NA,51
"7150",NA,"65772","2022","September",NA,NA,NA,147
"7151",NA,"65774","2022","September",NA,NA,NA,86
"7152",NA,"65777","2022","September",NA,NA,NA,0
"7153",NA,"65778","2022","September",NA,NA,NA,6
