"","id","zip","amount","type","year"
"2494","E459-488","64151",62400,"crrsa_paycheck_2","2022"
"2495","P823-858","65810",62400,"crrsa_paycheck_2","2022"
"2496","P166-578","65804",24960,"crrsa_paycheck_2","2022"
"2497","E183-122","63130",83200,"crrsa_paycheck_2","2022"
"2498","E635-693","63366",16640,"crrsa_paycheck_2","2022"
"2499","P351-693","65807",24960,"crrsa_paycheck_2","2022"
"2500","P794-720","65203",24960,"crrsa_paycheck_2","2022"
"2501","E765-582","64870",4160,"crrsa_paycheck_2","2022"
"2502","E173-903","65775",16640,"crrsa_paycheck_2","2022"
"2503","P810-462","63670",4160,"crrsa_paycheck_2","2022"
"2504","P670-611","63334",62400,"crrsa_paycheck_2","2022"
"2505","E311-378","64110",37440,"crrsa_paycheck_2","2022"
"2506","P270-871","64804",8320,"crrsa_paycheck_2","2022"
"2507","P345-299","64804",16640,"crrsa_paycheck_2","2022"
"2508","P360-345","64804",12480,"crrsa_paycheck_2","2022"
"2509","E677-293","65109",33280,"crrsa_paycheck_2","2022"
"2510","E852-161","65109",20800,"crrsa_paycheck_2","2022"
"2511","E652-648","63146",62400,"crrsa_paycheck_2","2022"
"2512","P511-170","65804",20800,"crrsa_paycheck_2","2022"
"2513","P582-378","65804",29120,"crrsa_paycheck_2","2022"
"2514","E497-884","64015",4160,"crrsa_paycheck_2","2022"
"2515","E504-995","65018",4160,"crrsa_paycheck_2","2022"
"2516","E351-552","63122",12480,"crrsa_paycheck_2","2022"
"2517","E908-438","63109",62400,"crrsa_paycheck_2","2022"
"2518","E532-420","63105",16640,"crrsa_paycheck_2","2022"
"2519","E846-996","63077",33280,"crrsa_paycheck_2","2022"
"2520","P913-259","64801",8320,"crrsa_paycheck_2","2022"
"2521","E604-305","63144",20800,"crrsa_paycheck_2","2022"
"2522","P335-872","65706",62400,"crrsa_paycheck_2","2022"
"2523","P156-430","65802",16640,"crrsa_paycheck_2","2022"
"2524","P898-194","65807",20800,"crrsa_paycheck_2","2022"
"2525","P380-403","65802",29120,"crrsa_paycheck_2","2022"
"2526","P169-396","65803",12480,"crrsa_paycheck_2","2022"
"2527","P791-857","65202",20800,"crrsa_paycheck_2","2022"
"2528","P758-242","65203",20800,"crrsa_paycheck_2","2022"
"2529","E474-625","65109",16640,"crrsa_paycheck_2","2022"
"2530","E351-414","63301",12480,"crrsa_paycheck_2","2022"
"2531","P792-349","65807",16640,"crrsa_paycheck_2","2022"
"2532","E670-800","65202",4160,"crrsa_paycheck_2","2022"
"2533","E407-906","64507",16640,"crrsa_paycheck_2","2022"
"2534","E178-919","65101",62400,"crrsa_paycheck_2","2022"
"2535","P734-723","64633",33280,"crrsa_paycheck_2","2022"
"2536","P869-338","64136",62400,"crrsa_paycheck_2","2022"
"2537","E635-705","63112",62400,"crrsa_paycheck_2","2022"
"2538","P872-712","65051",4160,"crrsa_paycheck_2","2022"
"2539","E365-983","63020",24960,"crrsa_paycheck_2","2022"
"2540","E741-230","65101",20800,"crrsa_paycheck_2","2022"
"2541","E478-326","65101",12480,"crrsa_paycheck_2","2022"
"2542","E107-579","65109",24960,"crrsa_paycheck_2","2022"
"2543","E236-217","65270",62400,"crrsa_paycheck_2","2022"
"2544","P155-763","65020",54080,"crrsa_paycheck_2","2022"
"2545","E818-974","63857",8320,"crrsa_paycheck_2","2022"
"2546","P691-253","63401",54080,"crrsa_paycheck_2","2022"
"2547","P470-921","63141",104000,"crrsa_paycheck_2","2022"
"2548","P300-103","65804",16640,"crrsa_paycheck_2","2022"
"2549","P681-924","65804",33280,"crrsa_paycheck_2","2022"
"2550","E728-364","64131",104000,"crrsa_paycheck_2","2022"
"2551","P579-297","65605",4160,"crrsa_paycheck_2","2022"
"2552","P725-946","65401",83200,"crrsa_paycheck_2","2022"
"2553","P740-332","65203",37440,"crrsa_paycheck_2","2022"
"2554","P425-870","64112",62400,"crrsa_paycheck_2","2022"
"2555","P252-216","64801",12480,"crrsa_paycheck_2","2022"
"2556","E889-138","63017",62400,"crrsa_paycheck_2","2022"
"2557","E872-940","64725",33280,"crrsa_paycheck_2","2022"
"2558","E164-229","63038",20800,"crrsa_paycheck_2","2022"
"2559","E695-540","63021",16640,"crrsa_paycheck_2","2022"
"2560","E337-504","63026",24960,"crrsa_paycheck_2","2022"
"2561","E935-446","63005",12480,"crrsa_paycheck_2","2022"
"2562","E303-498","63011",20800,"crrsa_paycheck_2","2022"
"2563","E511-168","63025",24960,"crrsa_paycheck_2","2022"
"2564","E364-117","63025",37440,"crrsa_paycheck_2","2022"
"2565","E365-878","63011",24960,"crrsa_paycheck_2","2022"
"2566","E289-512","63011",20800,"crrsa_paycheck_2","2022"
"2567","E849-280","63026",33280,"crrsa_paycheck_2","2022"
"2568","E216-991","63040",20800,"crrsa_paycheck_2","2022"
"2569","E952-419","63011",12480,"crrsa_paycheck_2","2022"
"2570","E347-237","63011",37440,"crrsa_paycheck_2","2022"
"2571","E119-271","63011",20800,"crrsa_paycheck_2","2022"
"2572","E382-929","63021",29120,"crrsa_paycheck_2","2022"
"2573","P333-906","63137",33280,"crrsa_paycheck_2","2022"
"2574","E254-466","63366",20800,"crrsa_paycheck_2","2022"
"2575","E169-140","63116",62400,"crrsa_paycheck_2","2022"
"2576","P708-876","63771",16640,"crrsa_paycheck_2","2022"
"2577","P322-424","65633",4160,"crrsa_paycheck_2","2022"
"2578","E197-815","63787",8320,"crrsa_paycheck_2","2022"
"2579","E770-923","63303",20800,"crrsa_paycheck_2","2022"
"2580","E745-441","63103",12480,"crrsa_paycheck_2","2022"
"2581","P884-942","65203",41600,"crrsa_paycheck_2","2022"
"2582","E129-161","65723",8320,"crrsa_paycheck_2","2022"
"2583","E252-613","64506",62400,"crrsa_paycheck_2","2022"
"2584","P827-858","64130",4160,"crrsa_paycheck_2","2022"
"2585","E665-458","65775",29120,"crrsa_paycheck_2","2022"
"2586","P815-285","65804",20800,"crrsa_paycheck_2","2022"
"2587","E273-776","64110",8320,"crrsa_paycheck_2","2022"
"2588","E332-288","65203",62400,"crrsa_paycheck_2","2022"
"2589","E531-511","64131",83200,"crrsa_paycheck_2","2022"
"2590","P358-578","63376",62400,"crrsa_paycheck_2","2022"
"2591","P762-199","65605",4160,"crrsa_paycheck_2","2022"
"2592","E709-269","63028",83200,"crrsa_paycheck_2","2022"
"2593","P273-216","65804",29120,"crrsa_paycheck_2","2022"
"2594","E231-855","63775",16640,"crrsa_paycheck_2","2022"
"2595","E581-962","63122",104000,"crrsa_paycheck_2","2022"
"2596","E397-136","65401",83200,"crrsa_paycheck_2","2022"
"2597","E201-940","63129",20800,"crrsa_paycheck_2","2022"
"2598","E820-120","63084",16640,"crrsa_paycheck_2","2022"
"2599","P304-368","63857",4160,"crrsa_paycheck_2","2022"
"2600","E129-532","65101",37440,"crrsa_paycheck_2","2022"
"2601","P495-112","65202",16640,"crrsa_paycheck_2","2022"
"2602","P941-209","65203",33280,"crrsa_paycheck_2","2022"
"2603","P295-530","65803",12480,"crrsa_paycheck_2","2022"
"2604","E458-351","63347",83200,"crrsa_paycheck_2","2022"
"2605","E920-596","63125",62400,"crrsa_paycheck_2","2022"
"2606","E454-559","63801",33280,"crrsa_paycheck_2","2022"
"2607","E241-983","63010",62400,"crrsa_paycheck_2","2022"
"2608","P186-723","65803",16640,"crrsa_paycheck_2","2022"
"2609","E727-307","64083",83200,"crrsa_paycheck_2","2022"
"2610","E653-779","63144",83200,"crrsa_paycheck_2","2022"
"2611","E377-991","65452",12480,"crrsa_paycheck_2","2022"
"2612","P868-108","65049",20800,"crrsa_paycheck_2","2022"
"2613","E753-384","63011",20800,"crrsa_paycheck_2","2022"
"2614","E260-364","63136",41600,"crrsa_paycheck_2","2022"
"2615","E328-666","65201",8320,"crrsa_paycheck_2","2022"
"2616","E294-901","64086",62400,"crrsa_paycheck_2","2022"
"2617","E672-497","64081",62400,"crrsa_paycheck_2","2022"
"2618","E894-334","64063",62400,"crrsa_paycheck_2","2022"
"2619","E585-762","64086",45760,"crrsa_paycheck_2","2022"
"2620","E320-890","63034",16640,"crrsa_paycheck_2","2022"
"2621","E447-928","63112",8320,"crrsa_paycheck_2","2022"
"2622","P995-539","65203",20800,"crrsa_paycheck_2","2022"
"2623","E221-189","63775",59777,"crrsa_paycheck_2","2022"
"2624","E351-257","64155",104000,"crrsa_paycheck_2","2022"
"2625","E188-276","63123",83200,"crrsa_paycheck_2","2022"
"2626","P424-763","65897",12480,"crrsa_paycheck_2","2022"
"2627","E896-314","63028",24960,"crrsa_paycheck_2","2022"
"2628","E599-587","65738",4160,"crrsa_paycheck_2","2022"
"2629","E132-818","63136",104000,"crrsa_paycheck_2","2022"
"2630","E227-724","63133",104000,"crrsa_paycheck_2","2022"
"2631","E559-249","63366",12480,"crrsa_paycheck_2","2022"
"2632","P657-982","65201",20800,"crrsa_paycheck_2","2022"
"2633","P175-238","65203",45760,"crrsa_paycheck_2","2022"
"2634","P868-621","65201",24960,"crrsa_paycheck_2","2022"
"2635","E995-899","64501",33280,"crrsa_paycheck_2","2022"
"2636","E436-118","63028",62400,"crrsa_paycheck_2","2022"
"2637","E894-516","64507",54080,"crrsa_paycheck_2","2022"
"2638","P713-969","63137",62400,"crrsa_paycheck_2","2022"
"2639","E495-410","63050",16640,"crrsa_paycheck_2","2022"
"2640","E182-625","64865",8320,"crrsa_paycheck_2","2022"
"2641","E564-851","65625",33280,"crrsa_paycheck_2","2022"
"2642","P393-739","64132",4160,"crrsa_paycheck_2","2022"
"2643","E162-582","63146",62400,"crrsa_paycheck_2","2022"
"2644","E774-656","63110",62400,"crrsa_paycheck_2","2022"
"2645","E961-456","63110",33280,"crrsa_paycheck_2","2022"
"2646","P357-343","63118",8320,"crrsa_paycheck_2","2022"
"2647","E794-935","64402",16640,"crrsa_paycheck_2","2022"
"2648","E946-658","64470",16640,"crrsa_paycheck_2","2022"
"2649","E565-208","64456",16640,"crrsa_paycheck_2","2022"
"2650","E485-989","64466",16640,"crrsa_paycheck_2","2022"
"2651","E748-963","64468",33280,"crrsa_paycheck_2","2022"
"2652","E897-124","64489",16640,"crrsa_paycheck_2","2022"
"2653","E765-516","63841",8320,"crrsa_paycheck_2","2022"
"2654","E323-366","63537",4160,"crrsa_paycheck_2","2022"
"2655","P212-355","63703",16640,"crrsa_paycheck_2","2022"
"2656","E746-723","63703",12480,"crrsa_paycheck_2","2022"
"2657","E211-708","63139",8320,"crrsa_paycheck_2","2022"
"2658","P663-286","63353",8320,"crrsa_paycheck_2","2022"
"2659","E250-317","63128",20800,"crrsa_paycheck_2","2022"
"2660","E844-497","64804",83200,"crrsa_paycheck_2","2022"
"2661","E696-263","63303",83200,"crrsa_paycheck_2","2022"
"2662","E976-751","64482",33280,"crrsa_paycheck_2","2022"
"2663","E709-389","63139",20800,"crrsa_paycheck_2","2022"
"2664","P934-306","65109",33280,"crrsa_paycheck_2","2022"
"2665","E360-834","63031",62400,"crrsa_paycheck_2","2022"
"2666","E402-944","63126",91520,"crrsa_paycheck_2","2022"
"2667","E602-416","64015",4160,"crrsa_paycheck_2","2022"
"2668","E983-878","64012",20800,"crrsa_paycheck_2","2022"
"2669","E843-916","64012",16640,"crrsa_paycheck_2","2022"
"2670","E151-201","64012",24960,"crrsa_paycheck_2","2022"
"2671","E817-309","64504",4160,"crrsa_paycheck_2","2022"
"2672","P227-205","64130",16640,"crrsa_paycheck_2","2022"
"2673","P171-710","63121",8320,"crrsa_paycheck_2","2022"
"2674","E234-595","63021",83200,"crrsa_paycheck_2","2022"
"2675","E242-411","64503",4160,"crrsa_paycheck_2","2022"
"2676","P107-835","63112",4160,"crrsa_paycheck_2","2022"
"2677","E882-372","63141",62400,"crrsa_paycheck_2","2022"
"2678","P314-582","63110",8320,"crrsa_paycheck_2","2022"
"2679","P485-696","65401",4160,"crrsa_paycheck_2","2022"
"2680","E876-583","64030",8320,"crrsa_paycheck_2","2022"
"2681","P660-785","63141",83200,"crrsa_paycheck_2","2022"
"2682","E210-966","63134",33280,"crrsa_paycheck_2","2022"
"2683","E388-239","65101",58240,"crrsa_paycheck_2","2022"
"2684","E803-588","63114",83200,"crrsa_paycheck_2","2022"
"2685","E307-695","64064",104000,"crrsa_paycheck_2","2022"
"2686","E661-111","63961",4160,"crrsa_paycheck_2","2022"
"2687","E482-886","63120",62400,"crrsa_paycheck_2","2022"
"2688","P455-886","65101",62400,"crrsa_paycheck_2","2022"
"2689","E592-996","64117",4160,"crrsa_paycheck_2","2022"
"2690","P729-885","63435",16640,"crrsa_paycheck_2","2022"
"2691","E726-306","65201",8320,"crrsa_paycheck_2","2022"
"2692","E390-953","63128",12480,"crrsa_paycheck_2","2022"
"2693","E609-388","63020",83200,"crrsa_paycheck_2","2022"
"2694","P474-674","63670",4160,"crrsa_paycheck_2","2022"
"2695","E304-806","63304",49920,"crrsa_paycheck_2","2022"
"2696","E149-138","63136",8320,"crrsa_paycheck_2","2022"
"2697","P906-372","63640",16640,"crrsa_paycheck_2","2022"
"2698","E365-294","63146",83200,"crrsa_paycheck_2","2022"
"2699","E336-470","63368",104000,"crrsa_paycheck_2","2022"
"2700","E294-171","63801",4160,"crrsa_paycheck_2","2022"
"2701","P906-941","65248",4160,"crrsa_paycheck_2","2022"
"2702","E795-824","65711",16640,"crrsa_paycheck_2","2022"
"2703","E983-818","63143",16640,"crrsa_paycheck_2","2022"
"2704","E577-778","63120",8320,"crrsa_paycheck_2","2022"
"2705","P305-986","64772",29120,"crrsa_paycheck_2","2022"
"2706","E420-226","63830",4160,"crrsa_paycheck_2","2022"
"2707","E539-803","63301",49920,"crrsa_paycheck_2","2022"
"2708","E918-228","63366",12480,"crrsa_paycheck_2","2022"
"2709","E729-974","64113",83200,"crrsa_paycheck_2","2022"
"2710","E731-694","64801",4160,"crrsa_paycheck_2","2022"
"2711","E194-948","63901",83200,"crrsa_paycheck_2","2022"
"2712","P573-204","65802",16640,"crrsa_paycheck_2","2022"
"2713","P233-708","65804",33280,"crrsa_paycheck_2","2022"
"2714","E681-197","65401",62400,"crrsa_paycheck_2","2022"
"2715","E911-903","65622",49920,"crrsa_paycheck_2","2022"
"2716","E882-153","63944",8320,"crrsa_paycheck_2","2022"
"2717","E198-244","63862",4160,"crrsa_paycheck_2","2022"
"2718","E821-455","63147",8320,"crrsa_paycheck_2","2022"
"2719","P618-345","65804",4160,"crrsa_paycheck_2","2022"
"2720","E230-365","63147",33280,"crrsa_paycheck_2","2022"
"2721","E792-230","63445",4160,"crrsa_paycheck_2","2022"
"2722","P207-923","64870",8320,"crrsa_paycheck_2","2022"
"2723","P418-585","63074",4160,"crrsa_paycheck_2","2022"
"2724","E720-385","63138",33280,"crrsa_paycheck_2","2022"
"2725","E772-309","63857",8320,"crrsa_paycheck_2","2022"
"2726","P665-851","63343",4160,"crrsa_paycheck_2","2022"
"2727","E601-648","63848",4160,"crrsa_paycheck_2","2022"
"2728","E586-381","63050",16640,"crrsa_paycheck_2","2022"
"2729","E470-353","63118",16640,"crrsa_paycheck_2","2022"
"2730","P661-875","63869",4160,"crrsa_paycheck_2","2022"
"2731","E791-527","65301",49920,"crrsa_paycheck_2","2022"
"2732","E360-193","63780",33280,"crrsa_paycheck_2","2022"
"2733","E528-303","63376",20800,"crrsa_paycheck_2","2022"
"2734","P375-482","63010",37440,"crrsa_paycheck_2","2022"
"2735","P477-150","65804",20800,"crrsa_paycheck_2","2022"
"2736","P619-977","63869",4160,"crrsa_paycheck_2","2022"
"2737","P376-622","63670",4160,"crrsa_paycheck_2","2022"
"2738","E978-519","63070",33280,"crrsa_paycheck_2","2022"
"2739","E187-818","63005",83200,"crrsa_paycheck_2","2022"
"2740","E470-664","64865",8320,"crrsa_paycheck_2","2022"
"2741","E545-364","63775",8320,"crrsa_paycheck_2","2022"
"2742","E573-265","64081",54080,"crrsa_paycheck_2","2022"
"2743","E363-782","64082",58240,"crrsa_paycheck_2","2022"
"2744","P492-206","65616",4160,"crrsa_paycheck_2","2022"
"2745","E615-209","63848",4160,"crrsa_paycheck_2","2022"
"2746","E663-104","63121",4160,"crrsa_paycheck_2","2022"
"2747","E683-885","65401",62400,"crrsa_paycheck_2","2022"
"2748","P561-223","65560",8320,"crrsa_paycheck_2","2022"
"2749","E816-975","63122",104000,"crrsa_paycheck_2","2022"
"2750","E231-971","63303",58240,"crrsa_paycheck_2","2022"
"2751","E746-279","64086",54080,"crrsa_paycheck_2","2022"
"2752","E510-312","63037",62400,"crrsa_paycheck_2","2022"
"2753","P247-145","64063",58240,"crrsa_paycheck_2","2022"
"2754","E694-281","63137",4160,"crrsa_paycheck_2","2022"
"2755","P845-939","65065",33280,"crrsa_paycheck_2","2022"
"2756","E601-666","63830",4160,"crrsa_paycheck_2","2022"
"2757","P712-142","63114",62400,"crrsa_paycheck_2","2022"
"2758","E557-618","65270",8320,"crrsa_paycheck_2","2022"
"2759","E370-747","65738",41600,"crrsa_paycheck_2","2022"
"2760","E752-717","63366",16640,"crrsa_paycheck_2","2022"
"2761","E886-953","63090",16640,"crrsa_paycheck_2","2022"
"2762","E995-108","64134",33280,"crrsa_paycheck_2","2022"
"2763","E793-202","64155",104000,"crrsa_paycheck_2","2022"
"2764","P129-956","65806",24960,"crrsa_paycheck_2","2022"
"2765","E318-249","64485",8320,"crrsa_paycheck_2","2022"
"2766","E652-526","64151",62400,"crrsa_paycheck_2","2022"
"2767","E732-977","63088",16640,"crrsa_paycheck_2","2022"
"2768","P554-197","65582",4160,"crrsa_paycheck_2","2022"
"2769","E547-804","63147",37440,"crrsa_paycheck_2","2022"
"2770","E823-318","63005",16640,"crrsa_paycheck_2","2022"
"2771","E308-958","63106",4160,"crrsa_paycheck_2","2022"
"2772","P768-160","65201",45760,"crrsa_paycheck_2","2022"
"2773","E381-341","63703",87360,"crrsa_paycheck_2","2022"
"2774","E471-452","63878",4160,"crrsa_paycheck_2","2022"
"2775","E841-522","64082",104000,"crrsa_paycheck_2","2022"
"2776","P738-492","63033",4160,"crrsa_paycheck_2","2022"
"2777","P208-463","63389",4160,"crrsa_paycheck_2","2022"
"2778","E355-407","63146",62400,"crrsa_paycheck_2","2022"
"2779","E868-947","63129",83200,"crrsa_paycheck_2","2022"
"2780","P980-383","65631",33280,"crrsa_paycheck_2","2022"
"2781","P573-550","63028",24960,"crrsa_paycheck_2","2022"
"2782","E409-882","65265",16640,"crrsa_paycheck_2","2022"
"2783","E182-134","64138",24960,"crrsa_paycheck_2","2022"
"2784","P107-173","64503",16640,"crrsa_paycheck_2","2022"
"2785","E530-318","63136",16640,"crrsa_paycheck_2","2022"
"2786","E196-478","63026",104000,"crrsa_paycheck_2","2022"
"2787","E710-544","63129",83200,"crrsa_paycheck_2","2022"
"2788","P858-402","64029",4160,"crrsa_paycheck_2","2022"
"2789","E245-402","65051",62400,"crrsa_paycheck_2","2022"
"2790","P267-407","63645",104000,"crrsa_paycheck_2","2022"
"2791","E951-421","65721",33280,"crrsa_paycheck_2","2022"
"2792","E283-349","63376",37440,"crrsa_paycheck_2","2022"
"2793","E556-319","63136",41600,"crrsa_paycheck_2","2022"
"2794","P812-939","63107",4160,"crrsa_paycheck_2","2022"
"2795","E754-307","63376",4160,"crrsa_paycheck_2","2022"
"2796","E156-680","63367",83200,"crrsa_paycheck_2","2022"
"2797","P262-203","63801",4160,"crrsa_paycheck_2","2022"
"2798","E975-516","64012",104000,"crrsa_paycheck_2","2022"
"2799","P444-624","63127",104000,"crrsa_paycheck_2","2022"
"2800","P588-109","63780",12480,"crrsa_paycheck_2","2022"
"2801","E500-876","63010",83200,"crrsa_paycheck_2","2022"
"2802","P689-860","63755",4160,"crrsa_paycheck_2","2022"
"2803","P840-757","64130",104000,"crrsa_paycheck_2","2022"
"2804","P519-412","63382",33280,"crrsa_paycheck_2","2022"
"2805","E945-163","64134",4160,"crrsa_paycheck_2","2022"
"2806","E783-287","63034",29120,"crrsa_paycheck_2","2022"
"2807","E817-568","63025",37440,"crrsa_paycheck_2","2022"
"2808","E612-586","63944",12480,"crrsa_paycheck_2","2022"
"2809","P775-485","65738",33280,"crrsa_paycheck_2","2022"
"2810","E597-476","63901",33280,"crrsa_paycheck_2","2022"
"2811","E380-504","65711",33280,"crrsa_paycheck_2","2022"
"2812","P376-735","65202",62400,"crrsa_paycheck_2","2022"
"2813","E656-585","65101",83200,"crrsa_paycheck_2","2022"
"2814","E344-743","63935",8320,"crrsa_paycheck_2","2022"
"2815","E920-605","64504",4160,"crrsa_paycheck_2","2022"
"2816","E971-424","63136",62400,"crrsa_paycheck_2","2022"
"2817","P407-141","63703",4160,"crrsa_paycheck_2","2022"
"2818","E999-209","63125",62400,"crrsa_paycheck_2","2022"
"2819","P976-981","65616",29120,"crrsa_paycheck_2","2022"
"2820","E825-460","63113",62400,"crrsa_paycheck_2","2022"
"2821","E175-546","63640",58240,"crrsa_paycheck_2","2022"
"2822","E559-516","63367",4160,"crrsa_paycheck_2","2022"
"2823","E652-376","63845",29120,"crrsa_paycheck_2","2022"
"2824","E538-845","63129",104000,"crrsa_paycheck_2","2022"
"2825","E740-590","63822",16640,"crrsa_paycheck_2","2022"
"2826","P901-670","65781",29120,"crrsa_paycheck_2","2022"
"2827","P704-200","64108",45760,"crrsa_paycheck_2","2022"
"2828","E907-998","63366",20800,"crrsa_paycheck_2","2022"
"2829","E172-460","63144",16640,"crrsa_paycheck_2","2022"
"2830","E797-817","64151",83200,"crrsa_paycheck_2","2022"
"2831","P792-674","64130",8320,"crrsa_paycheck_2","2022"
"2832","P200-243","65781",83200,"crrsa_paycheck_2","2022"
"2833","P177-913","65781",66560,"crrsa_paycheck_2","2022"
"2834","P935-946","65802",70720,"crrsa_paycheck_2","2022"
"2835","P679-724","65802",79040,"crrsa_paycheck_2","2022"
"2836","E947-679","63301",37440,"crrsa_paycheck_2","2022"
"2837","E662-368","64850",29120,"crrsa_paycheck_2","2022"
"2838","P855-326","63901",16640,"crrsa_paycheck_2","2022"
"2839","E712-549","63136",4160,"crrsa_paycheck_2","2022"
"2840","E573-472","65270",4160,"crrsa_paycheck_2","2022"
"2841","E690-138","65109",62400,"crrsa_paycheck_2","2022"
"2842","E458-317","65802",33280,"crrsa_paycheck_2","2022"
"2843","E251-241","64062",33280,"crrsa_paycheck_2","2022"
"2844","E286-603","64082",62400,"crrsa_paycheck_2","2022"
"2845","P649-148","64030",16640,"crrsa_paycheck_2","2022"
"2846","E404-568","65725",4160,"crrsa_paycheck_2","2022"
"2847","E416-513","63112",8320,"crrsa_paycheck_2","2022"
"2848","E785-364","63459",33280,"crrsa_paycheck_2","2022"
"2849","P886-316","63732",16640,"crrsa_paycheck_2","2022"
"2850","E478-124","65802",83200,"crrsa_paycheck_2","2022"
"2851","E368-561","63129",54080,"crrsa_paycheck_2","2022"
"2852","E341-752","63121",16640,"crrsa_paycheck_2","2022"
"2853","E858-642","65101",33280,"crrsa_paycheck_2","2022"
"2854","E520-897","63111",33280,"crrsa_paycheck_2","2022"
"2855","P100-954","63136",4160,"crrsa_paycheck_2","2022"
"2856","P204-791","65203",41600,"crrsa_paycheck_2","2022"
"2857","E576-172","64468",4160,"crrsa_paycheck_2","2022"
"2858","E941-890","63074",8320,"crrsa_paycheck_2","2022"
"2859","E111-921","63841",8320,"crrsa_paycheck_2","2022"
"2860","E499-549","63366",12480,"crrsa_paycheck_2","2022"
"2861","P734-948","65806",12480,"crrsa_paycheck_2","2022"
"2862","E851-355","63366",16640,"crrsa_paycheck_2","2022"
"2863","P512-470","63112",8320,"crrsa_paycheck_2","2022"
"2864","E912-278","63115",33280,"crrsa_paycheck_2","2022"
"2865","P298-190","63755",4160,"crrsa_paycheck_2","2022"
"2866","P314-761","63801",4160,"crrsa_paycheck_2","2022"
"2867","E404-831","64161",104000,"crrsa_paycheck_2","2022"
"2868","E743-694","65775",8320,"crrsa_paycheck_2","2022"
"2869","E197-810","63042",62400,"crrsa_paycheck_2","2022"
"2870","E102-313","63115",4160,"crrsa_paycheck_2","2022"
"2871","E154-781","63366",62400,"crrsa_paycheck_2","2022"
"2872","E946-394","65781",4160,"crrsa_paycheck_2","2022"
"2873","E226-815","63121",16640,"crrsa_paycheck_2","2022"
"2874","E243-250","63376",83200,"crrsa_paycheck_2","2022"
"2875","E566-795","63042",104000,"crrsa_paycheck_2","2022"
"2876","E151-225","63021",66560,"crrsa_paycheck_2","2022"
"2877","E230-794","63017",104000,"crrsa_paycheck_2","2022"
"2878","E646-511","63139",83200,"crrsa_paycheck_2","2022"
"2879","E667-541","63122",83200,"crrsa_paycheck_2","2022"
"2880","P577-470","65018",33280,"crrsa_paycheck_2","2022"
"2881","E225-615","63033",45760,"crrsa_paycheck_2","2022"
"2882","E505-111","63379",83200,"crrsa_paycheck_2","2022"
"2883","E931-474","64504",16640,"crrsa_paycheck_2","2022"
"2884","E473-757","64507",16640,"crrsa_paycheck_2","2022"
"2885","E647-405","64505",16640,"crrsa_paycheck_2","2022"
"2886","E274-884","63965",83200,"crrsa_paycheck_2","2022"
"2887","E831-922","65301",58240,"crrsa_paycheck_2","2022"
"2888","E748-386","65401",16640,"crrsa_paycheck_2","2022"
"2889","E325-120","63368",104000,"crrsa_paycheck_2","2022"
"2890","E645-106","64130",83200,"crrsa_paycheck_2","2022"
"2891","E815-964","63137",4160,"crrsa_paycheck_2","2022"
"2892","E930-168","63122",62400,"crrsa_paycheck_2","2022"
"2893","E658-764","63645",62400,"crrsa_paycheck_2","2022"
"2894","E466-834","63841",4160,"crrsa_paycheck_2","2022"
"2895","E441-659","65536",8320,"crrsa_paycheck_2","2022"
"2896","E160-725","65101",104000,"crrsa_paycheck_2","2022"
"2897","E226-209","65401",8320,"crrsa_paycheck_2","2022"
"2898","E372-495","63841",16640,"crrsa_paycheck_2","2022"
"2899","P297-786","63368",104000,"crrsa_paycheck_2","2022"
"2900","E974-584","65203",83200,"crrsa_paycheck_2","2022"
"2901","E901-426","63108",62400,"crrsa_paycheck_2","2022"
"2902","E133-971","63133",4160,"crrsa_paycheck_2","2022"
"2903","P135-522","64034",20800,"crrsa_paycheck_2","2022"
"2904","E619-862","63366",83200,"crrsa_paycheck_2","2022"
"2905","E958-782","65453",62400,"crrsa_paycheck_2","2022"
"2906","P511-736","64034",12480,"crrsa_paycheck_2","2022"
"2907","P407-318","64056",45760,"crrsa_paycheck_2","2022"
"2908","E999-632","65201",16640,"crrsa_paycheck_2","2022"
"2909","E406-679","65109",62400,"crrsa_paycheck_2","2022"
"2910","P916-161","64068",104000,"crrsa_paycheck_2","2022"
"2911","E972-766","63031",8320,"crrsa_paycheck_2","2022"
"2912","E401-717","63303",104000,"crrsa_paycheck_2","2022"
"2913","E993-420","64507",4160,"crrsa_paycheck_2","2022"
"2914","E984-481","63935",8320,"crrsa_paycheck_2","2022"
"2915","P769-952","63701",33280,"crrsa_paycheck_2","2022"
"2916","E115-845","63852",8320,"crrsa_paycheck_2","2022"
"2917","E829-232","64507",62400,"crrsa_paycheck_2","2022"
"2918","E914-606","63040",24960,"crrsa_paycheck_2","2022"
"2919","P225-359","64056",54080,"crrsa_paycheck_2","2022"
"2920","P315-983","65052",33280,"crrsa_paycheck_2","2022"
"2921","E898-989","63049",33280,"crrsa_paycheck_2","2022"
"2922","E820-206","63051",33280,"crrsa_paycheck_2","2022"
"2923","E890-595","63049",16640,"crrsa_paycheck_2","2022"
"2924","E974-424","63051",33280,"crrsa_paycheck_2","2022"
"2925","E531-508","63023",16640,"crrsa_paycheck_2","2022"
"2926","E515-869","63049",24960,"crrsa_paycheck_2","2022"
"2927","E502-768","63137",8320,"crrsa_paycheck_2","2022"
"2928","E933-249","65807",83200,"crrsa_paycheck_2","2022"
"2929","E577-948","65020",16640,"crrsa_paycheck_2","2022"
"2930","E922-811","64485",33280,"crrsa_paycheck_2","2022"
