"","id","zip","amount","type","year"
"977","P488-230","63020",5070,"arpa_training","2022"
"978","E85","65775",2200,"arpa_retention","2022"
"979","E820-373","63033",3300,"arpa_retention","2022"
"980","E798-934","63366",18700,"arpa_retention","2022"
"981","E393-439","65634",3300,"arpa_retention","2022"
"982","E429-801","64131",13200,"arpa_retention","2022"
"983","E631-156","64134",27000,"arpa_retention","2022"
"984","E329-115","63115",3300,"arpa_retention","2022"
"985","E116-860","63385",6600,"arpa_retention","2022"
"986","E261-299","63469",9350,"arpa_retention","2022"
"987","E646-998","65714",12650,"arpa_retention","2022"
"988","E125-263","65807",2000,"arpa_retention","2022"
"989","E446-746","65255",27500,"arpa_retention","2022"
"990","E899-442","63367",6600,"arpa_retention","2022"
"991","E136-382","64138",3300,"arpa_retention","2022"
"992","E762-242","63116",3300,"arpa_retention","2022"
"993","E216-557","63136",5500,"arpa_retention","2022"
"994","E182-926","63601",6600,"arpa_retention","2022"
"995","E919-669","63037",29700,"arpa_retention","2022"
"996","E575-680","63118",21450,"arpa_retention","2022"
"997","E320-797","63304",13200,"arpa_retention","2022"
"998","E942-552","65043",23650,"arpa_retention","2022"
"999","E994-327","65043",4950,"arpa_retention","2022"
"1000","E851-869","64060",33000,"arpa_retention","2022"
"1001","E339-221","63110",24750,"arpa_retention","2022"
"1002","E632-559","64037",23100,"arpa_retention","2022"
"1003","E361-324","65251",24200,"arpa_retention","2022"
"1004","E202-564","63459",9900,"arpa_retention","2022"
"1005","E302-916","63042",33550,"arpa_retention","2022"
"1006","E939-153","64132",3300,"arpa_retention","2022"
"1007","E974-902","65109",42350,"arpa_retention","2022"
"1008","E688-295","65536",3000,"arpa_retention","2022"
"1009","E550-412","63138",13750,"arpa_retention","2022"
"1010","E864-625","63863",2200,"arpa_retention","2022"
"1011","E571-291","64127",13200,"arpa_retention","2022"
"1012","E777-167","63376",24750,"arpa_retention","2022"
"1013","E103-741","63376",20900,"arpa_retention","2022"
"1014","E720-929","65301",15950,"arpa_retention","2022"
"1015","E368-430","63445",3300,"arpa_retention","2022"
"1016","E646-540","65270",10000,"arpa_retention","2022"
"1017","E525-911","63017",1100,"arpa_retention","2022"
"1018","E315-607","65054",20900,"arpa_retention","2022"
"1019","E145-878","64118",6600,"arpa_retention","2022"
"1020","E217-491","63121",3300,"arpa_retention","2022"
"1021","E755-941","65201",7700,"arpa_retention","2022"
"1022","E311-773","64131",12100,"arpa_retention","2022"
"1023","E442-506","65020",10450,"arpa_retention","2022"
"1024","E844-553","63851",3300,"arpa_retention","2022"
"1025","E764-962","63136",9900,"arpa_retention","2022"
"1026","E945-802","64109",7000,"arpa_retention","2022"
"1027","E738-615","65807",40150,"arpa_retention","2022"
"1028","E666-205","64131",6000,"arpa_retention","2022"
"1029","E312-262","64157",20500,"arpa_retention","2022"
"1030","E566-492","64152",22500,"arpa_retention","2022"
"1031","E887-825","65804",46750,"arpa_retention","2022"
"1032","E244-470","64024",32500,"arpa_retention","2022"
"1033","E282-967","63049",25300,"arpa_retention","2022"
"1034","E290-402","65452",7700,"arpa_retention","2022"
"1035","E236-162","65201",11000,"arpa_retention","2022"
"1036","E264-496","63137",12100,"arpa_retention","2022"
"1037","E301-492","63129",14850,"arpa_retention","2022"
"1038","E951-263","64131",23100,"arpa_retention","2022"
"1039","E538-400","64506",33550,"arpa_retention","2022"
"1040","E593-813","63121",18150,"arpa_retention","2022"
"1041","E806-193","63645",9350,"arpa_retention","2022"
"1042","E164-383","65453",33550,"arpa_retention","2022"
"1043","E960-357","63640",14300,"arpa_retention","2022"
"1044","E607-879","63031",15950,"arpa_retention","2022"
"1045","E179-477","65101",14850,"arpa_retention","2022"
"1046","E767-713","63640",12100,"arpa_retention","2022"
"1047","E585-143","63042",23100,"arpa_retention","2022"
"1048","E437-530","63141",39600,"arpa_retention","2022"
"1049","E262-487","63031",3300,"arpa_retention","2022"
"1050","E522-569","65804",3300,"arpa_retention","2022"
"1051","E429-381","64055",3850,"arpa_retention","2022"
"1052","E307-345","63084",16500,"arpa_retention","2022"
"1053","E261-928","65233",3300,"arpa_retention","2022"
"1054","E681-565","63385",44550,"arpa_retention","2022"
"1055","E607-781","63044",31350,"arpa_retention","2022"
"1056","E795-521","63775",27500,"arpa_retention","2022"
"1057","E190-538","65063",6600,"arpa_retention","2022"
"1058","E178-621","65082",6600,"arpa_retention","2022"
"1059","E454-823","65202",6600,"arpa_retention","2022"
"1060","E314-463","63133",22000,"arpa_retention","2022"
"1061","E299-764","65202",30250,"arpa_retention","2022"
"1062","E277-820","64083",6600,"arpa_retention","2022"
"1063","E611-807","64075",23100,"arpa_retention","2022"
"1064","E206-977","63130",11000,"arpa_retention","2022"
"1065","E160-744","65714",3300,"arpa_retention","2022"
"1066","E136-870","65714",3300,"arpa_retention","2022"
"1067","E509-944","65714",3300,"arpa_retention","2022"
"1068","E871-893","65714",3300,"arpa_retention","2022"
"1069","E196-810","65065",27500,"arpa_retention","2022"
"1070","E507-177","65049",8250,"arpa_retention","2022"
"1071","E646-174","65020",25300,"arpa_retention","2022"
"1072","E742-921","65270",3300,"arpa_retention","2022"
"1073","E153-344","63033",3300,"arpa_retention","2022"
"1074","E626-961","63775",3000,"arpa_retention","2022"
"1075","E505-342","63136",6600,"arpa_retention","2022"
"1076","E982-320","65010",9900,"arpa_retention","2022"
"1077","E671-516","63074",3300,"arpa_retention","2022"
"1078","E736-793","64132",3000,"arpa_retention","2022"
"1079","E921-714","63114",39050,"arpa_retention","2022"
"1080","E864-872","63301",9900,"arpa_retention","2022"
"1081","E154-776","63136",3300,"arpa_retention","2022"
"1082","E795-112","65714",3300,"arpa_retention","2022"
"1083","E831-730","63134",6600,"arpa_retention","2022"
"1084","E716-323","64801",18150,"arpa_retention","2022"
"1085","E305-263","63147",30800,"arpa_retention","2022"
"1086","E476-936","64804",9900,"arpa_retention","2022"
"1087","E116-768","65101",22550,"arpa_retention","2022"
"1088","E285-962","64114",41800,"arpa_retention","2022"
"1089","E462-448","63107",10450,"arpa_retention","2022"
"1090","E596-639","64720",5500,"arpa_retention","2022"
"1091","E686-803","63703",13200,"arpa_retention","2022"
"1092","E241-160","65054",5500,"arpa_retention","2022"
"1093","E243-680","63110",17600,"arpa_retention","2022"
"1094","E376-216","63104",26400,"arpa_retention","2022"
"1095","E708-869","63104",26400,"arpa_retention","2022"
"1096","E661-381","64506",3300,"arpa_retention","2022"
"1097","E518-166","65655",6600,"arpa_retention","2022"
"1098","P992-885","65617",13750,"arpa_retention","2022"
"1099","E657-395","63147",11550,"arpa_retention","2022"
"1100","E890-351","64151",26400,"arpa_retention","2022"
"1101","E336-506","63118",43450,"arpa_retention","2022"
"1102","P319-988","63084",11550,"arpa_retention","2022"
"1103","P677-128","64114",6600,"arpa_retention","2022"
"1104","P935-525","63121",14850,"arpa_retention","2022"
"1105","P344-332","65043",20900,"arpa_retention","2022"
"1106","P861-377","65708",5500,"arpa_retention","2022"
"1107","P790-543","65202",19800,"arpa_retention","2022"
"1108","E442-930","65203",3000,"arpa_retention","2022"
"1109","E832-127","65401",17600,"arpa_retention","2022"
"1110","E779-257","65775",11550,"arpa_retention","2022"
"1111","E205-118","63050",35750,"arpa_retention","2022"
"1112","E753-821","64485",17050,"arpa_retention","2022"
"1113","E727-565","63031",3300,"arpa_retention","2022"
"1114","E311-835","63136",43450,"arpa_retention","2022"
"1115","E205-173","63020",18150,"arpa_retention","2022"
"1116","E806-978","63050",11000,"arpa_retention","2022"
"1117","E454-532","63703",3300,"arpa_retention","2022"
"1118","E373-182","64034",3300,"arpa_retention","2022"
"1119","E626-731","63841",6000,"arpa_retention","2022"
"1120","E464-852","63031",15950,"arpa_retention","2022"
"1121","E514-423","64130",78650,"arpa_retention","2022"
"1122","P879-680","63764",3300,"arpa_retention","2022"
"1123","P988-918","65101",7700,"arpa_retention","2022"
"1124","E171-596","63050",17600,"arpa_retention","2022"
"1125","E557-841","65101",35200,"arpa_retention","2022"
"1126","E889-664","63901",27250,"arpa_retention","2022"
"1127","E597-323","63016",14300,"arpa_retention","2022"
"1128","E879-388","63134",18700,"arpa_retention","2022"
"1129","E887-958","65723",6600,"arpa_retention","2022"
"1130","E392-232","65616",39600,"arpa_retention","2022"
"1131","E452-846","65803",32450,"arpa_retention","2022"
"1132","E629-890","65807",93500,"arpa_retention","2022"
"1133","E755-513","63664",6050,"arpa_retention","2022"
"1134","E589-432","65010",4000,"arpa_retention","2022"
"1135","E571-389","63115",13200,"arpa_retention","2022"
"1136","E493-194","63130",62700,"arpa_retention","2022"
"1137","P290-198","64155",2200,"arpa_retention","2022"
"1138","P542-929","63136",12100,"arpa_retention","2022"
"1139","E645-432","63136",6600,"arpa_retention","2022"
"1140","E399-790","63113",25300,"arpa_retention","2022"
"1141","E492-496","65233",3300,"arpa_retention","2022"
"1142","E666-260","63137",3300,"arpa_retention","2022"
"1143","E473-783","65248",3300,"arpa_retention","2022"
"1144","E816-502","63878",3300,"arpa_retention","2022"
"1145","E183-300","63303",72600,"arpa_retention","2022"
"1146","E446-445","65101",20350,"arpa_retention","2022"
"1147","E607-148","63011",24500,"arpa_retention","2022"
"1148","E405-948","63113",33000,"arpa_retention","2022"
"1149","E227-352","64644",3300,"arpa_retention","2022"
"1150","E455-641","63869",3300,"arpa_retention","2022"
"1151","E284-500","64862",13750,"arpa_retention","2022"
"1152","E333-418","64865",3000,"arpa_retention","2022"
"1153","E730-583","63112",3300,"arpa_retention","2022"
"1154","E184-453","63051",23100,"arpa_retention","2022"
"1155","E756-123","63138",19800,"arpa_retention","2022"
"1156","E920-403","63368",31900,"arpa_retention","2022"
"1157","E703-912","64131",4400,"arpa_retention","2022"
"1158","E949-762","63111",11550,"arpa_retention","2022"
"1159","E596-987","63120",15400,"arpa_retention","2022"
"1160","E874-785","64870",6600,"arpa_retention","2022"
"1161","E355-892","63120",7700,"arpa_retention","2022"
"1162","E361-994","63703",23100,"arpa_retention","2022"
"1163","E648-347","63138",21450,"arpa_retention","2022"
"1164","E644-659","63901",12650,"arpa_retention","2022"
"1165","E587-425","63863",6050,"arpa_retention","2022"
"1166","E401-995","63703",7700,"arpa_retention","2022"
"1167","E112-562","64029",33000,"arpa_retention","2022"
"1168","E897-647","64014",27500,"arpa_retention","2022"
"1169","E517-836","63401",3300,"arpa_retention","2022"
"1170","E282-351","64155",7150,"arpa_retention","2022"
"1171","E925-196","63010",22000,"arpa_retention","2022"
"1172","E558-924","63114",31900,"arpa_retention","2022"
"1173","E983-661","63112",12650,"arpa_retention","2022"
"1174","E196-266","63301",20900,"arpa_retention","2022"
"1175","P838-758","64083",9900,"arpa_retention","2022"
"1176","P274-383","63136",13200,"arpa_retention","2022"
"1177","E708-306","63304",31900,"arpa_retention","2022"
"1178","E946-438","63368",13200,"arpa_retention","2022"
"1179","E102-445","63011",14300,"arpa_retention","2022"
"1180","E856-358","63118",13200,"arpa_retention","2022"
"1181","E834-548","63136",3850,"arpa_retention","2022"
"1182","E291-744","63701",3300,"arpa_retention","2022"
"1183","E537-791","64834",32450,"arpa_retention","2022"
"1184","E798-331","65203",40150,"arpa_retention","2022"
"1185","P617-480","63139",6600,"arpa_retention","2022"
"1186","P338-569","63112",6600,"arpa_retention","2022"
"1187","P568-609","65109",18150,"arpa_retention","2022"
"1188","E381-142","63366",18700,"arpa_retention","2022"
"1189","P193-581","63121",26400,"arpa_retention","2022"
"1190","P827-762","63115",3000,"arpa_retention","2022"
"1191","P538-656","63701",15400,"arpa_retention","2022"
"1192","E746-515","64633",12100,"arpa_retention","2022"
"1193","P650-952","63771",6600,"arpa_retention","2022"
"1194","E630-146","64761",12100,"arpa_retention","2022"
"1195","P236-503","64804",9900,"arpa_retention","2022"
"1196","E277-864","63138",3300,"arpa_retention","2022"
"1197","P874-672","63118",6600,"arpa_retention","2022"
"1198","P772-261","63052",43450,"arpa_retention","2022"
"1199","E669-267","65648",3300,"arpa_retention","2022"
"1200","E938-709","63138",6600,"arpa_retention","2022"
"1201","E670-457","64156",6600,"arpa_retention","2022"
"1202","P551-472","65109",18150,"arpa_retention","2022"
"1203","P543-576","63147",16500,"arpa_retention","2022"
"1204","P967-900","64155",84150,"arpa_retention","2022"
"1205","E245-635","63944",4950,"arpa_retention","2022"
"1206","P999-244","65016",3300,"arpa_retention","2022"
"1207","E984-468","65605",6600,"arpa_retention","2022"
"1208","E472-754","65020",8250,"arpa_retention","2022"
"1209","E125-348","63077",23100,"arpa_retention","2022"
"1210","E221-963","65802",1100,"arpa_retention","2022"
"1211","E337-604","64850",13750,"arpa_retention","2022"
"1212","E906-240","65201",3300,"arpa_retention","2022"
"1213","P106-487","63775",19250,"arpa_retention","2022"
"1214","P934-409","63703",3300,"arpa_retention","2022"
"1215","E559-670","63367",40150,"arpa_retention","2022"
"1216","P215-932","63136",24200,"arpa_retention","2022"
"1217","P841-536","63857",8800,"arpa_retention","2022"
"1218","P503-686","63801",3300,"arpa_retention","2022"
"1219","P704-306","63114",3850,"arpa_retention","2022"
"1220","E112-476","63735",8800,"arpa_retention","2022"
"1221","E752-798","63033",17600,"arpa_retention","2022"
"1222","E103-801","63137",18700,"arpa_retention","2022"
"1223","E760-495","65109",16500,"arpa_retention","2022"
"1224","E468-996","64132",5500,"arpa_retention","2022"
"1225","E464-687","64465",15400,"arpa_retention","2022"
"1226","E518-376","63552",33000,"arpa_retention","2022"
"1227","E816-741","63108",3300,"arpa_retention","2022"
"1228","E319-862","63334",49500,"arpa_retention","2022"
"1229","P805-405","63112",6600,"arpa_retention","2022"
"1230","P846-829","63136",38500,"arpa_retention","2022"
"1231","E808-229","63901",21450,"arpa_retention","2022"
"1232","P930-152","64138",38500,"arpa_retention","2022"
"1233","E910-214","63113",13750,"arpa_retention","2022"
"1234","P251-246","65807",54000,"arpa_retention","2022"
"1235","E906-747","64501",20350,"arpa_retention","2022"
"1236","P658-541","64034",6600,"arpa_retention","2022"
"1237","E109-571","65807",19800,"arpa_retention","2022"
"1238","P495-302","63801",3300,"arpa_retention","2022"
"1239","P881-968","65202",3300,"arpa_retention","2022"
"1240","P714-937","63801",3300,"arpa_retention","2022"
"1241","P302-248","65076",3300,"arpa_retention","2022"
"1242","P845-131","63801",3300,"arpa_retention","2022"
"1243","P863-945","63132",23650,"arpa_retention","2022"
"1244","E530-583","65101",14300,"arpa_retention","2022"
"1245","E510-495","65605",7700,"arpa_retention","2022"
"1246","E673-839","63137",12100,"arpa_retention","2022"
"1247","E680-573","65203",19250,"arpa_retention","2022"
"1248","P342-180","64083",19250,"arpa_retention","2022"
"1249","E488-992","63501",3300,"arpa_retention","2022"
"1250","E573-385","63303",10450,"arpa_retention","2022"
"1251","P745-458","63134",7700,"arpa_retention","2022"
"1252","E230-253","63376",10450,"arpa_retention","2022"
"1253","E756-433","64683",6600,"arpa_retention","2022"
"1254","E592-492","63366",11000,"arpa_retention","2022"
"1255","E895-916","63301",20350,"arpa_retention","2022"
"1256","E288-147","64068",23100,"arpa_retention","2022"
"1257","E170-218","65201",44550,"arpa_retention","2022"
"1258","E790-836","63857",6600,"arpa_retention","2022"
"1259","E545-391","63104",12100,"arpa_retention","2022"
"1260","E892-322","63119",18700,"arpa_retention","2022"
"1261","E443-295","63112",1650,"arpa_retention","2022"
"1262","E152-749","63118",7150,"arpa_retention","2022"
"1263","E925-703","64801",25300,"arpa_retention","2022"
"1264","E302-783","64029",58300,"arpa_retention","2022"
"1265","E615-670","63129",39050,"arpa_retention","2022"
"1266","E539-409","63136",16500,"arpa_retention","2022"
"1267","E530-677","63131",28050,"arpa_retention","2022"
"1268","E832-237","63125",56100,"arpa_retention","2022"
"1269","E814-457","65109",11000,"arpa_retention","2022"
"1270","P752-235","63801",3300,"arpa_retention","2022"
"1271","E120-589","64015",3000,"arpa_retention","2022"
"1272","E618-713","63074",6600,"arpa_retention","2022"
"1273","E997-535","63863",8800,"arpa_retention","2022"
"1274","E114-847","63501",3300,"arpa_retention","2022"
"1275","E878-761","65802",12650,"arpa_retention","2022"
"1276","E309-857","65203",9900,"arpa_retention","2022"
"1277","E967-159","65775",31900,"arpa_retention","2022"
"1278","E594-259","63138",30250,"arpa_retention","2022"
"1279","E395-938","64504",3300,"arpa_retention","2022"
"1280","E526-346","63113",5500,"arpa_retention","2022"
"1281","E742-635","63080",17050,"arpa_retention","2022"
"1282","E961-281","64134",28600,"arpa_retention","2022"
"1283","E945-508","63755",12650,"arpa_retention","2022"
"1284","E762-137","64454",3300,"arpa_retention","2022"
"1285","P993-666","65084",6600,"arpa_retention","2022"
"1286","E488-699","63301",17600,"arpa_retention","2022"
"1287","E361-523","63042",20900,"arpa_retention","2022"
"1288","E816-430","63051",12650,"arpa_retention","2022"
"1289","E792-972","63301",17600,"arpa_retention","2022"
"1290","E582-646","63901",28600,"arpa_retention","2022"
"1291","E910-216","63136",8800,"arpa_retention","2022"
"1292","E944-940","63366",13750,"arpa_retention","2022"
"1293","E638-413","63031",22550,"arpa_retention","2022"
"1294","E676-321","63130",73150,"arpa_retention","2022"
"1295","E809-453","64503",3850,"arpa_retention","2022"
"1296","E712-534","63133",13200,"arpa_retention","2022"
"1297","P395-339","63368",33000,"arpa_retention","2022"
"1298","P575-553","63304",13200,"arpa_retention","2022"
"1299","E468-396","63114",30800,"arpa_retention","2022"
"1300","P616-987","64029",38500,"arpa_retention","2022"
"1301","E793-822","65203",26950,"arpa_retention","2022"
"1302","E380-537","63123",18150,"arpa_retention","2022"
"1303","P436-281","63368",13200,"arpa_retention","2022"
"1304","E869-763","63116",3850,"arpa_retention","2022"
"1305","P918-961","63121",7500,"arpa_retention","2022"
"1306","P400-278","63304",20350,"arpa_retention","2022"
"1307","P461-621","63303",13200,"arpa_retention","2022"
"1308","P179-388","63303",13200,"arpa_retention","2022"
"1309","P938-312","63138",8800,"arpa_retention","2022"
"1310","P510-380","63703",5500,"arpa_retention","2022"
"1311","P993-359","63133",11000,"arpa_retention","2022"
"1312","P648-386","63084",13750,"arpa_retention","2022"
"1313","P955-176","64082",6000,"arpa_retention","2022"
"1314","E910-463","63135",29700,"arpa_retention","2022"
"1315","P759-633","63901",3300,"arpa_retention","2022"
"1316","P115-273","63775",12100,"arpa_retention","2022"
"1317","P539-825","64735",8800,"arpa_retention","2022"
"1318","P124-310","63112",21450,"arpa_retention","2022"
"1319","E642-509","64129",5500,"arpa_retention","2022"
"1320","E868-681","63050",23100,"arpa_retention","2022"
"1321","P493-332","63034",11000,"arpa_retention","2022"
"1322","E356-245","64064",24200,"arpa_retention","2022"
"1323","E423-650","65608",16500,"arpa_retention","2022"
"1324","E755-424","63111",3300,"arpa_retention","2022"
"1325","E112-745","63366",13200,"arpa_retention","2022"
"1326","P692-414","64015",69850,"arpa_retention","2022"
"1327","E634-798","63146",26950,"arpa_retention","2022"
"1328","P920-799","64132",11000,"arpa_retention","2022"
"1329","P103-407","63137",6600,"arpa_retention","2022"
"1330","P471-354","65101",20900,"arpa_retention","2022"
"1331","P493-401","65810",3300,"arpa_retention","2022"
"1332","E405-895","63025",20350,"arpa_retention","2022"
"1333","P139-988","65262",27500,"arpa_retention","2022"
"1334","E821-539","65101",41250,"arpa_retention","2022"
"1335","P643-586","65401",6600,"arpa_retention","2022"
"1336","E629-412","63115",13750,"arpa_retention","2022"
"1337","E310-375","63121",21450,"arpa_retention","2022"
"1338","E996-246","64725",14300,"arpa_retention","2022"
"1339","E992-814","63841",6600,"arpa_retention","2022"
"1340","E188-560","63110",9900,"arpa_retention","2022"
"1341","E617-428","63121",4400,"arpa_retention","2022"
"1342","E371-366","63147",13200,"arpa_retention","2022"
"1343","E819-880","65802",2200,"arpa_retention","2022"
"1344","E610-809","65301",10450,"arpa_retention","2022"
"1345","P655-803","63026",13200,"arpa_retention","2022"
"1346","E141-703","64507",42350,"arpa_retention","2022"
"1347","E904-756","64755",11000,"arpa_retention","2022"
"1348","E167-104","64477",12100,"arpa_retention","2022"
"1349","E774-164","64448",20900,"arpa_retention","2022"
"1350","E338-770","64801",3300,"arpa_retention","2022"
"1351","P942-892","63135",3300,"arpa_retention","2022"
"1352","P579-887","63775",13750,"arpa_retention","2022"
"1353","E918-718","63114",12100,"arpa_retention","2022"
"1354","E607-233","64132",12650,"arpa_retention","2022"
"1355","E403-506","63031",3300,"arpa_retention","2022"
"1356","E911-956","65340",15950,"arpa_retention","2022"
"1357","E919-852","64633",13200,"arpa_retention","2022"
"1358","E329-950","64633",13750,"arpa_retention","2022"
"1359","E372-108","65203",8250,"arpa_retention","2022"
"1360","E296-883","64067",4950,"arpa_retention","2022"
"1361","E603-140","64085",13200,"arpa_retention","2022"
"1362","P610-682","63640",21450,"arpa_retention","2022"
"1363","E665-136","63601",26400,"arpa_retention","2022"
"1364","E931-680","64109",19250,"arpa_retention","2022"
"1365","E771-650","63136",7150,"arpa_retention","2022"
"1366","E113-406","63033",6600,"arpa_retention","2022"
"1367","E716-837","63376",47300,"arpa_retention","2022"
"1368","E361-727","65236",11000,"arpa_retention","2022"
"1369","E236-503","65336",9900,"arpa_retention","2022"
"1370","E403-915","65301",31900,"arpa_retention","2022"
"1371","E899-208","64506",26400,"arpa_retention","2022"
"1372","P594-653","63115",26950,"arpa_retention","2022"
"1373","P334-167","63775",9350,"arpa_retention","2022"
"1374","E733-915","65270",28050,"arpa_retention","2022"
"1375","E528-180","65270",6600,"arpa_retention","2022"
"1376","E192-133","65301",26400,"arpa_retention","2022"
"1377","E276-620","63136",31350,"arpa_retention","2022"
"1378","E301-168","65201",6600,"arpa_retention","2022"
"1379","P892-184","65255",10450,"arpa_retention","2022"
"1380","P959-508","63862",3300,"arpa_retention","2022"
"1381","P452-727","65202",23100,"arpa_retention","2022"
"1382","P759-330","63801",3000,"arpa_retention","2022"
"1383","P599-303","63670",3300,"arpa_retention","2022"
"1384","P901-101","63787",3300,"arpa_retention","2022"
"1385","P313-451","63126",3300,"arpa_retention","2022"
"1386","P555-477","63670",3300,"arpa_retention","2022"
"1387","P935-936","63670",3300,"arpa_retention","2022"
"1388","P707-795","64151",55550,"arpa_retention","2022"
"1389","E258-541","65256",3300,"arpa_retention","2022"
"1390","P316-609","63755",3300,"arpa_retention","2022"
"1391","P473-394","63303",13200,"arpa_retention","2022"
"1392","E498-461","63379",17050,"arpa_retention","2022"
"1393","E354-547","64155",99550,"arpa_retention","2022"
"1394","P835-848","63764",1100,"arpa_retention","2022"
"1395","E329-447","65275",15400,"arpa_retention","2022"
"1396","E219-910","65109",47300,"arpa_retention","2022"
"1397","P941-343","63935",6000,"arpa_retention","2022"
"1398","E740-349","65536",28050,"arpa_retention","2022"
"1399","E716-595","65584",26400,"arpa_retention","2022"
"1400","P862-906","65804",6600,"arpa_retention","2022"
"1401","P179-245","63134",3000,"arpa_retention","2022"
"1402","P814-690","65706",19000,"arpa_retention","2022"
"1403","P976-559","64081",36850,"arpa_retention","2022"
"1404","P725-375","65101",23650,"arpa_retention","2022"
"1405","E136-693","63501",94600,"arpa_retention","2022"
"1406","P223-618","64111",27500,"arpa_retention","2022"
"1407","P189-415","63701",1100,"arpa_retention","2022"
"1408","P873-154","63033",3300,"arpa_retention","2022"
"1409","P427-311","63031",3850,"arpa_retention","2022"
"1410","P527-533","64029",3300,"arpa_retention","2022"
"1411","E526-636","63138",13200,"arpa_retention","2022"
"1412","E940-844","65781",550,"arpa_retention","2022"
"1413","P886-863","63115",12100,"arpa_retention","2022"
"1414","E969-594","63121",15400,"arpa_retention","2022"
"1415","P144-491","63701",5500,"arpa_retention","2022"
"1416","P712-230","63755",3300,"arpa_retention","2022"
"1417","E363-859","65807",23650,"arpa_retention","2022"
"1418","E832-743","63114",3300,"arpa_retention","2022"
"1419","E987-209","65803",39050,"arpa_retention","2022"
"1420","E998-437","63110",58850,"arpa_retention","2022"
"1421","P517-807","64117",3300,"arpa_retention","2022"
"1422","E412-579","65101",4950,"arpa_retention","2022"
"1423","P796-710","63801",3300,"arpa_retention","2022"
"1424","P825-726","65201",3300,"arpa_retention","2022"
"1425","E101-573","64870",6600,"arpa_retention","2022"
"1426","E744-807","63857",3300,"arpa_retention","2022"
"1427","P351-182","65803",17600,"arpa_retention","2022"
"1428","P771-403","64119",25850,"arpa_retention","2022"
"1429","E604-462","65648",47300,"arpa_retention","2022"
"1430","E504-862","63147",19250,"arpa_retention","2022"
"1431","E657-663","63025",3300,"arpa_retention","2022"
"1432","P302-711","65807",30800,"arpa_retention","2022"
"1433","P360-233","63957",8800,"arpa_retention","2022"
"1434","E902-887","64130",17050,"arpa_retention","2022"
"1435","P943-330","63304",20900,"arpa_retention","2022"
"1436","P802-789","63376",16500,"arpa_retention","2022"
"1437","P120-580","63379",9900,"arpa_retention","2022"
"1438","P996-498","65255",17050,"arpa_retention","2022"
"1439","P733-881","63390",3300,"arpa_retention","2022"
"1440","E834-560","63304",14300,"arpa_retention","2022"
"1441","E811-973","65203",31350,"arpa_retention","2022"
"1442","P593-183","63132",3300,"arpa_retention","2022"
"1443","E461-418","63901",6600,"arpa_retention","2022"
"1444","E623-987","64086",26400,"arpa_retention","2022"
"1445","P570-309","63028",18700,"arpa_retention","2022"
"1446","E530-606","63645",10450,"arpa_retention","2022"
"1447","E907-861","63034",9900,"arpa_retention","2022"
"1448","E518-215","64138",14850,"arpa_retention","2022"
"1449","E290-574","65066",4400,"arpa_retention","2022"
"1450","E260-135","64030",3300,"arpa_retention","2022"
"1451","E956-406","65606",9350,"arpa_retention","2022"
"1452","E123-896","64081",44550,"arpa_retention","2022"
"1453","E932-464","65203",3300,"arpa_retention","2022"
"1454","E167-298","63830",3300,"arpa_retention","2022"
"1455","E371-797","63830",3300,"arpa_retention","2022"
"1456","E173-255","64055",3300,"arpa_retention","2022"
"1457","E577-834","65054",3300,"arpa_retention","2022"
"1458","E278-419","65560",23650,"arpa_retention","2022"
"1459","E888-930","63133",3300,"arpa_retention","2022"
"1460","E121-837","63134",9350,"arpa_retention","2022"
"1461","E385-966","64138",1100,"arpa_retention","2022"
"1462","E115-939","63136",1100,"arpa_retention","2022"
"1463","E633-384","63118",1100,"arpa_retention","2022"
"1464","E357-115","63103",24200,"arpa_retention","2022"
"1465","E631-718","63121",13200,"arpa_retention","2022"
"1466","E437-534","63118",23100,"arpa_retention","2022"
"1467","P998-822","65270",6600,"arpa_retention","2022"
"1468","E876-562","64130",22550,"arpa_retention","2022"
"1469","E539-932","63113",6600,"arpa_retention","2022"
"1470","P340-774","65583",3850,"arpa_retention","2022"
"1471","E919-168","63121",26400,"arpa_retention","2022"
"1472","E503-542","65582",6600,"arpa_retention","2022"
"1473","E953-779","63031",3850,"arpa_retention","2022"
"1474","E825-121","63118",14300,"arpa_retention","2022"
"1475","E916-797","63103",11000,"arpa_retention","2022"
"1476","E739-324","65584",3300,"arpa_retention","2022"
"1477","P367-548","63701",36500,"arpa_retention","2022"
"1478","P449-865","64108",2200,"arpa_retention","2022"
"1479","P461-118","65633",3000,"arpa_retention","2022"
"1480","P969-897","64158",29150,"arpa_retention","2022"
"1481","E569-153","63119",111650,"arpa_retention","2022"
"1482","P281-332","63108",3300,"arpa_retention","2022"
"1483","E974-819","64134",3300,"arpa_retention","2022"
"1484","P618-172","65203",13200,"arpa_retention","2022"
"1485","E756-995","63115",6600,"arpa_retention","2022"
"1486","P453-869","63703",550,"arpa_retention","2022"
"1487","P112-297","63801",3300,"arpa_retention","2022"
"1488","P628-749","63801",3300,"arpa_retention","2022"
"1489","E823-127","63147",6600,"arpa_retention","2022"
"1490","P939-732","63848",3300,"arpa_retention","2022"
"1491","P227-740","65605",3300,"arpa_retention","2022"
"1492","E476-618","63033",10450,"arpa_retention","2022"
"1493","E232-223","64489",3300,"arpa_retention","2022"
"1494","E338-653","63841",3300,"arpa_retention","2022"
"1495","E976-283","63640",16000,"arpa_retention","2022"
